Rep,Bloc,Trt,Strain,Time,Growth
WorB5,B5,B,Wor,2,109.19999999999999
WorB5,B5,B,Wor,3,121.5
WorB5,B5,B,Wor,4,133.89999999999998
WorB5,B5,B,Wor,5,156.89999999999998
WorB5,B5,B,Wor,6,172.2
WorB5,B5,B,Wor,7,197
WorB5,B5,B,Wor,8,219.2
WorB5,B5,B,Wor,9,271.3
WorB6,B6,B,Wor,0,0
WorB6,B6,B,Wor,1,38.65555555555554
WorB6,B6,B,Wor,10,204.4333333333333
WorB6,B6,B,Wor,11,192.1
WorB6,B6,B,Wor,12,279.35
WorB6,B6,B,Wor,13,326.6
WorB6,B6,B,Wor,14,383.35
WorB6,B6,B,Wor,2,74.76666666666668
WorB6,B6,B,Wor,3,101.43333333333331
WorB6,B6,B,Wor,4,121.98888888888891
WorB6,B6,B,Wor,5,143.1
WorB6,B6,B,Wor,6,138.54444444444445
WorB6,B6,B,Wor,7,154.65555555555554
WorB6,B6,B,Wor,8,161.54444444444445
WorB6,B6,B,Wor,9,174.21111111111108
WorB7,B7,B,Wor,0,0
WorB7,B7,B,Wor,1,7.299999999999983
WorB7,B7,B,Wor,10,263.26666666666665
WorB7,B7,B,Wor,11,248.9333333333333
WorB7,B7,B,Wor,12,279.76666666666665
WorB7,B7,B,Wor,13,307.26666666666665
WorB7,B7,B,Wor,14,276.4333333333333
WorB7,B7,B,Wor,2,36.599999999999994
WorB7,B7,B,Wor,3,44.19999999999999
WorB7,B7,B,Wor,4,70.5
WorB7,B7,B,Wor,5,73.1
WorB7,B7,B,Wor,6,127.87777777777777
WorB7,B7,B,Wor,7,136.32222222222222
WorB7,B7,B,Wor,8,198.95714285714283
WorB7,B7,B,Wor,9,233.6
WorB8,B8,B,Wor,0,0
WorB8,B8,B,Wor,1,78.90000000000003
WorB8,B8,B,Wor,10,282.57777777777784
WorB8,B8,B,Wor,11,303.1333333333334
WorB8,B8,B,Wor,12,343.57777777777784
WorB8,B8,B,Wor,13,378.1333333333334
WorB8,B8,B,Wor,14,359.6888888888889
WorB8,B8,B,Wor,2,110.9111111111111
WorB8,B8,B,Wor,3,132.4666666666667
WorB8,B8,B,Wor,4,139.4666666666667
WorB8,B8,B,Wor,5,169.68888888888893
WorB8,B8,B,Wor,6,182.9111111111111
WorB8,B8,B,Wor,7,178.57777777777778
WorB8,B8,B,Wor,8,218.13333333333333
WorB8,B8,B,Wor,9,239.4666666666667
WorB9,B9,B,Wor,0,0
WorB9,B9,B,Wor,1,-6.600000000000023
WorB9,B9,B,Wor,10,183.825
WorB9,B9,B,Wor,11,189.075
WorB9,B9,B,Wor,12,217.7
WorB9,B9,B,Wor,13,182.95
WorB9,B9,B,Wor,14,216.325
WorB9,B9,B,Wor,2,34
WorB9,B9,B,Wor,3,39
WorB9,B9,B,Wor,4,77.97777777777776
WorB9,B9,B,Wor,5,89.0888888888889
WorB9,B9,B,Wor,6,135.31111111111107
WorB9,B9,B,Wor,7,104.5333333333333
WorB9,B9,B,Wor,8,119.86666666666667
WorB9,B9,B,Wor,9,145.7
WorC1,B1,C,Wor,0,0
WorC1,B1,C,Wor,1,27.69999999999999
WorC1,B1,C,Wor,10,207.8
WorC1,B1,C,Wor,11,185.2
WorC1,B1,C,Wor,12,240.2
WorC1,B1,C,Wor,13,260.8
WorC1,B1,C,Wor,14,256.8
WorC1,B1,C,Wor,2,58
WorC1,B1,C,Wor,3,74.30000000000001
WorC1,B1,C,Wor,4,103.90000000000003
WorC1,B1,C,Wor,5,103.19999999999999
WorC1,B1,C,Wor,6,123.40000000000003
WorC1,B1,C,Wor,7,133.10000000000002
WorC1,B1,C,Wor,8,143.5
WorC1,B1,C,Wor,9,195.3
WorC10,B10,C,Wor,0,0
WorC10,B10,C,Wor,1,22.700000000000017
WorC10,B10,C,Wor,10,241.1
WorC10,B10,C,Wor,11,276.6
WorC10,B10,C,Wor,12,262.4
WorC10,B10,C,Wor,13,324.19999999999993
WorC10,B10,C,Wor,14,340.4
WorC10,B10,C,Wor,2,66.00000000000003
WorC10,B10,C,Wor,3,84.4
WorC10,B10,C,Wor,4,108.29999999999998
WorC10,B10,C,Wor,5,126.70000000000002
WorC10,B10,C,Wor,6,130.4
WorC10,B10,C,Wor,7,134.79999999999998
WorC10,B10,C,Wor,8,161.70000000000002
WorC10,B10,C,Wor,9,205.9
WorC2,B2,C,Wor,0,0
WorC2,B2,C,Wor,1,27.700000000000017
WorC2,B2,C,Wor,10,157.90000000000003
WorC2,B2,C,Wor,11,183.40000000000003
WorC2,B2,C,Wor,12,264.1
WorC2,B2,C,Wor,13,231.10000000000002
WorC2,B2,C,Wor,14,240.7
WorC2,B2,C,Wor,2,36.70000000000002
WorC2,B2,C,Wor,3,80
WorC2,B2,C,Wor,4,84.10000000000002
WorC2,B2,C,Wor,5,110.19999999999999
WorC2,B2,C,Wor,6,115
WorC2,B2,C,Wor,7,135.7
WorC2,B2,C,Wor,8,139.40000000000003
WorC2,B2,C,Wor,9,153.40000000000003
WorC3,B3,C,Wor,0,0
WorC3,B3,C,Wor,1,29.80000000000001
WorC3,B3,C,Wor,10,268.4
WorC3,B3,C,Wor,11,292.4
WorC3,B3,C,Wor,12,320.70000000000005
WorC3,B3,C,Wor,13,333
WorC3,B3,C,Wor,14,395.70000000000005
WorC3,B3,C,Wor,2,74.60000000000002
WorC3,B3,C,Wor,3,104.5
WorC3,B3,C,Wor,4,87.89999999999998
WorC3,B3,C,Wor,5,140.10000000000002
WorC3,B3,C,Wor,6,151
WorC3,B3,C,Wor,7,157.2
WorC3,B3,C,Wor,8,188.39999999999998
WorC3,B3,C,Wor,9,230.5
WorC4,B4,C,Wor,0,0
WorC4,B4,C,Wor,1,32.19999999999999
WorC4,B4,C,Wor,10,226.2
WorC4,B4,C,Wor,11,228.8
WorC4,B4,C,Wor,12,283.9
WorC4,B4,C,Wor,13,315.8
WorC4,B4,C,Wor,14,368.09999999999997
WorC4,B4,C,Wor,2,85.19999999999999
WorC4,B4,C,Wor,3,101.30000000000001
WorC4,B4,C,Wor,4,115.69999999999999
WorC4,B4,C,Wor,5,115.69999999999999
WorC4,B4,C,Wor,6,125.39999999999998
WorC4,B4,C,Wor,7,163.2
WorC4,B4,C,Wor,8,166.09999999999997
WorC4,B4,C,Wor,9,185.39999999999998
WorC5,B5,C,Wor,0,0
WorC5,B5,C,Wor,1,4.399999999999977
WorC5,B5,C,Wor,10,254.47777777777776
WorC5,B5,C,Wor,11,277.3666666666667
WorC5,B5,C,Wor,12,299.25555555555553
WorC5,B5,C,Wor,13,324.25555555555553
WorC5,B5,C,Wor,14,357.4777777777778
WorC5,B5,C,Wor,2,45
WorC5,B5,C,Wor,3,95.69999999999999
WorC5,B5,C,Wor,4,113.92222222222222
WorC5,B5,C,Wor,5,131.36666666666667
WorC5,B5,C,Wor,6,126.69999999999999
WorC5,B5,C,Wor,7,136.0333333333333
WorC5,B5,C,Wor,8,163.5888888888889
WorC5,B5,C,Wor,9,196.36666666666667
WorC6,B6,C,Wor,0,0
WorC6,B6,C,Wor,1,30
WorC6,B6,C,Wor,10,277.29999999999995
WorC6,B6,C,Wor,11,303.4
WorC6,B6,C,Wor,12,380.30000000000007
WorC6,B6,C,Wor,13,396.9
WorC6,B6,C,Wor,14,415.30000000000007
WorC6,B6,C,Wor,2,87.49999999999997
WorC6,B6,C,Wor,3,102.29999999999998
WorC6,B6,C,Wor,4,152.20000000000002
WorC6,B6,C,Wor,5,147.49999999999997
WorC6,B6,C,Wor,6,154.6
WorC6,B6,C,Wor,7,177.6
WorC6,B6,C,Wor,8,215.29999999999998
WorC6,B6,C,Wor,9,243.20000000000002
WorC7,B7,C,Wor,0,0
WorC7,B7,C,Wor,1,49
WorC7,B7,C,Wor,10,249.40000000000003
WorC7,B7,C,Wor,11,251.8
WorC7,B7,C,Wor,12,319.8
WorC7,B7,C,Wor,13,320.2
WorC7,B7,C,Wor,14,359.40000000000003
WorC7,B7,C,Wor,2,90.30000000000001
WorC7,B7,C,Wor,3,103.60000000000002
WorC7,B7,C,Wor,4,131
WorC7,B7,C,Wor,5,144.3
WorC7,B7,C,Wor,6,160.8
WorC7,B7,C,Wor,7,170
WorC7,B7,C,Wor,8,194
WorC7,B7,C,Wor,9,199.8
WorC8,B8,C,Wor,0,0
WorC8,B8,C,Wor,1,38.80000000000001
WorC8,B8,C,Wor,10,256.40000000000003
WorC8,B8,C,Wor,11,256.40000000000003
WorC8,B8,C,Wor,12,301
WorC8,B8,C,Wor,13,331.57777777777784
WorC8,B8,C,Wor,14,301.8
WorC8,B8,C,Wor,2,115.90000000000003
WorC8,B8,C,Wor,3,103
WorC8,B8,C,Wor,4,105
WorC8,B8,C,Wor,5,108.60000000000002
WorC8,B8,C,Wor,6,139.90000000000003
WorC8,B8,C,Wor,7,134.10000000000002
WorC8,B8,C,Wor,8,181.7
WorC8,B8,C,Wor,9,213.40000000000003
WorC9,B9,C,Wor,0,0
WorC9,B9,C,Wor,1,76.5
WorC9,B9,C,Wor,10,297.4
WorC9,B9,C,Wor,11,338
WorC9,B9,C,Wor,12,436.70000000000005
WorC9,B9,C,Wor,13,445.5
WorC9,B9,C,Wor,14,502.9
WorC9,B9,C,Wor,2,116.69999999999999
WorC9,B9,C,Wor,3,135
WorC9,B9,C,Wor,4,131.89999999999998
WorC9,B9,C,Wor,5,174.8
WorC9,B9,C,Wor,6,194.10000000000002
WorC9,B9,C,Wor,7,225.60000000000002
WorC9,B9,C,Wor,8,273.29999999999995
WorC9,B9,C,Wor,9,281.5
