Rep,Bloc,Souche,Traitement,Piq,6,Sem,Cro
GrePBact1,1,Grèce,P,Bact,438.4,9,918.6999999999999
GrePBact1,1,Grèce,P,Bact,438.4,10,1134.7428571428572
GrePBact1,1,Grèce,P,Bact,438.4,11,NA
GrePBact10,10,Grèce,P,Bact,366.8,7,300.09999999999997
GrePBact10,10,Grèce,P,Bact,366.8,8,543.7
GrePBact10,10,Grèce,P,Bact,366.8,9,900.1000000000001
GrePBact10,10,Grèce,P,Bact,366.8,10,1107.575
GrePBact10,10,Grèce,P,Bact,366.8,11,1082.45
GrePBact2,2,Grèce,P,Bact,402.3,7,284.09999999999997
GrePBact2,2,Grèce,P,Bact,402.3,8,658.1000000000001
GrePBact2,2,Grèce,P,Bact,402.3,9,686.588888888889
GrePBact2,2,Grèce,P,Bact,402.3,10,1102.7
GrePBact2,2,Grèce,P,Bact,402.3,11,1283.3666666666668
GrePBact3,3,Grèce,P,Bact,450.3,7,307.40000000000003
GrePBact3,3,Grèce,P,Bact,450.3,8,680.2
GrePBact3,3,Grèce,P,Bact,450.3,9,860.1285714285714
GrePBact3,3,Grèce,P,Bact,450.3,10,1134.9857142857143
GrePBact3,3,Grèce,P,Bact,450.3,11,1125.7
GrePBact4,4,Grèce,P,Bact,413.4,7,342.9
GrePBact4,4,Grèce,P,Bact,413.4,8,725.6
GrePBact4,4,Grèce,P,Bact,413.4,9,892.6
GrePBact4,4,Grèce,P,Bact,413.4,10,1198.6
GrePBact4,4,Grèce,P,Bact,413.4,11,1228.2666666666669
GrePBact5,5,Grèce,P,Bact,377.2,7,330.09999999999997
GrePBact5,5,Grèce,P,Bact,377.2,8,649.5
GrePBact5,5,Grèce,P,Bact,377.2,9,884.4666666666667
GrePBact5,5,Grèce,P,Bact,377.2,10,1142.2285714285713
GrePBact5,5,Grèce,P,Bact,377.2,11,1290.3
GrePBact6,6,Grèce,P,Bact,272.3,7,292.3
GrePBact6,6,Grèce,P,Bact,272.3,8,554
GrePBact6,6,Grèce,P,Bact,272.3,9,884.4777777777779
GrePBact6,6,Grèce,P,Bact,272.3,10,1306.45
GrePBact6,6,Grèce,P,Bact,272.3,11,1217.7
GrePBact7,7,Grèce,P,Bact,306,7,221
GrePBact7,7,Grèce,P,Bact,306,8,696.6
GrePBact7,7,Grèce,P,Bact,306,9,835
GrePBact7,7,Grèce,P,Bact,306,10,1128.5555555555557
GrePBact7,7,Grèce,P,Bact,306,11,1267.5
GrePBact8,8,Grèce,P,Bact,315.3,7,284.59999999999997
GrePBact8,8,Grèce,P,Bact,315.3,8,574.5999999999999
GrePBact8,8,Grèce,P,Bact,315.3,9,726.4000000000001
GrePBact8,8,Grèce,P,Bact,315.3,10,1127
GrePBact8,8,Grèce,P,Bact,315.3,11,1156.45
GrePBact9,9,Grèce,P,Bact,223.7,7,256.6
GrePBact9,9,Grèce,P,Bact,223.7,8,457.3
GrePBact9,9,Grèce,P,Bact,223.7,9,708.9000000000001
GrePBact9,9,Grèce,P,Bact,223.7,10,922.411111111111
GrePBact9,9,Grèce,P,Bact,223.7,11,1051.3
GrePSte1,1,Grèce,P,Ste,369.2,7,369.59999999999997
GrePSte1,1,Grèce,P,Ste,369.2,8,599.7
GrePSte1,1,Grèce,P,Ste,369.2,9,881.4666666666667
GrePSte1,1,Grèce,P,Ste,369.2,10,1182.3714285714286
GrePSte1,1,Grèce,P,Ste,369.2,11,1291.3
GrePSte10,10,Grèce,P,Ste,257.9,7,203.90000000000003
GrePSte10,10,Grèce,P,Ste,257.9,8,498.9
GrePSte10,10,Grèce,P,Ste,257.9,9,713
GrePSte10,10,Grèce,P,Ste,257.9,10,1066.988888888889
GrePSte10,10,Grèce,P,Ste,257.9,11,1108.6
GrePSte2,2,Grèce,P,Ste,378.8,7,313.8
GrePSte2,2,Grèce,P,Ste,378.8,8,784.5
GrePSte2,2,Grèce,P,Ste,378.8,9,871
GrePSte2,2,Grèce,P,Ste,378.8,10,1150.075
GrePSte2,2,Grèce,P,Ste,378.8,11,1144.2
GrePSte3,3,Grèce,P,Ste,365.1,7,261.5
GrePSte3,3,Grèce,P,Ste,365.1,8,613.6
GrePSte3,3,Grèce,P,Ste,365.1,9,857.4
GrePSte3,3,Grèce,P,Ste,365.1,10,1067.5666666666666
GrePSte3,3,Grèce,P,Ste,365.1,11,1090.1
GrePSte4,4,Grèce,P,Ste,355.7,7,313.3
GrePSte4,4,Grèce,P,Ste,355.7,8,582.0999999999999
GrePSte4,4,Grèce,P,Ste,355.7,9,778.6333333333332
GrePSte4,4,Grèce,P,Ste,355.7,10,1200.5222222222221
GrePSte4,4,Grèce,P,Ste,355.7,11,1211.3
GrePSte5,5,Grèce,P,Ste,348.7,7,299.90000000000003
GrePSte5,5,Grèce,P,Ste,348.7,8,567.5999999999999
GrePSte5,5,Grèce,P,Ste,348.7,9,769.8999999999999
GrePSte5,5,Grèce,P,Ste,348.7,10,1057.0777777777778
GrePSte5,5,Grèce,P,Ste,348.7,11,996.3
GrePSte6,6,Grèce,P,Ste,375.9,7,394.1
GrePSte6,6,Grèce,P,Ste,375.9,8,583.7
GrePSte6,6,Grèce,P,Ste,375.9,9,916.1
GrePSte6,6,Grèce,P,Ste,375.9,10,1144.6
GrePSte6,6,Grèce,P,Ste,375.9,11,1212.3000000000002
GrePSte7,7,Grèce,P,Ste,307.2,7,217.2
GrePSte7,7,Grèce,P,Ste,307.2,8,655.9000000000001
GrePSte7,7,Grèce,P,Ste,307.2,9,786.5
GrePSte7,7,Grèce,P,Ste,307.2,10,1135.6571428571428
GrePSte7,7,Grèce,P,Ste,307.2,11,1103.2
GrePSte8,8,Grèce,P,Ste,293.4,7,247.39999999999998
GrePSte8,8,Grèce,P,Ste,293.4,8,558.1
GrePSte8,8,Grèce,P,Ste,293.4,9,925.6999999999999
GrePSte8,8,Grèce,P,Ste,293.4,10,1283.1
GrePSte8,8,Grèce,P,Ste,293.4,11,1288.6
GrePSte9,9,Grèce,P,Ste,282.5,7,208.60000000000002
GrePSte9,9,Grèce,P,Ste,282.5,8,484.1
GrePSte9,9,Grèce,P,Ste,282.5,9,727.1
GrePSte9,9,Grèce,P,Ste,282.5,10,989.7
GrePSte9,9,Grèce,P,Ste,282.5,11,1074
ItaCBact1,1,Italie,C,Bact,364.2,7,355.2
ItaCBact1,1,Italie,C,Bact,364.2,8,619.5
ItaCBact1,1,Italie,C,Bact,364.2,9,779.2444444444443
ItaCBact1,1,Italie,C,Bact,364.2,10,1047.942857142857
ItaCBact1,1,Italie,C,Bact,364.2,11,974.8
ItaCBact10,10,Italie,C,Bact,326.4,7,185.20000000000005
ItaCBact10,10,Italie,C,Bact,326.4,8,520
ItaCBact10,10,Italie,C,Bact,326.4,9,823.7111111111111
ItaCBact10,10,Italie,C,Bact,326.4,10,1018.225
ItaCBact10,10,Italie,C,Bact,326.4,11,817.1
ItaCBact2,2,Italie,C,Bact,397,7,332.6
ItaCBact2,2,Italie,C,Bact,397,8,837.0999999999999
ItaCBact2,2,Italie,C,Bact,397,9,905.625
ItaCBact2,2,Italie,C,Bact,397,10,868.4000000000001
ItaCBact2,2,Italie,C,Bact,397,11,987
ItaCBact3,3,Italie,C,Bact,390.4,7,369.5
ItaCBact3,3,Italie,C,Bact,390.4,8,665.3000000000001
ItaCBact3,3,Italie,C,Bact,390.4,9,759.0285714285714
ItaCBact3,3,Italie,C,Bact,390.4,10,1079.6
ItaCBact3,3,Italie,C,Bact,390.4,11,1236.6
ItaCBact4,4,Italie,C,Bact,483.3,7,332.09999999999997
ItaCBact4,4,Italie,C,Bact,483.3,8,670.2
ItaCBact4,4,Italie,C,Bact,483.3,9,892.9000000000001
ItaCBact4,4,Italie,C,Bact,483.3,10,1028.2
ItaCBact4,4,Italie,C,Bact,483.3,11,NA
ItaCBact5,5,Italie,C,Bact,427.8,7,360.3
ItaCBact5,5,Italie,C,Bact,427.8,8,646.9000000000001
ItaCBact5,5,Italie,C,Bact,427.8,9,906.95
ItaCBact5,5,Italie,C,Bact,427.8,10,968.2
ItaCBact5,5,Italie,C,Bact,427.8,11,1196.2
ItaCBact6,6,Italie,C,Bact,366.8,7,297.7
ItaCBact6,6,Italie,C,Bact,366.8,8,566.0999999999999
ItaCBact6,6,Italie,C,Bact,366.8,9,814.088888888889
ItaCBact6,6,Italie,C,Bact,366.8,10,1023.7
ItaCBact6,6,Italie,C,Bact,366.8,11,1293.7
ItaCBact7,7,Italie,C,Bact,340.8,7,238.49999999999994
ItaCBact7,7,Italie,C,Bact,340.8,8,721.1000000000001
ItaCBact7,7,Italie,C,Bact,340.8,9,890.6000000000001
ItaCBact7,7,Italie,C,Bact,340.8,10,1078.6000000000001
ItaCBact7,7,Italie,C,Bact,340.8,11,1266.2
ItaCBact8,8,Italie,C,Bact,282.3,7,233.99999999999994
ItaCBact8,8,Italie,C,Bact,282.3,8,500.2
ItaCBact8,8,Italie,C,Bact,282.3,9,757.3
ItaCBact8,8,Italie,C,Bact,282.3,10,1085.9
ItaCBact8,8,Italie,C,Bact,282.3,11,1007.5
ItaCBact9,9,Italie,C,Bact,339.6,7,281.1
ItaCBact9,9,Italie,C,Bact,339.6,8,550.9
ItaCBact9,9,Italie,C,Bact,339.6,9,777.1
ItaCBact9,9,Italie,C,Bact,339.6,10,929.775
ItaCBact9,9,Italie,C,Bact,339.6,11,1057.4
ItaCSte1,1,Italie,C,Ste,407,7,377.1
ItaCSte1,1,Italie,C,Ste,407,8,648.5999999999999
ItaCSte1,1,Italie,C,Ste,407,9,862.125
ItaCSte1,1,Italie,C,Ste,407,10,1129.6666666666667
ItaCSte1,1,Italie,C,Ste,407,11,1288.25
ItaCSte10,10,Italie,C,Ste,291.9,7,298.20000000000005
ItaCSte10,10,Italie,C,Ste,291.9,8,608.3000000000001
ItaCSte10,10,Italie,C,Ste,291.9,9,1051.5444444444443
ItaCSte10,10,Italie,C,Ste,291.9,10,1052.6999999999998
ItaCSte10,10,Italie,C,Ste,291.9,11,1263.7666666666669
ItaCSte2,2,Italie,C,Ste,370.1,7,278.29999999999995
ItaCSte2,2,Italie,C,Ste,370.1,8,758.4999999999999
ItaCSte2,2,Italie,C,Ste,370.1,9,832.6777777777778
ItaCSte2,2,Italie,C,Ste,370.1,10,1205.5666666666666
ItaCSte2,2,Italie,C,Ste,370.1,11,1210.2333333333331
ItaCSte3,3,Italie,C,Ste,436.2,7,370.7
ItaCSte3,3,Italie,C,Ste,436.2,8,641.0999999999999
ItaCSte3,3,Italie,C,Ste,436.2,9,825.5142857142857
ItaCSte3,3,Italie,C,Ste,436.2,10,941.5999999999999
ItaCSte3,3,Italie,C,Ste,436.2,11,979.8
ItaCSte4,4,Italie,C,Ste,418,7,317.4
ItaCSte4,4,Italie,C,Ste,418,8,680.8
ItaCSte4,4,Italie,C,Ste,418,9,779
ItaCSte4,4,Italie,C,Ste,418,10,1045.5
ItaCSte4,4,Italie,C,Ste,418,11,989
ItaCSte5,5,Italie,C,Ste,382.5,7,333.70000000000005
ItaCSte5,5,Italie,C,Ste,382.5,8,677.7
ItaCSte5,5,Italie,C,Ste,382.5,9,871.75
ItaCSte5,5,Italie,C,Ste,382.5,10,1138.6666666666667
ItaCSte5,5,Italie,C,Ste,382.5,11,1071
ItaCSte6,6,Italie,C,Ste,383.1,7,292.79999999999995
ItaCSte6,6,Italie,C,Ste,383.1,8,533.9
ItaCSte6,6,Italie,C,Ste,383.1,9,679.9
ItaCSte6,6,Italie,C,Ste,383.1,10,890.6999999999999
ItaCSte6,6,Italie,C,Ste,383.1,11,851.2333333333332
ItaCSte7,7,Italie,C,Ste,412.4,7,298
ItaCSte7,7,Italie,C,Ste,412.4,8,839.3000000000001
ItaCSte7,7,Italie,C,Ste,412.4,9,1045.3777777777777
ItaCSte7,7,Italie,C,Ste,412.4,10,1040.2666666666669
ItaCSte7,7,Italie,C,Ste,412.4,11,1240.6
ItaCSte8,8,Italie,C,Ste,360.9,7,238.20000000000005
ItaCSte8,8,Italie,C,Ste,360.9,8,591.2
ItaCSte8,8,Italie,C,Ste,360.9,9,883.0000000000001
ItaCSte8,8,Italie,C,Ste,360.9,10,1000.225
ItaCSte8,8,Italie,C,Ste,360.9,11,958.1
ItaCSte9,9,Italie,C,Ste,364.7,7,310.8
ItaCSte9,9,Italie,C,Ste,364.7,8,654
ItaCSte9,9,Italie,C,Ste,364.7,9,672.5999999999999
ItaCSte9,9,Italie,C,Ste,364.7,10,919.7285714285713
ItaCSte9,9,Italie,C,Ste,364.7,11,686.8
ItaDBact1,1,Italie,D,Bact,488.9,7,429.4
ItaDBact1,1,Italie,D,Bact,488.9,8,621.9
ItaDBact1,1,Italie,D,Bact,488.9,9,731.2428571428571
ItaDBact1,1,Italie,D,Bact,488.9,10,806.1
ItaDBact1,1,Italie,D,Bact,488.9,11,994.1
ItaDBact10,10,Italie,D,Bact,307.4,7,265.5
ItaDBact10,10,Italie,D,Bact,307.4,8,624.8000000000001
ItaDBact10,10,Italie,D,Bact,307.4,9,908.8000000000001
ItaDBact10,10,Italie,D,Bact,307.4,10,1090.8857142857141
ItaDBact10,10,Italie,D,Bact,307.4,11,1007.6
ItaDBact2,2,Italie,D,Bact,433.6,7,274.1
ItaDBact2,2,Italie,D,Bact,433.6,8,712.6
ItaDBact2,2,Italie,D,Bact,433.6,9,744.2571428571429
ItaDBact2,2,Italie,D,Bact,433.6,10,1131.15
ItaDBact2,2,Italie,D,Bact,433.6,11,1099.4
ItaDBact3,3,Italie,D,Bact,494.8,7,273.3
ItaDBact3,3,Italie,D,Bact,494.8,8,578.7
ItaDBact3,3,Italie,D,Bact,494.8,9,837.3428571428572
ItaDBact3,3,Italie,D,Bact,494.8,10,932.45
ItaDBact3,3,Italie,D,Bact,494.8,11,994.2
ItaDBact4,4,Italie,D,Bact,484.2,7,65.80000000000001
ItaDBact4,4,Italie,D,Bact,484.2,8,391.00000000000006
ItaDBact4,4,Italie,D,Bact,484.2,9,666.4666666666667
ItaDBact4,4,Italie,D,Bact,484.2,10,850.425
ItaDBact4,4,Italie,D,Bact,484.2,11,934.1333333333332
ItaDBact5,5,Italie,D,Bact,271.45454545454544,7,224.24545454545455
ItaDBact5,5,Italie,D,Bact,271.45454545454544,8,476.6454545454546
ItaDBact5,5,Italie,D,Bact,271.45454545454544,9,851.3232323232323
ItaDBact5,5,Italie,D,Bact,271.45454545454544,10,1176.8787878787878
ItaDBact5,5,Italie,D,Bact,271.45454545454544,11,NA
ItaDBact6,6,Italie,D,Bact,469.9,7,392.70000000000005
ItaDBact6,6,Italie,D,Bact,469.9,8,643.9
ItaDBact6,6,Italie,D,Bact,469.9,9,886.3857142857142
ItaDBact6,6,Italie,D,Bact,469.9,10,1120.1
ItaDBact6,6,Italie,D,Bact,469.9,11,NA
ItaDBact7,7,Italie,D,Bact,391.7,7,258.3
ItaDBact7,7,Italie,D,Bact,391.7,8,711.5999999999999
ItaDBact7,7,Italie,D,Bact,391.7,9,865.5222222222221
ItaDBact7,7,Italie,D,Bact,391.7,10,883.8999999999999
ItaDBact7,7,Italie,D,Bact,391.7,11,1451.3
ItaDBact8,8,Italie,D,Bact,406.8,7,243.90000000000003
ItaDBact8,8,Italie,D,Bact,406.8,8,625.5
ItaDBact8,8,Italie,D,Bact,406.8,9,1048.2
ItaDBact8,8,Italie,D,Bact,406.8,10,1159.3666666666668
ItaDBact8,8,Italie,D,Bact,406.8,11,1118.8666666666668
ItaDBact9,9,Italie,D,Bact,385.8,7,282.59999999999997
ItaDBact9,9,Italie,D,Bact,385.8,8,705.2
ItaDBact9,9,Italie,D,Bact,385.8,9,698.7
ItaDBact9,9,Italie,D,Bact,385.8,10,1094.3666666666668
ItaDBact9,9,Italie,D,Bact,385.8,11,1218.2
ItaDSte1,1,Italie,D,Ste,405.5,7,357.1
ItaDSte1,1,Italie,D,Ste,405.5,8,748.8
ItaDSte1,1,Italie,D,Ste,405.5,9,849.6111111111111
ItaDSte1,1,Italie,D,Ste,405.5,10,1199.3
ItaDSte1,1,Italie,D,Ste,405.5,11,1082.5
ItaDSte10,10,Italie,D,Ste,377.7,7,302.00000000000006
ItaDSte10,10,Italie,D,Ste,377.7,8,582.2
ItaDSte10,10,Italie,D,Ste,377.7,9,909.3999999999999
ItaDSte10,10,Italie,D,Ste,377.7,10,1066.7
ItaDSte10,10,Italie,D,Ste,377.7,11,1239.05
ItaDSte2,2,Italie,D,Ste,387.8,7,254.3
ItaDSte2,2,Italie,D,Ste,387.8,8,726.7
ItaDSte2,2,Italie,D,Ste,387.8,9,816.7
ItaDSte2,2,Italie,D,Ste,387.8,10,1029
ItaDSte2,2,Italie,D,Ste,387.8,11,998.2
ItaDSte3,3,Italie,D,Ste,396.7,7,304.90000000000003
ItaDSte3,3,Italie,D,Ste,396.7,8,705.0999999999999
ItaDSte3,3,Italie,D,Ste,396.7,9,862.7285714285713
ItaDSte3,3,Italie,D,Ste,396.7,10,849.3
ItaDSte3,3,Italie,D,Ste,396.7,11,-25.69999999999999
ItaDSte4,4,Italie,D,Ste,404.7,7,320.50000000000006
ItaDSte4,4,Italie,D,Ste,404.7,8,576
ItaDSte4,4,Italie,D,Ste,404.7,9,1069.9666666666667
ItaDSte4,4,Italie,D,Ste,404.7,10,1131.1
ItaDSte4,4,Italie,D,Ste,404.7,11,1210.3
ItaDSte5,5,Italie,D,Ste,187.8882509303562,7,280.4117490696438
ItaDSte5,5,Italie,D,Ste,187.8882509303562,8,666.6117490696438
ItaDSte5,5,Italie,D,Ste,187.8882509303562,9,870.6117490696438
ItaDSte5,5,Italie,D,Ste,187.8882509303562,10,1126.445082402977
ItaDSte5,5,Italie,D,Ste,187.8882509303562,11,1169.6117490696438
ItaDSte6,6,Italie,D,Ste,340.9,7,361.1
ItaDSte6,6,Italie,D,Ste,340.9,8,589.3000000000001
ItaDSte6,6,Italie,D,Ste,340.9,9,794.6555555555557
ItaDSte6,6,Italie,D,Ste,340.9,10,1132.5285714285715
ItaDSte6,6,Italie,D,Ste,340.9,11,1000.1
ItaDSte7,7,Italie,D,Ste,418.2,7,325.2
ItaDSte7,7,Italie,D,Ste,418.2,8,844.7
ItaDSte7,7,Italie,D,Ste,418.2,9,865.5142857142857
ItaDSte7,7,Italie,D,Ste,418.2,10,962.8
ItaDSte7,7,Italie,D,Ste,418.2,11,1090.8
ItaDSte8,8,Italie,D,Ste,307.8,7,195.2
ItaDSte8,8,Italie,D,Ste,307.8,8,468.09999999999997
ItaDSte8,8,Italie,D,Ste,307.8,9,680.5333333333333
ItaDSte8,8,Italie,D,Ste,307.8,10,813.95
ItaDSte8,8,Italie,D,Ste,307.8,11,680.2
ItaDSte9,9,Italie,D,Ste,305.1,7,197.67777777777775
ItaDSte9,9,Italie,D,Ste,305.1,8,550.9
ItaDSte9,9,Italie,D,Ste,305.1,9,843.15
ItaDSte9,9,Italie,D,Ste,305.1,10,1169.7571428571428
ItaDSte9,9,Italie,D,Ste,305.1,11,1405.9
ItaEBact1,1,Italie,E,Bact,403.1,7,199.39999999999998
ItaEBact1,1,Italie,E,Bact,403.1,8,409.69999999999993
ItaEBact1,1,Italie,E,Bact,403.1,9,502.19999999999993
ItaEBact1,1,Italie,E,Bact,403.1,10,685.7888888888889
ItaEBact1,1,Italie,E,Bact,403.1,11,264.65
ItaEBact10,10,Italie,E,Bact,290.7,7,116.60000000000002
ItaEBact10,10,Italie,E,Bact,290.7,8,299.90000000000003
ItaEBact10,10,Italie,E,Bact,290.7,9,480.2
ItaEBact10,10,Italie,E,Bact,290.7,10,699.3
ItaEBact10,10,Italie,E,Bact,290.7,11,831.1888888888889
ItaEBact2,2,Italie,E,Bact,455.6,7,168
ItaEBact2,2,Italie,E,Bact,455.6,8,423.19999999999993
ItaEBact2,2,Italie,E,Bact,455.6,9,521.6
ItaEBact2,2,Italie,E,Bact,455.6,10,676.4
ItaEBact2,2,Italie,E,Bact,455.6,11,885.6857142857142
ItaEBact3,3,Italie,E,Bact,480.7,7,210.8
ItaEBact3,3,Italie,E,Bact,480.7,8,424.50000000000006
ItaEBact3,3,Italie,E,Bact,480.7,9,496.6333333333334
ItaEBact3,3,Italie,E,Bact,480.7,10,633.3
ItaEBact3,3,Italie,E,Bact,480.7,11,829.6333333333332
ItaEBact4,4,Italie,E,Bact,439.4,7,185.39999999999998
ItaEBact4,4,Italie,E,Bact,439.4,8,413.4
ItaEBact4,4,Italie,E,Bact,439.4,9,518.9
ItaEBact4,4,Italie,E,Bact,439.4,10,710.1555555555557
ItaEBact4,4,Italie,E,Bact,439.4,11,697.475
ItaEBact5,5,Italie,E,Bact,321,7,129.8
ItaEBact5,5,Italie,E,Bact,321,8,302.6
ItaEBact5,5,Italie,E,Bact,321,9,531
ItaEBact5,5,Italie,E,Bact,321,10,663.4444444444445
ItaEBact5,5,Italie,E,Bact,321,11,790.375
ItaEBact6,6,Italie,E,Bact,332.3,7,174.59999999999997
ItaEBact6,6,Italie,E,Bact,332.3,8,309.59999999999997
ItaEBact6,6,Italie,E,Bact,332.3,9,589.9222222222222
ItaEBact6,6,Italie,E,Bact,332.3,10,787.95
ItaEBact6,6,Italie,E,Bact,332.3,11,994.1285714285714
ItaEBact7,7,Italie,E,Bact,408.2,7,170.00000000000006
ItaEBact7,7,Italie,E,Bact,408.2,8,370.8
ItaEBact7,7,Italie,E,Bact,408.2,9,573.8
ItaEBact7,7,Italie,E,Bact,408.2,10,741.2444444444443
ItaEBact7,7,Italie,E,Bact,408.2,11,761.8
ItaEBact8,8,Italie,E,Bact,405.4,7,160.30000000000007
ItaEBact8,8,Italie,E,Bact,405.4,8,377.30000000000007
ItaEBact8,8,Italie,E,Bact,405.4,9,560.7
ItaEBact8,8,Italie,E,Bact,405.4,10,735.7111111111111
ItaEBact8,8,Italie,E,Bact,405.4,11,883.1714285714287
ItaEBact9,9,Italie,E,Bact,295,7,79.5
ItaEBact9,9,Italie,E,Bact,295,8,269.6
ItaEBact9,9,Italie,E,Bact,295,9,336
ItaEBact9,9,Italie,E,Bact,295,10,581.6
ItaEBact9,9,Italie,E,Bact,295,11,688.4
ItaESte1,1,Italie,E,Ste,380.7,7,140.7
ItaESte1,1,Italie,E,Ste,380.7,8,403.7
ItaESte1,1,Italie,E,Ste,380.7,9,493.50000000000006
ItaESte1,1,Italie,E,Ste,380.7,10,713.05
ItaESte1,1,Italie,E,Ste,380.7,11,787.4666666666667
ItaESte10,10,Italie,E,Ste,325.5,7,75.10000000000002
ItaESte10,10,Italie,E,Ste,325.5,8,272.9
ItaESte10,10,Italie,E,Ste,325.5,9,602.1666666666666
ItaESte10,10,Italie,E,Ste,325.5,10,817.1666666666667
ItaESte10,10,Italie,E,Ste,325.5,11,861.5
ItaESte2,2,Italie,E,Ste,390.3,7,103.80000000000001
ItaESte2,2,Italie,E,Ste,390.3,8,318.3
ItaESte2,2,Italie,E,Ste,390.3,9,469.40000000000003
ItaESte2,2,Italie,E,Ste,390.3,10,701.2
ItaESte2,2,Italie,E,Ste,390.3,11,889.7
ItaESte3,3,Italie,E,Ste,466,7,193.39999999999998
ItaESte3,3,Italie,E,Ste,466,8,380.1
ItaESte3,3,Italie,E,Ste,466,9,466.77777777777783
ItaESte3,3,Italie,E,Ste,466,10,650.1111111111111
ItaESte3,3,Italie,E,Ste,466,11,698.1428571428571
ItaESte4,4,Italie,E,Ste,423.1,7,232.29999999999995
ItaESte4,4,Italie,E,Ste,423.1,8,374.19999999999993
ItaESte4,4,Italie,E,Ste,423.1,9,602.0111111111111
ItaESte4,4,Italie,E,Ste,423.1,10,729.2333333333332
ItaESte4,4,Italie,E,Ste,423.1,11,887.9
ItaESte5,5,Italie,E,Ste,353.1,7,139
ItaESte5,5,Italie,E,Ste,353.1,8,382.69999999999993
ItaESte5,5,Italie,E,Ste,353.1,9,554.1
ItaESte5,5,Italie,E,Ste,353.1,10,714.9
ItaESte5,5,Italie,E,Ste,353.1,11,818.1
ItaESte6,6,Italie,E,Ste,454.4,7,179.20000000000005
ItaESte6,6,Italie,E,Ste,454.4,8,352
ItaESte6,6,Italie,E,Ste,454.4,9,488.70000000000005
ItaESte6,6,Italie,E,Ste,454.4,10,687.1
ItaESte6,6,Italie,E,Ste,454.4,11,789.1
ItaESte7,7,Italie,E,Ste,379,7,121.10000000000002
ItaESte7,7,Italie,E,Ste,379,8,406.4
ItaESte7,7,Italie,E,Ste,379,9,469.9
ItaESte7,7,Italie,E,Ste,379,10,664.4000000000001
ItaESte7,7,Italie,E,Ste,379,11,736.5
ItaESte8,8,Italie,E,Ste,350,7,84
ItaESte8,8,Italie,E,Ste,350,8,282
ItaESte8,8,Italie,E,Ste,350,9,377.44444444444446
ItaESte8,8,Italie,E,Ste,350,10,538.2222222222222
ItaESte8,8,Italie,E,Ste,350,11,794.4444444444443
ItaESte9,9,Italie,E,Ste,342.5,7,121.94444444444446
ItaESte9,9,Italie,E,Ste,342.5,8,312.27777777777783
ItaESte9,9,Italie,E,Ste,342.5,9,390.7222222222222
ItaESte9,9,Italie,E,Ste,342.5,10,500.625
ItaESte9,9,Italie,E,Ste,342.5,11,722.375
ItaPBact1,1,Italie,P,Bact,373.1,7,303.4
ItaPBact1,1,Italie,P,Bact,373.1,8,551.1999999999999
ItaPBact1,1,Italie,P,Bact,373.1,9,831.3444444444443
ItaPBact1,1,Italie,P,Bact,373.1,10,1118.3285714285712
ItaPBact1,1,Italie,P,Bact,373.1,11,1374.65
ItaPBact10,10,Italie,P,Bact,420.7,7,253.90000000000003
ItaPBact10,10,Italie,P,Bact,420.7,8,611.0999999999999
ItaPBact10,10,Italie,P,Bact,420.7,9,862.05
ItaPBact10,10,Italie,P,Bact,420.7,10,1112.55
ItaPBact10,10,Italie,P,Bact,420.7,11,1072.3
ItaPBact2,2,Italie,P,Bact,413.4,7,240.80000000000007
ItaPBact2,2,Italie,P,Bact,413.4,8,684.1999999999999
ItaPBact2,2,Italie,P,Bact,413.4,9,777.725
ItaPBact2,2,Italie,P,Bact,413.4,10,1128.1
ItaPBact2,2,Italie,P,Bact,413.4,11,1174.9333333333334
ItaPBact3,3,Italie,P,Bact,399.2,7,324.8
ItaPBact3,3,Italie,P,Bact,399.2,8,706.0999999999999
ItaPBact3,3,Italie,P,Bact,399.2,9,900.3714285714286
ItaPBact3,3,Italie,P,Bact,399.2,10,1107.2
ItaPBact3,3,Italie,P,Bact,399.2,11,1412.8
ItaPBact4,4,Italie,P,Bact,482.9,7,367.6
ItaPBact4,4,Italie,P,Bact,482.9,8,677.8000000000001
ItaPBact4,4,Italie,P,Bact,482.9,9,728.1
ItaPBact4,4,Italie,P,Bact,482.9,10,1082.1
ItaPBact4,4,Italie,P,Bact,482.9,11,1275.1
ItaPBact5,5,Italie,P,Bact,422.8,7,286.7
ItaPBact5,5,Italie,P,Bact,422.8,8,553.0999999999999
ItaPBact5,5,Italie,P,Bact,422.8,9,678.7
ItaPBact5,5,Italie,P,Bact,422.8,10,1047.5333333333333
ItaPBact5,5,Italie,P,Bact,422.8,11,1071
ItaPBact6,6,Italie,P,Bact,422.5,7,315.20000000000005
ItaPBact6,6,Italie,P,Bact,422.5,8,602.9000000000001
ItaPBact6,6,Italie,P,Bact,422.5,9,867.0999999999999
ItaPBact6,6,Italie,P,Bact,422.5,10,1069.7
ItaPBact6,6,Italie,P,Bact,422.5,11,1175.5
ItaPBact7,7,Italie,P,Bact,314.9,7,221.39999999999998
ItaPBact7,7,Italie,P,Bact,314.9,8,662.9
ItaPBact7,7,Italie,P,Bact,314.9,9,896.1999999999999
ItaPBact7,7,Italie,P,Bact,314.9,10,1141.6555555555556
ItaPBact7,7,Italie,P,Bact,314.9,11,1354.6
ItaPBact8,8,Italie,P,Bact,397.5,7,247.10000000000002
ItaPBact8,8,Italie,P,Bact,397.5,8,590.4
