Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Acc,Times
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,9,291.1888888888889,9
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,11,364.4,11
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,14,558.5999999999999,14
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,16,581,16
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,18,582.8,18
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,2,79.20000000000005,2
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,4,167.20000000000005,4
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,7,202.89999999999998,7
21-Can1LevSte-B1,B1,Lev,Ste,Can,5440,10,544,Ste Lev,9,324.9,9
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,11,491.09999999999997,11
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,14,569.8999999999999,14
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,16,647.8,16
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,18,758.6333333333332,18
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,2,34.80000000000001,2
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,4,101.69999999999999,4
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,7,264.09999999999997,7
21-Can2ConSte-B2,B2,Con,Ste,Can,4757,10,475.7,Ste Con,9,275.09999999999997,9
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,11,399.29999999999995,11
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,14,483.1,14
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,16,503.9,16
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,18,533.6999999999999,18
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,2,64.60000000000002,2
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,4,132.69999999999993,4
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,7,176.60000000000002,7
21-Can5BacSte-B5,B5,Bac,Ste,Can,4841,10,484.1,Ste Bac,9,307.4,9
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,11,468.5,11
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,14,663.1666666666667,14
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,16,714.0555555555557,16
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,18,690.0555555555557,18
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,2,79,2
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,4,164.6111111111111,4
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,7,207.83333333333337,7
21-Can6LevSte-B6,B6,Lev,Ste,Can,5615,10,561.5,Ste Lev,9,356.16666666666663,9
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,11,419.7,11
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,14,506.7,14
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,16,498.59999999999997,16
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,18,542.3,18
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,2,94.59999999999997,2
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,4,132.90000000000003,4
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,7,128.3,7
21-Can7ConSte-B7,B7,Con,Ste,Can,4332,10,433.2,Ste Con,9,351.3,9
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,11,281.3111111111111,11
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,14,420.75555555555553,14
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,16,379.575,16
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,18,379.825,18
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,2,93.40000000000003,2
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,4,131.09999999999997,4
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,7,197.86666666666662,7
21-Can9BacSer-B9,B9,Bac,Ser,Can,4258,10,425.8,Ser Bac,9,239.31111111111107,9
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,11,541.5,11
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,14,680,14
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,16,703.2,16
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,18,654.6888888888889,18
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,2,91.69999999999993,2
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,4,171.29999999999995,4
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,7,285.5999999999999,7
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,5142,10,514.2,Ste Lev,9,338,9
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,11,557.8000000000001,11
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,14,744.3000000000001,14
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,16,745.4999999999999,16
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,18,729.9,18
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,2,80.19999999999993,2
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,4,217.69999999999993,4
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,7,298.79999999999995,7
21-Gre4LevNon-B4,B4,Lev,Non,Gre,6446,10,644.6,Non Lev,9,439.9999999999999,9
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,11,301.4,11
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,14,480.37777777777785,14
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,16,609.4888888888889,16
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,18,615.4888888888889,18
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,2,81.80000000000007,2
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,4,104.80000000000007,4
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,7,161.5,7
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,5004,10,500.4,Ser Lev,9,257,9
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,11,523.5222222222221,11
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,14,645.9666666666667,14
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,16,725.1888888888889,16
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,18,675.175,18
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,2,64.79999999999995,2
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,4,162.89999999999998,4
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,7,242.5999999999999,7
21-Ita3ConSte-B3,B3,Con,Ste,Ita,5997,10,599.7,Ste Con,9,395.5,9
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,11,380.3666666666666,11
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,14,486.7,14
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,16,463.7,16
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,18,451.325,18
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,2,100.25555555555553,2
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,4,152.14444444444445,4
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,7,223.03333333333336,7
22-Can1BacSer-B1,B1,Bac,Ser,Can,4963,10,496.3,Ser Bac,9,332.7,9
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,11,270.7,11
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,14,281.4777777777778,14
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,16,431.5888888888889,16
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,18,336.95,18
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,2,57.19999999999999,2
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,4,56.400000000000034,4
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,7,202.36666666666662,7
22-Can4BacSer-B4,B4,Bac,Ser,Can,4603,10,460.3,Ser Bac,9,208.7,9
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,11,357,11
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,14,639.3,14
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,16,671.2,16
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,18,733.0555555555557,18
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,2,83.29999999999995,2
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,4,152.39999999999998,4
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,7,245.39999999999998,7
22-Can9LevSte-B9,B9,Lev,Ste,Can,4435,10,443.5,Ste Lev,9,291.4,9
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,11,437.69999999999993,11
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,14,574.1,14
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,16,606.1,16
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,18,604.5000000000001,18
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,2,116.89999999999998,2
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,4,228.70000000000005,4
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,7,223.70000000000005,7
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,5949,10,594.9,Ser Bac,9,313.20000000000005,9
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,11,270.1,11
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,14,324.1,14
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,16,388.76666666666665,16
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,18,371.5444444444445,18
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,2,58.700000000000045,2
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,4,107.70000000000005,4
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,7,133,7
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,5659,10,565.9,Ser Lev,9,208,9
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,11,596.7,11
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,14,681,14
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,16,720.4444444444443,16
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,18,672.125,18
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,2,64.20000000000005,2
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,4,169.79999999999995,4
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,7,288.6,7
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,6380,10,638,Ste Lev,9,425,9
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,11,358.53333333333336,11
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,14,638.45,14
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,16,717.2,16
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,18,740.7,18
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,2,13.399999999999977,2
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,4,25.53333333333336,4
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,7,192.86666666666662,7
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4888,10,488.8,Ser Con,9,280.3111111111111,9
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,11,337.6285714285715,11
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,14,540.3428571428572,14
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,16,508.48571428571427,16
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,18,643.2,18
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,2,51.200000000000045,2
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,4,77.90000000000009,4
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,7,150.34285714285716,7
22-Ita6ConSer-B6,B6,Con,Ser,Ita,5988,10,598.8,Ser Con,9,236.48571428571438,9
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,11,384.19999999999993,11
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,14,525.4,14
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,16,524.4,16
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,18,528.1,18
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,2,105.79999999999995,2
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,4,190.60000000000002,4
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,7,168.69999999999993,7
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4981,10,498.1,Ser Con,9,300.29999999999995,9
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,11,389.77777777777783,11
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,14,590.4444444444443,14
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,16,642.5,16
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,18,614.4285714285713,18
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,2,70.29999999999995,2
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,4,149.5,4
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,7,248.20000000000005,7
22-Ita8ConSte-B8,B8,Con,Ste,Ita,6660,10,666,Ste Con,9,342.9,9
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,11,334.69999999999993,11
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,14,436.6,14
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,16,474,16
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,18,479.6,18
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,2,58.69999999999999,2
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,4,109.09999999999997,4
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,7,165.79999999999995,7
23-Can10ConSer-B10,B10,Con,Ser,Can,3981,10,398.1,Ser Con,9,225.10000000000002,9
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,11,379.61428571428564,11
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,14,426.0428571428571,14
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,16,430.3285714285714,16
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,18,437.3285714285714,18
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,2,77.23333333333335,2
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,4,154.02499999999998,4
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,7,153.75714285714287,7
23-Can2BacSer-B2,B2,Bac,Ser,Can,4731,10,473.1,Ser Bac,9,301.9,9
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,11,219.3,11
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,14,432.7,14
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,16,521.1444444444444,16
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,18,467.5888888888889,18
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,2,59.5,2
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,4,115.40000000000003,4
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,7,162.3,7
23-Can7ConSer-B7,B7,Con,Ser,Can,4083,10,408.3,Ser Con,9,164.3,9
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,11,273.7888888888889,11
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,14,379.23333333333335,14
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,16,379.9,16
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,18,369.23333333333335,18
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,2,59.60000000000002,2
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,4,107,4
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,7,134.5,7
23-Can8ConSte-B8,B8,Con,Ste,Can,4711,10,471.1,Ste Con,9,245.45555555555552,9
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,11,342.1,11
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,14,508.10000000000014,14
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,16,518.8,16
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,18,508,18
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,2,58.700000000000045,2
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,4,124.5,4
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,7,184.9000000000001,7
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,5478,10,547.8,Ser Bac,9,258.20000000000005,9
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,11,199.14999999999998,11
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,14,316.275,14
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,16,359.15,16
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,18,439.1857142857143,18
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,2,14.699999999999932,2
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,4,61.89999999999998,4
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,7,118.69999999999993,7
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,5641,10,564.1,Ser Bac,9,138.34444444444443,9
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,11,140.12222222222215,11
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,14,375.15,14
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,16,355.9,16
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,18,343.15,18
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,2,45.10000000000002,2
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,4,57.799999999999955,4
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,7,94.10000000000002,7
23-Gre6ConSer-B6,B6,Con,Ser,Gre,5071,10,507.1,Ser Con,9,105.79999999999995,9
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,11,599.025,11
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,14,821.775,14
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,16,802.4,16
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,18,757.1857142857142,18
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,2,150.45555555555552,2
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,4,287.5666666666666,4
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,7,341.01111111111106,7
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,5641,10,564.1,Ste Lev,9,494.525,9
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,11,328.5,11
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,14,501.70000000000005,14
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,16,516.9444444444443,16
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,18,485.5,18
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,2,46.60000000000002,2
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,4,122.10000000000002,4
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,7,172.20000000000005,7
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,6345,10,634.5,Ser Lev,9,227.79999999999995,9
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,11,546.2,11
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,14,726.1000000000001,14
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,16,732.6444444444444,16
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,18,697.9777777777779,18
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,2,77.90000000000009,2
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,4,176.5,4
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,7,280.80000000000007,7
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7388,10,738.8,Ste Lev,9,342.20000000000005,9
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,11,411.75,11
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,14,636.5,14
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,16,656.625,16
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,18,623.25,18
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,2,43.10000000000002,2
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,4,120.5,4
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,7,140.72222222222217,7
24-Can3LevSer-B3,B3,Lev,Ser,Can,5515,10,551.5,Ser Lev,9,215.38888888888891,9
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,11,629.0999999999999,11
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,14,695.3999999999999,14
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,16,691.8999999999999,16
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,18,675.3,18
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,2,175.59999999999997,2
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,4,306.8,4
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,7,276.90000000000003,7
24-Can5LevSte-B5,B5,Lev,Ste,Can,4762,10,476.2,Ste Lev,9,499.7,9
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,11,318.9,11
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,14,485.775,14
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,16,537.775,16
