Identity,Bloc,Trt,Wound,Strain,group,Time,Mort_Acc,Times
8-Can5ConNon-B5,B5,Con,Non,Can,Can Non,18,0,18
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,0,0,0
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,2,0,2
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,4,0,4
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,7,0,7
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,9,0,9
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,11,0,11
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,14,0,14
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,16,0,16
9-Gre5ConNon-B5,B5,Con,Non,Gre,Gre Non,18,0,18
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,0,0,0
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,2,0,2
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,4,0,4
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,7,0,7
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,9,0,9
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,11,0,11
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,14,0,14
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,16,0,16
10-Gre5ConSte-B5,B5,Con,Ste,Gre,Gre Ste,18,0,18
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,0,0,0
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,2,0,2
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,4,0,4
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,7,0,7
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,9,0,9
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,11,0,11
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,14,0,14
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,16,0,16
11-Ita5ConSte-B5,B5,Con,Ste,Ita,Ita Ste,18,0,18
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,0,0,0
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,2,0,2
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,4,0,4
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,7,0,7
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,9,0,9
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,11,0,11
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,14,0,14
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,16,0,16
12-Can5ConSte-B5,B5,Con,Ste,Can,Can Ste,18,0,18
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,0,0,0
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,2,1,2
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,4,1,4
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,7,1,7
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,9,1,9
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,11,1,11
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,14,1,14
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,16,1,16
13-Gre5LevNon-B5,B5,Lev,Non,Gre,Gre Non,18,1,18
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,0,0,0
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,2,0,2
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,4,0,4
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,7,0,7
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,9,0,9
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,11,0,11
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,14,0,14
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,16,0,16
14-Ita5LevNon-B5,B5,Lev,Non,Ita,Ita Non,18,0,18
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,0,0,0
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,2,0,2
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,4,1,4
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,7,1,7
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,9,1,9
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,11,1,11
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,14,1,14
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,16,1,16
15-Can5LevNon-B5,B5,Lev,Non,Can,Can Non,18,1,18
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,0,0,0
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,2,0,2
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,4,0,4
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,7,0,7
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,9,0,9
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,11,0,11
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,14,0,14
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,16,0,16
16-Can5BacNon-B5,B5,Bac,Non,Can,Can Non,18,0,18
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,0,0,0
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,2,0,2
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,4,0,4
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,7,0,7
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,9,0,9
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,11,0,11
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,14,0,14
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,16,0,16
17-Ita5BacNon-B5,B5,Bac,Non,Ita,Ita Non,18,0,18
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,0,0,0
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,2,0,2
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,4,0,4
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,7,0,7
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,9,0,9
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,11,1,11
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,14,1,14
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,16,1,16
18-Gre5BacNon-B5,B5,Bac,Non,Gre,Gre Non,18,1,18
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,0,0,0
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,2,0,2
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,4,0,4
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,7,0,7
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,9,0,9
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,11,0,11
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,14,0,14
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,16,0,16
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,Ita Ste,18,0,18
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,0,0,0
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,2,0,2
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,4,0,4
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,7,0,7
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,9,0,9
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,11,0,11
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,14,0,14
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,16,0,16
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,Gre Ste,18,1,18
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,0,0,0
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,2,0,2
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,4,0,4
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,7,0,7
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,9,0,9
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,11,0,11
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,14,0,14
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,16,0,16
21-Can5BacSte-B5,B5,Bac,Ste,Can,Can Ste,18,0,18
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,0,0,0
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,2,0,2
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,4,0,4
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,7,0,7
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,9,0,9
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,11,0,11
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,14,0,14
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,16,0,16
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,Gre Ste,18,0,18
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,0,0,0
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,2,0,2
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,4,0,4
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,7,0,7
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,9,0,9
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,11,0,11
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,14,0,14
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,16,0,16
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,Ita Ste,18,0,18
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,0,0,0
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,2,0,2
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,4,0,4
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,7,0,7
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,9,0,9
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,11,0,11
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,14,0,14
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,16,0,16
24-Can5LevSte-B5,B5,Lev,Ste,Can,Can Ste,18,0,18
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,0,0,0
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,2,0,2
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,4,0,4
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,7,0,7
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,9,0,9
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,11,1,11
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,14,1,14
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,16,1,16
25-Ita5ConSer-B5,B5,Con,Ser,Ita,Ita Ser,18,1,18
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,0,0,0
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,2,1,2
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,4,3,4
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,7,3,7
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,9,3,9
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,11,4,11
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,14,4,14
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,16,4,16
26-Can5ConSer-B5,B5,Con,Ser,Can,Can Ser,18,5,18
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,0,0,0
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,2,0,2
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,4,0,4
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,7,0,7
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,9,0,9
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,11,1,11
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,14,1,14
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,16,1,16
27-Gre5ConSer-B5,B5,Con,Ser,Gre,Gre Ser,18,1,18
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,0,0,0
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,2,0,2
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,4,0,4
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,7,0,7
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,9,0,9
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,11,0,11
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,14,0,14
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,16,0,16
1-Ita6ConNon-B6,B6,Con,Non,Ita,Ita Non,18,0,18
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,0,0,0
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,2,0,2
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,4,0,4
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,7,0,7
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,9,0,9
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,11,0,11
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,14,0,14
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,16,0,16
2-Gre6ConNon-B6,B6,Con,Non,Gre,Gre Non,18,0,18
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,0,0,0
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,2,1,2
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,4,1,4
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,7,1,7
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,9,1,9
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,11,1,11
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,14,1,14
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,16,1,16
3-Can6ConNon-B6,B6,Con,Non,Can,Can Non,18,1,18
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,0,0,0
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,2,1,2
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,4,2,4
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,7,2,7
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,9,3,9
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,11,3,11
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,14,3,14
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,16,3,16
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,Ita Ser,18,3,18
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,0,0,0
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,2,0,2
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,4,0,4
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,7,1,7
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,9,1,9
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,11,1,11
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,14,1,14
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,16,1,16
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,Gre Ser,18,1,18
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,0,0,0
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,2,0,2
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,4,0,4
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,7,1,7
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,9,1,9
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,11,1,11
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,14,2,14
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,16,2,16
6-Can6BacSer-B6,B6,Bac,Ser,Can,Can Ser,18,2,18
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,0,0,0
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,2,0,2
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,4,0,4
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,7,1,7
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,9,1,9
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,11,1,11
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,14,1,14
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,16,1,16
7-Can6ConSte-B6,B6,Con,Ste,Can,Can Ste,18,1,18
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,0,0,0
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,2,0,2
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,4,0,4
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,7,0,7
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,9,1,9
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,11,1,11
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,14,1,14
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,16,2,16
8-Ita6ConSte-B6,B6,Con,Ste,Ita,Ita Ste,18,2,18
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,0,0,0
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,2,0,2
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,4,0,4
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,7,0,7
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,9,0,9
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,11,0,11
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,14,0,14
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,16,0,16
9-Gre6ConSte-B6,B6,Con,Ste,Gre,Gre Ste,18,0,18
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,0,0,0
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,2,0,2
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,4,0,4
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,7,0,7
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,9,0,9
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,11,0,11
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,14,0,14
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,16,0,16
10-Can6BacSte-B6,B6,Bac,Ste,Can,Can Ste,18,0,18
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,0,0,0
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,2,0,2
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,4,1,4
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,7,2,7
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,9,2,9
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,11,2,11
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,14,2,14
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,16,2,16
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,Ita Ste,18,2,18
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,0,0,0
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,2,0,2
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,4,0,4
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,7,0,7
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,9,0,9
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,11,0,11
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,14,0,14
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,16,1,16
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,Gre Ste,18,1,18
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,0,0,0
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,2,0,2
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,4,0,4
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,7,0,7
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,9,0,9
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,11,0,11
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,14,1,14
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,16,1,16
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,Ita Ser,18,1,18
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,0,0,0
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,2,0,2
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,4,1,4
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,7,1,7
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,9,1,9
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,11,1,11
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,14,1,14
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,16,2,16
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,Gre Ser,18,2,18
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,0,0,0
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,2,0,2
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,4,1,4
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,7,1,7
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,9,1,9
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,11,1,11
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,14,1,14
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,16,1,16
15-Can6LevSer-B6,B6,Lev,Ser,Can,Can Ser,18,1,18
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,0,0,0
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,2,0,2
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,4,0,4
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,7,0,7
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,9,0,9
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,11,0,11
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,14,0,14
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,16,0,16
16-Can6BacNon-B6,B6,Bac,Non,Can,Can Non,18,0,18
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,0,0,0
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,2,0,2
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,4,0,4
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,7,0,7
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,9,0,9
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,11,0,11
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,14,0,14
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,16,0,16
17-Ita6BacNon-B6,B6,Bac,Non,Ita,Ita Non,18,0,18
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,0,0,0
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,2,0,2
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,4,0,4
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,7,0,7
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,9,0,9
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,11,0,11
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,14,0,14
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,16,0,16
18-Gre6BacNon-B6,B6,Bac,Non,Gre,Gre Non,18,0,18
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,0,0,0
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,2,0,2
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,4,0,4
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,7,0,7
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,9,0,9
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,11,0,11
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,14,0,14
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,16,0,16
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,Ita Ste,18,0,18
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,0,0,0
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,2,0,2
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,4,0,4
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,7,0,7
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,Gre Ste,9,0,9
