Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Rate,Times
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,14,48.03703703703703,14
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,16,54.65972222222223,16
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,18,5.5625,18
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,2,13.933333333333337,2
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,4,48.25,4
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,7,13.148148148148152,7
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,9,50.111111111111086,9
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,11,39.599999999999966,11
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,14,131.2555555555556,14
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,16,-15.277777777777828,16
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,18,-12.777777777777715,18
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,2,21.533333333333342,2
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,4,93.10000000000002,4
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,7,1.7666666666666515,7
15-Can8LevSte-B8,B8,Lev,Ste,Can,5343,10,534.3,Ste Lev,9,36.650000000000034,9
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,11,19.055555555555543,11
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,14,41.85185185185185,14
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,16,39.611111111111086,16
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,18,-7.472222222222172,18
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,2,32.26666666666665,2
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,4,47.05000000000001,4
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,7,-4.2333333333333485,7
15-Can9ConSte-B9,B9,Con,Ste,Can,4316,10,431.6,Ste Con,9,127.3777777777778,9
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,11,55.16666666666663,11
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,14,88.92592592592594,14
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,16,24.944444444444457,16
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,18,-1,18
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,2,-2.4666666666666592,2
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,4,37.33333333333334,4
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,7,56.074074074074076,7
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4134,10,413.4,Ste Bac,9,1.444444444444457,9
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,11,116.65000000000003,11
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,14,37.933333333333316,14
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,16,-8.850000000000023,16
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,18,-20.100000000000023,18
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,2,43.53333333333334,2
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,4,32.75,4
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,7,9.266666666666652,7
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,6899,10,689.9,Ste Lev,9,25.650000000000034,9
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,11,33,11
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,14,78.26666666666665,14
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,16,23.799999999999955,16
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,18,17.75,18
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,2,11.766666666666671,2
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,4,42.30000000000001,4
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,7,37.633333333333326,7
15-Ita4ConSte-B4,B4,Con,Ste,Ita,5093,10,509.3,Ste Con,9,79.30000000000001,9
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,11,51.25,11
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,14,66.80000000000003,14
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,16,-1.150000000000091,16
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,18,7.850000000000023,18
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,2,29.366666666666674,2
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,4,48.85000000000002,4
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,7,8.899999999999977,7
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4724,10,472.4,Ste Bac,9,43.30000000000001,9
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,11,29.25,11
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,14,58.166666666666664,14
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,16,59.50000000000006,16
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,18,13.25,18
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,2,12.066666666666663,2
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,4,17.75,4
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,7,60.033333333333324,7
16-Can5BacNon-B5,B5,Bac,Non,Can,3935,10,393.5,Non Bac,9,56.80000000000001,9
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,11,50.69999999999999,11
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,14,100.09999999999998,14
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,16,1.2000000000000455,16
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,18,-6.75,18
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,2,21.73333333333335,2
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,4,61.69999999999999,4
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,7,36.29999999999999,7
16-Can6BacNon-B6,B6,Bac,Non,Can,5000,10,500,Non Bac,9,18.44999999999999,9
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,11,42.35000000000002,11
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,14,78.40000000000002,14
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,16,-3.3999999999999773,16
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,18,11.299999999999955,18
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,2,34.86666666666665,2
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,4,61.55000000000001,4
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,7,29.43333333333332,7
16-Can8BacNon-B8,B8,Bac,Non,Can,4138,10,413.8,Non Bac,9,52,9
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,11,8.25,11
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,14,104.20000000000005,14
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,16,24.799999999999955,16
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,18,-9.049999999999955,18
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,2,20.23333333333333,2
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,4,17.25,4
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,7,56.73333333333335,7
16-Can9LevNon-B9,B9,Lev,Non,Can,4868,10,486.8,Non Lev,9,55.299999999999955,9
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,11,56.05555555555554,11
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,14,36.98148148148149,14
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,16,-9.6875,16
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,18,-1.6875,18
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,2,25.866666666666674,2
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,4,51.611111111111086,4
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,7,0.7777777777777904,7
16-Gre2ConSer-B2,B2,Con,Ser,Gre,5234,10,523.4,Ser Con,9,44.94444444444446,9
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,11,47.55000000000001,11
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,14,114.69999999999997,14
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,16,-0.8999999999999773,16
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,18,-3.1000000000000227,18
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,2,27.73333333333331,2
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,4,69.40000000000003,4
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,7,22.599999999999984,7
16-Gre7ConNon-B7,B7,Con,Non,Gre,5201,10,520.1,Non Con,9,40.35000000000002,9
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,11,74.35000000000002,11
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,14,40.89999999999998,14
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,16,19.25,16
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,18,-6.649999999999977,18
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,2,50.855555555555554,2
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,4,49.900000000000034,4
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,7,29.133333333333326,7
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4116,9,457.3333333333333,Non Bac,9,36.39999999999998,9
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,11,29.350000000000023,11
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,14,76.93333333333332,14
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,16,-1.761111111111063,16
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,18,-12.666666666666742,18
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,2,22.033333333333342,2
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,4,61.44999999999999,4
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,7,53.70000000000001,7
16-Ita1ConSte-B1,B1,Con,Ste,Ita,5776,10,577.6,Ste Con,9,18.549999999999955,9
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,11,72.04999999999995,11
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,14,28.06666666666668,14
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,16,67.39999999999998,16
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,18,-27.199999999999932,18
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,2,39.333333333333336,2
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,4,49.69999999999999,4
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,7,14.200000000000008,7
16-Ita3BacNon-B3,B3,Bac,Non,Ita,5241,10,524.1,Non Bac,9,75.55000000000001,9
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,11,8.222222222222229,11
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,14,83.74074074074072,14
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,16,-11.333333333333371,16
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,18,52.45833333333337,18
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,2,-9.299999999999992,2
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,4,22.850000000000023,4
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,7,17.133333333333326,7
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,6979,10,697.9,Ser Lev,9,85.11666666666667,9
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,11,54.75,11
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,14,47.40000000000001,14
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,16,18.5,16
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,18,1.4500000000000455,18
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,2,48.590909090909086,2
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,4,29.44999999999999,4
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,7,32.76666666666669,7
17-Can10BacNon-B10,B10,Bac,Non,Can,4243,11,385.72727272727275,Non Bac,9,51.049999999999955,9
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,11,19.94999999999999,11
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,14,93.39999999999998,14
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,16,15.649999999999977,16
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,18,-27.049999999999955,18
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,2,24.799999999999994,2
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,4,61.19999999999999,4
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,7,37.23333333333335,7
17-Can1ConSte-B1,B1,Con,Ste,Can,5395,10,539.5,Ste Con,9,19.100000000000023,9
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,11,21.75,11
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,14,29.93333333333332,14
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,16,66.25,16
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,18,1.3000000000000682,18
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,2,29,2
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,4,24.600000000000023,4
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,7,23.133333333333326,7
17-Can3BacNon-B3,B3,Bac,Non,Can,4775,10,477.5,Non Bac,9,115.94999999999999,9
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,11,24.849999999999966,11
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,14,116.50000000000004,14
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,16,20.149999999999977,16
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,18,-12.450000000000045,18
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,2,32.4,2
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,4,55.80000000000001,4
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,7,37.26666666666665,7
17-Can7ConNon-B7,B7,Con,Non,Can,5028,10,502.8,Non Con,9,3.650000000000034,9
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,11,25,11
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,14,28.94907407407406,14
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,16,42.758928571428555,16
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,18,-3.071428571428555,18
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,2,22.099999999999984,2
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,4,41.80000000000001,4
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,7,43.916666666666664,7
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,5691,10,569.1,Ser Lev,9,4.013888888888914,9
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,11,52.222222222222285,11
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,14,46.296296296296305,14
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,16,52.22222222222217,16
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,18,23.72222222222217,18
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,2,65.81111111111113,2
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,4,26.16666666666663,4
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,7,16.629629629629637,7
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4789,10,478.9,Non Bac,9,79.83333333333331,9
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,11,34.049999999999955,11
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,14,84.66666666666667,14
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,16,35.799999999999955,16
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,18,-25.84999999999991,18
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,2,32.69999999999997,2
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,4,41.85000000000002,4
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,7,39.333333333333336,7
17-Gre9LevNon-B9,B9,Lev,Non,Gre,6532,10,653.2,Non Lev,9,66.95000000000005,9
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,11,63.22222222222223,11
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,14,67.78703703703702,14
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,16,-7.5625,16
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,18,-12.348214285714334,18
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,2,30.166666666666668,2
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,4,51.888888888888914,4
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,7,10.111111111111086,7
17-Ita2ConSer-B2,B2,Con,Ser,Ita,5945,10,594.5,Ser Con,9,59.666666666666686,9
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,11,72.20000000000005,11
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,14,63.86666666666664,14
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,16,10.100000000000023,16
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,18,-6.2000000000000455,18
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,2,17.333333333333332,2
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,4,69.10000000000002,4
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,7,38.46666666666666,7
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4979,10,497.9,Non Bac,9,46.64999999999998,9
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,11,30.55000000000001,11
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,14,103.49999999999996,14
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,16,-0.25,16
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,18,-0.7999999999999545,18
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,2,29.30000000000001,2
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,4,62.69999999999999,4
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,7,38.59999999999999,7
17-Ita6BacNon-B6,B6,Bac,Non,Ita,5118,10,511.8,Non Bac,9,45.30000000000001,9
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,11,37.27777777777777,11
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,14,29.370370370370363,14
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,16,25.611111111111086,16
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,18,13,18
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,2,10.53333333333334,2
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,4,32.25,4
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,7,11.666666666666666,7
18-Can2ConSer-B2,B2,Con,Ser,Can,5079,10,507.9,Ser Con,9,105.66666666666669,9
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,11,10.166666666666686,11
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,14,28.18518518518518,14
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,16,19,16
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,18,-44.86805555555554,18
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,2,5.966666666666659,2
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,4,3.8000000000000114,4
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,7,48.55925925925927,7
18-Can4LevSer-B4,B4,Lev,Ser,Can,4606,10,460.6,Ser Lev,9,20.22222222222217,9
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,11,72.61111111111114,11
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,14,28.81481481481482,14
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,16,21.944444444444457,16
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,18,23.944444444444457,18
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,2,37.133333333333326,2
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,4,73.05555555555554,4
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,7,-4.777777777777753,7
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4326,10,432.6,Non Bac,9,97.72222222222217,9
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,11,41.55000000000001,11
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,14,100.53333333333335,14
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,16,27.25,16
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,18,-0.75,18
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,2,36.20000000000001,2
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,4,61.39999999999998,4
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,7,21.333333333333332,7
18-Gre1ConSte-B1,B1,Con,Ste,Gre,5220,10,522,Ste Con,9,42.69999999999999,9
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,11,63.75,11
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,14,38.333333333333336,14
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,16,53.10000000000002,16
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,18,3.9375,18
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,2,45.333333333333336,2
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,4,101.25,4
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,7,14.133333333333326,7
18-Gre3BacNon-B3,B3,Bac,Non,Gre,6300,10,630,Non Bac,9,49.19999999999999,9
18-Gre5BacNon-B5,B5,Bac,Non,Gre,5015,10,501.5,Non Bac,11,70.91666666666663,11
