Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Rate,Times
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,16,34.55000000000007,16
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,18,-21.50555555555559,18
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,2,27.833333333333314,2
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,4,14.550000000000011,4
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,7,28.866666666666674,7
12-Can3BacSer-B3,B3,Bac,Ser,Can,4748,10,474.8,Ser Bac,9,34.5,9
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,11,59.25,11
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,14,47.26666666666665,14
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,16,35.14999999999998,16
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,18,-0.8999999999999773,18
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,2,11.300000000000011,2
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,4,39.55000000000001,4
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,7,43.79999999999999,7
12-Can5ConSte-B5,B5,Con,Ste,Can,4157,10,415.7,Ste Con,9,29.30000000000001,9
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,11,49,11
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,14,17.533333333333342,14
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,16,61.622222222222206,16
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,18,-7.555555555555543,18
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,2,23.666666666666647,2
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,4,33.80000000000001,4
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,7,0.43333333333335605,7
12-Can8BacSer-B8,B8,Bac,Ser,Can,4973,10,497.3,Ser Bac,9,29.19999999999999,9
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,11,52.05000000000001,11
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,14,48.96666666666662,14
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,16,9.450000000000045,16
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,18,16.5,18
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,2,33.26666666666669,2
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,4,74.5,4
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,7,13.266666666666652,7
12-Can9BacNon-B9,B9,Bac,Non,Can,4479,10,447.9,Non Bac,9,92.80000000000001,9
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,11,90.85000000000002,11
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,14,58.73333333333335,14
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,16,-1.7000000000000455,16
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,18,5.350000000000023,18
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,2,58.066666666666684,2
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,4,80.19999999999999,4
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,7,10.766666666666652,7
12-Gre10ConNon-B10,B10,Con,Non,Gre,4135,10,413.5,Non Con,9,49.30000000000001,9
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,11,53.94999999999993,11
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,14,103.5,14
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,16,52.87777777777785,16
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,18,-33.6111111111112,18
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,2,44.46666666666666,2
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,4,89.10000000000002,4
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,7,32.26666666666665,7
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,6499,10,649.9,Ste Bac,9,30.550000000000068,9
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,11,31.650000000000034,11
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,14,60.03333333333334,14
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,16,19.100000000000023,16
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,18,61.1055555555555,18
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,2,26.30000000000001,2
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,4,28.149999999999977,4
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,7,31.23333333333335,7
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4832,10,483.2,Ste Lev,9,34.099999999999966,9
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,11,60.00000000000006,11
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,14,41.740740740740726,14
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,16,-32.951388888888914,16
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,18,-16.875,18
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,2,18.533333333333342,2
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,4,48,4
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,7,18.56666666666668,7
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7033,10,703.3,Ser Lev,9,29.97777777777776,9
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,11,30.350000000000023,11
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,14,62.40000000000001,14
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,16,-2.172222222222217,16
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,18,-18.77777777777783,18
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,2,51.166666666666664,2
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,4,45.25,4
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,7,19.56666666666668,7
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,5998,10,599.8,Ste Lev,9,45.75,9
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,11,77,11
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,14,12.333333333333334,14
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,16,-5,16
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,18,6,18
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,2,42.73333333333333,2
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,4,43.39999999999998,4
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,7,2.566666666666682,7
13-Can10BacSte-B10,B10,Bac,Ste,Can,3963,10,396.3,Ste Bac,9,54.80000000000001,9
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,11,37.44999999999999,11
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,14,79.76666666666665,14
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,16,14.300000000000068,16
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,18,-26.450000000000045,18
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,2,36.56666666666666,2
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,4,55.89999999999998,4
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,7,34.76666666666669,7
13-Can4ConSte-B4,B4,Con,Ste,Can,4718,10,471.8,Ste Con,9,12.5,9
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,11,50.72222222222223,11
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,14,42.81481481481478,14
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,16,42.222222222222285,16
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,18,-6.388888888888914,18
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,2,35.003703703703685,2
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,4,45.888888888888914,4
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,7,11.592592592592572,7
13-Can7BacSte-B7,B7,Bac,Ste,Can,4471,10,447.1,Ste Bac,9,47.33333333333337,9
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,11,52.60000000000002,11
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,14,47.19999999999997,14
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,16,83.125,16
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,18,9.6875,18
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,2,41.73333333333335,2
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,4,50.64999999999998,4
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,7,38.666666666666664,7
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,6100,10,610,Ste Bac,9,43.60000000000002,9
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,11,70.99999999999994,11
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,14,90.39259259259264,14
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,16,0.8888888888889142,16
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,18,-16.33333333333337,18
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,2,38.066666666666684,2
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,4,58.5,4
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,7,2.066666666666644,7
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,5975,10,597.5,Ste Lev,9,50.85000000000002,9
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,11,75.44444444444446,11
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,14,42.85185185185181,14
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,16,38.611111111111086,16
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,18,-5.604166666666629,18
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,2,39.09259259259261,2
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,4,59.5,4
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,7,49.703703703703695,7
13-Gre5LevNon-B5,B5,Lev,Non,Gre,5535,10,553.5,Non Lev,9,81.88888888888891,9
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,11,26.055555555555543,11
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,14,89.63888888888891,14
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,16,-19.053571428571445,16
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,18,-4.214285714285666,18
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,2,22.066666666666645,2
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,4,53.77222222222224,4
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,7,54.296296296296305,7
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,6107,10,610.7,Ste Lev,9,21.9444444444444,9
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,11,38,11
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,14,65.93333333333332,14
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,16,11.450000000000045,16
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,18,-4.083333333333371,18
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,2,31.899999999999977,2
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,4,59.650000000000034,4
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,7,23.166666666666668,7
13-Ita3ConNon-B3,B3,Con,Non,Ita,7356,10,735.6,Non Con,9,87.59999999999997,9
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,11,66.65000000000003,11
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,14,69.237037037037,14
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,16,-18.72222222222217,16
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,18,-7.6666666666667425,18
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,2,41.09999999999999,2
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,4,63.60000000000002,4
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,7,-6.166666666666667,7
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,5595,10,559.5,Ser Lev,9,64.80000000000001,9
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,11,52.375,11
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,14,55.916666666666664,14
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,16,-5.9375,16
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,18,-2.3125,18
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,2,41.22962962962964,2
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,4,68.05555555555554,4
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,7,-9.666666666666666,7
13-Ita9ConSte-B9,B9,Con,Ste,Ita,5052,10,505.2,Ste Con,9,123,9
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,11,53.5,11
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,14,52.73333333333331,14
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,16,9.300000000000011,16
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,18,-12.300000000000011,18
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,2,23.533333333333342,2
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,4,44.14999999999998,4
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,7,23.73333333333335,7
14-Can2LevSte-B2,B2,Lev,Ste,Can,4264,10,426.4,Ste Lev,9,40.35000000000002,9
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,11,93.35000000000002,11
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,14,61.333333333333336,14
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,16,-2.3999999999999773,16
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,18,3.8999999999999773,18
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,2,-0.9666666666666591,2
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,4,59.44999999999999,4
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,7,62.5,7
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,5183,10,518.3,Ste Bac,9,22.850000000000023,9
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,11,38,11
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,14,64.93333333333332,14
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,16,65.65000000000009,16
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,18,10.149999999999977,18
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,2,68.10000000000001,2
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,4,20.25,4
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,7,23.73333333333335,7
14-Gre3ConNon-B3,B3,Con,Non,Gre,4677,10,467.7,Non Con,9,76.29999999999995,9
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,11,22.111111111111086,11
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,14,44.48148148148149,14
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,16,46.388888888888914,16
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,18,9,18
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,2,-0.29999999999999244,2
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,4,56.00555555555553,4
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,7,34.296296296296305,7
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4980,10,498,Ste Con,9,52.666666666666686,9
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,11,38.27777777777777,11
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,14,58.62962962962964,14
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,16,-14.611111111111086,16
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,18,0.5555555555555429,18
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,2,2.1666666666666665,2
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,4,95.68333333333334,4
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,7,-2.555555555555543,7
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,6048,10,604.8,Ser Lev,9,69.16666666666669,9
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,11,39.94999999999999,11
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,14,75.93333333333332,14
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,16,67.3222222222222,16
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,18,6.055555555555657,18
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,2,36.53333333333334,2
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,4,49.299999999999955,4
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,7,16.133333333333365,7
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,5881,10,588.1,Ste Bac,9,64.19999999999999,9
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,11,27.649999999999977,11
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,14,51.666666666666664,14
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,16,70.9277777777778,16
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,18,-23.77777777777783,18
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,2,40.866666666666674,2
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,4,93.84999999999997,4
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,7,16.166666666666668,7
14-Gre9ConSte-B9,B9,Con,Ste,Gre,5210,10,521,Ste Con,9,114.80000000000007,9
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,11,39.27777777777777,11
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,14,70.03703703703707,14
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,16,26.85416666666663,16
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,18,-1.25,18
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,2,28.866666666666674,2
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,4,51.10000000000002,4
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,7,25.58148148148147,7
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,5999,10,599.9,Ste Bac,9,36.77777777777777,9
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,11,87.89999999999998,11
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,14,43.90000000000001,14
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,16,-32.39999999999998,16
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,18,-3.3500000000000227,18
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,2,57.09999999999999,2
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,4,48.400000000000034,4
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,7,24.799999999999994,7
14-Ita5LevNon-B5,B5,Lev,Non,Ita,5800,10,580,Non Lev,9,96.25,9
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,11,58.166666666666686,11
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,14,101.72685185185185,14
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,16,7.5625,16
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,18,-4.01785714285711,18
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,2,63.22962962962962,2
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,4,35.38888888888886,4
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,7,4.592592592592609,7
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,5582,10,558.2,Ste Lev,9,36.833333333333314,9
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,11,55.44999999999999,11
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,14,80.8,14
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,16,11.700000000000045,16
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,18,-5.600000000000023,18
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,2,41.4,2
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,4,63.55000000000001,4
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,7,-0.2333333333333485,7
15-Can1BacSte-B1,B1,Bac,Ste,Can,4753,10,475.3,Ste Bac,9,33.650000000000034,9
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,11,41.64999999999998,11
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,14,61.366666666666674,14
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,16,43.700000000000045,16
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,18,1.2999999999999545,18
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,2,32,2
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,4,35.80000000000001,4
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,7,28.26666666666665,7
15-Can3ConNon-B3,B3,Con,Non,Can,4179,10,417.9,Non Con,9,65.90000000000003,9
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,11,82.16666666666663,11
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,14,74.96296296296298,14
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,16,6.5,16
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,18,-12.666666666666629,18
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,2,24.799999999999994,2
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,4,59.105555555555554,4
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,7,43.74074074074076,7
15-Can5LevNon-B5,B5,Lev,Non,Can,5125,10,512.5,Non Lev,9,29.333333333333314,9
15-Can6LevSer-B6,B6,Lev,Ser,Can,4747,10,474.7,Ser Lev,11,39.888888888888914,11
