Identity,Bloc,Trt,Wound,Strain,Time,Initial_Mass,Initial_Number,Initial_Mean,Mean,group,Mort_Acc,Times,Biomass
21-Can9BacSer-B9,B9,Bac,Ser,Can,7,4258,10,425.8,623.6666666666666,Can Ser,1,7,5613
21-Can9BacSer-B9,B9,Bac,Ser,Can,9,4258,10,425.8,665.1111111111111,Can Ser,1,9,5986
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,0,5142,10,514.2,514.2,Gre Ste,0,0,5142
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,11,5142,10,514.2,1055.7,Gre Ste,0,11,10557
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,14,5142,10,514.2,1194.2,Gre Ste,0,14,11942
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,16,5142,10,514.2,1217.4,Gre Ste,0,16,12174
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,18,5142,10,514.2,1168.888888888889,Gre Ste,0,18,11688.888888888889
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,2,5142,10,514.2,605.9,Gre Ste,0,2,6059
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,4,5142,10,514.2,685.5,Gre Ste,0,4,6855
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,7,5142,10,514.2,799.8,Gre Ste,0,7,7998
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,9,5142,10,514.2,852.2,Gre Ste,0,9,8522
21-Gre4LevNon-B4,B4,Lev,Non,Gre,0,6446,10,644.6,644.6,Gre Non,0,0,6446
21-Gre4LevNon-B4,B4,Lev,Non,Gre,11,6446,10,644.6,1202.4,Gre Non,0,11,12024
21-Gre4LevNon-B4,B4,Lev,Non,Gre,14,6446,10,644.6,1388.9,Gre Non,0,14,13889
21-Gre4LevNon-B4,B4,Lev,Non,Gre,16,6446,10,644.6,1390.1,Gre Non,0,16,13901
21-Gre4LevNon-B4,B4,Lev,Non,Gre,18,6446,10,644.6,1374.5,Gre Non,0,18,13745
21-Gre4LevNon-B4,B4,Lev,Non,Gre,2,6446,10,644.6,724.8,Gre Non,0,2,7248
21-Gre4LevNon-B4,B4,Lev,Non,Gre,4,6446,10,644.6,862.3,Gre Non,0,4,8623
21-Gre4LevNon-B4,B4,Lev,Non,Gre,7,6446,10,644.6,943.4,Gre Non,0,7,9434
21-Gre4LevNon-B4,B4,Lev,Non,Gre,9,6446,10,644.6,1084.6,Gre Non,0,9,10846
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,0,5004,10,500.4,500.4,Gre Ser,0,0,5004
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,11,5004,10,500.4,801.8,Gre Ser,0,11,8018
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,14,5004,10,500.4,980.7777777777778,Gre Ser,1,14,8827
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,16,5004,10,500.4,1109.888888888889,Gre Ser,1,16,9989
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,18,5004,10,500.4,1115.888888888889,Gre Ser,1,18,10043
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,2,5004,10,500.4,582.2,Gre Ser,0,2,5822
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,4,5004,10,500.4,605.2,Gre Ser,0,4,6052
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,7,5004,10,500.4,661.9,Gre Ser,0,7,6619
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,9,5004,10,500.4,757.4,Gre Ser,0,9,7574
21-Ita3ConSte-B3,B3,Con,Ste,Ita,0,5997,10,599.7,599.7,Ita Ste,0,0,5997
21-Ita3ConSte-B3,B3,Con,Ste,Ita,11,5997,10,599.7,1123.2222222222222,Ita Ste,0,11,11232.222222222223
21-Ita3ConSte-B3,B3,Con,Ste,Ita,14,5997,10,599.7,1245.6666666666667,Ita Ste,1,14,11211
21-Ita3ConSte-B3,B3,Con,Ste,Ita,16,5997,10,599.7,1324.888888888889,Ita Ste,1,16,11924
21-Ita3ConSte-B3,B3,Con,Ste,Ita,18,5997,10,599.7,1274.875,Ita Ste,1,18,11473.875
21-Ita3ConSte-B3,B3,Con,Ste,Ita,2,5997,10,599.7,664.5,Ita Ste,0,2,6645
21-Ita3ConSte-B3,B3,Con,Ste,Ita,4,5997,10,599.7,762.6,Ita Ste,0,4,7626
21-Ita3ConSte-B3,B3,Con,Ste,Ita,7,5997,10,599.7,842.3,Ita Ste,0,7,8423
21-Ita3ConSte-B3,B3,Con,Ste,Ita,9,5997,10,599.7,995.2,Ita Ste,0,9,9952
22-Can1BacSer-B1,B1,Bac,Ser,Can,0,4963,10,496.3,496.3,Can Ser,0,0,4963
22-Can1BacSer-B1,B1,Bac,Ser,Can,11,4963,10,496.3,876.6666666666666,Can Ser,1,11,7890
22-Can1BacSer-B1,B1,Bac,Ser,Can,14,4963,10,496.3,983,Can Ser,1,14,8847
22-Can1BacSer-B1,B1,Bac,Ser,Can,16,4963,10,496.3,960,Can Ser,1,16,8640
22-Can1BacSer-B1,B1,Bac,Ser,Can,18,4963,10,496.3,947.625,Can Ser,1,18,8528.625
22-Can1BacSer-B1,B1,Bac,Ser,Can,2,4963,10,496.3,596.5555555555555,Can Ser,1,2,5369
22-Can1BacSer-B1,B1,Bac,Ser,Can,4,4963,10,496.3,648.4444444444445,Can Ser,1,4,5836
22-Can1BacSer-B1,B1,Bac,Ser,Can,7,4963,10,496.3,719.3333333333334,Can Ser,1,7,6474
22-Can1BacSer-B1,B1,Bac,Ser,Can,9,4963,10,496.3,829,Can Ser,1,9,7461
22-Can4BacSer-B4,B4,Bac,Ser,Can,0,4603,10,460.3,460.3,Can Ser,0,0,4603
22-Can4BacSer-B4,B4,Bac,Ser,Can,11,4603,10,460.3,731,Can Ser,1,11,6579
22-Can4BacSer-B4,B4,Bac,Ser,Can,14,4603,10,460.3,741.7777777777778,Can Ser,1,14,6676
22-Can4BacSer-B4,B4,Bac,Ser,Can,16,4603,10,460.3,891.8888888888889,Can Ser,1,16,8027
22-Can4BacSer-B4,B4,Bac,Ser,Can,18,4603,10,460.3,797.25,Can Ser,1,18,7175.25
22-Can4BacSer-B4,B4,Bac,Ser,Can,2,4603,10,460.3,517.5,Can Ser,0,2,5175
22-Can4BacSer-B4,B4,Bac,Ser,Can,4,4603,10,460.3,516.7,Can Ser,0,4,5167
22-Can4BacSer-B4,B4,Bac,Ser,Can,7,4603,10,460.3,662.6666666666666,Can Ser,1,7,5964
22-Can4BacSer-B4,B4,Bac,Ser,Can,9,4603,10,460.3,669,Can Ser,1,9,6021
22-Can9LevSte-B9,B9,Lev,Ste,Can,0,4435,10,443.5,443.5,Can Ste,0,0,4435
22-Can9LevSte-B9,B9,Lev,Ste,Can,11,4435,10,443.5,800.5,Can Ste,0,11,8005
22-Can9LevSte-B9,B9,Lev,Ste,Can,14,4435,10,443.5,1082.8,Can Ste,0,14,10828
22-Can9LevSte-B9,B9,Lev,Ste,Can,16,4435,10,443.5,1114.7,Can Ste,0,16,11147
22-Can9LevSte-B9,B9,Lev,Ste,Can,18,4435,10,443.5,1176.5555555555557,Can Ste,1,18,10589
22-Can9LevSte-B9,B9,Lev,Ste,Can,2,4435,10,443.5,526.8,Can Ste,0,2,5268
22-Can9LevSte-B9,B9,Lev,Ste,Can,4,4435,10,443.5,595.9,Can Ste,0,4,5959
22-Can9LevSte-B9,B9,Lev,Ste,Can,7,4435,10,443.5,688.9,Can Ste,0,7,6889
22-Can9LevSte-B9,B9,Lev,Ste,Can,9,4435,10,443.5,734.9,Can Ste,0,9,7349
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,0,5949,10,594.9,594.9,Gre Ser,0,0,5949
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,11,5949,10,594.9,1032.6,Gre Ser,0,11,10326
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,14,5949,10,594.9,1169,Gre Ser,0,14,11690
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,16,5949,10,594.9,1201,Gre Ser,0,16,12010
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,18,5949,10,594.9,1199.4,Gre Ser,0,18,11994
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,2,5949,10,594.9,711.8,Gre Ser,0,2,7118
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,4,5949,10,594.9,823.6,Gre Ser,0,4,8236
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,7,5949,10,594.9,818.6,Gre Ser,0,7,8186
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,9,5949,10,594.9,908.1,Gre Ser,0,9,9081
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,0,5659,10,565.9,565.9,Gre Ser,0,0,5659
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,11,5659,10,565.9,836,Gre Ser,0,11,8360
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,14,5659,10,565.9,890,Gre Ser,1,14,8010
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,16,5659,10,565.9,954.6666666666666,Gre Ser,1,16,8592
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,18,5659,10,565.9,937.4444444444445,Gre Ser,1,18,8437
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,2,5659,10,565.9,624.6,Gre Ser,0,2,6246
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,4,5659,10,565.9,673.6,Gre Ser,0,4,6736
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,7,5659,10,565.9,698.9,Gre Ser,0,7,6989
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,9,5659,10,565.9,773.9,Gre Ser,0,9,7739
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,0,6380,10,638,638,Gre Ste,0,0,6380
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,11,6380,10,638,1234.7,Gre Ste,0,11,12347
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,14,6380,10,638,1319,Gre Ste,0,14,13190
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,16,6380,10,638,1358.4444444444443,Gre Ste,0,16,13584.444444444443
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,18,6380,10,638,1310.125,Gre Ste,0,18,13101.25
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,2,6380,10,638,702.2,Gre Ste,0,2,7022
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,4,6380,10,638,807.8,Gre Ste,0,4,8078
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,7,6380,10,638,926.6,Gre Ste,0,7,9266
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,9,6380,10,638,1063,Gre Ste,0,9,10630
22-Ita10ConSer-B10,B10,Con,Ser,Ita,0,4888,10,488.8,488.8,Ita Ser,0,0,4888
22-Ita10ConSer-B10,B10,Con,Ser,Ita,11,4888,10,488.8,847.3333333333334,Ita Ser,1,11,7626
22-Ita10ConSer-B10,B10,Con,Ser,Ita,14,4888,10,488.8,1127.25,Ita Ser,2,14,9018
22-Ita10ConSer-B10,B10,Con,Ser,Ita,16,4888,10,488.8,1206,Ita Ser,2,16,9648
22-Ita10ConSer-B10,B10,Con,Ser,Ita,18,4888,10,488.8,1229.5,Ita Ser,2,18,9836
22-Ita10ConSer-B10,B10,Con,Ser,Ita,2,4888,10,488.8,502.2,Ita Ser,0,2,5022
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4,4888,10,488.8,514.3333333333334,Ita Ser,1,4,4629
22-Ita10ConSer-B10,B10,Con,Ser,Ita,7,4888,10,488.8,681.6666666666666,Ita Ser,1,7,6135
22-Ita10ConSer-B10,B10,Con,Ser,Ita,9,4888,10,488.8,769.1111111111111,Ita Ser,1,9,6922
22-Ita6ConSer-B6,B6,Con,Ser,Ita,0,5988,10,598.8,598.8,Ita Ser,0,0,5988
22-Ita6ConSer-B6,B6,Con,Ser,Ita,11,5988,10,598.8,936.4285714285714,Ita Ser,3,11,6555
22-Ita6ConSer-B6,B6,Con,Ser,Ita,14,5988,10,598.8,1139.142857142857,Ita Ser,3,14,7974
22-Ita6ConSer-B6,B6,Con,Ser,Ita,16,5988,10,598.8,1107.2857142857142,Ita Ser,3,16,7751
22-Ita6ConSer-B6,B6,Con,Ser,Ita,18,5988,10,598.8,1242,Ita Ser,4,18,7452
22-Ita6ConSer-B6,B6,Con,Ser,Ita,2,5988,10,598.8,650,Ita Ser,0,2,6500
22-Ita6ConSer-B6,B6,Con,Ser,Ita,4,5988,10,598.8,676.7,Ita Ser,0,4,6767
22-Ita6ConSer-B6,B6,Con,Ser,Ita,7,5988,10,598.8,749.1428571428571,Ita Ser,3,7,5244
22-Ita6ConSer-B6,B6,Con,Ser,Ita,9,5988,10,598.8,835.2857142857143,Ita Ser,3,9,5847
22-Ita7ConSer-B7,B7,Con,Ser,Ita,0,4981,10,498.1,498.1,Ita Ser,0,0,4981
22-Ita7ConSer-B7,B7,Con,Ser,Ita,11,4981,10,498.1,882.3,Ita Ser,0,11,8823
22-Ita7ConSer-B7,B7,Con,Ser,Ita,14,4981,10,498.1,1023.5,Ita Ser,0,14,10235
22-Ita7ConSer-B7,B7,Con,Ser,Ita,16,4981,10,498.1,1022.5,Ita Ser,0,16,10225
22-Ita7ConSer-B7,B7,Con,Ser,Ita,18,4981,10,498.1,1026.2,Ita Ser,0,18,10262
22-Ita7ConSer-B7,B7,Con,Ser,Ita,2,4981,10,498.1,603.9,Ita Ser,0,2,6039
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4,4981,10,498.1,688.7,Ita Ser,0,4,6887
22-Ita7ConSer-B7,B7,Con,Ser,Ita,7,4981,10,498.1,666.8,Ita Ser,0,7,6668
22-Ita7ConSer-B7,B7,Con,Ser,Ita,9,4981,10,498.1,798.4,Ita Ser,0,9,7984
22-Ita8ConSte-B8,B8,Con,Ste,Ita,0,6660,10,666,666,Ita Ste,0,0,6660
22-Ita8ConSte-B8,B8,Con,Ste,Ita,11,6660,10,666,1055.7777777777778,Ita Ste,0,11,10557.777777777777
22-Ita8ConSte-B8,B8,Con,Ste,Ita,14,6660,10,666,1256.4444444444443,Ita Ste,0,14,12564.444444444443
22-Ita8ConSte-B8,B8,Con,Ste,Ita,16,6660,10,666,1308.5,Ita Ste,0,16,13085
22-Ita8ConSte-B8,B8,Con,Ste,Ita,18,6660,10,666,1280.4285714285713,Ita Ste,0,18,12804.285714285714
22-Ita8ConSte-B8,B8,Con,Ste,Ita,2,6660,10,666,736.3,Ita Ste,0,2,7363
22-Ita8ConSte-B8,B8,Con,Ste,Ita,4,6660,10,666,815.5,Ita Ste,0,4,8155
22-Ita8ConSte-B8,B8,Con,Ste,Ita,7,6660,10,666,914.2,Ita Ste,0,7,9142
22-Ita8ConSte-B8,B8,Con,Ste,Ita,9,6660,10,666,1008.9,Ita Ste,0,9,10089
23-Can10ConSer-B10,B10,Con,Ser,Can,0,3981,10,398.1,398.1,Can Ser,0,0,3981
23-Can10ConSer-B10,B10,Con,Ser,Can,11,3981,10,398.1,732.8,Can Ser,0,11,7328
23-Can10ConSer-B10,B10,Con,Ser,Can,14,3981,10,398.1,834.7,Can Ser,0,14,8347
23-Can10ConSer-B10,B10,Con,Ser,Can,16,3981,10,398.1,872.1,Can Ser,0,16,8721
23-Can10ConSer-B10,B10,Con,Ser,Can,18,3981,10,398.1,877.7,Can Ser,0,18,8777
23-Can10ConSer-B10,B10,Con,Ser,Can,2,3981,10,398.1,456.8,Can Ser,0,2,4568
23-Can10ConSer-B10,B10,Con,Ser,Can,4,3981,10,398.1,507.2,Can Ser,0,4,5072
23-Can10ConSer-B10,B10,Con,Ser,Can,7,3981,10,398.1,563.9,Can Ser,0,7,5639
23-Can10ConSer-B10,B10,Con,Ser,Can,9,3981,10,398.1,623.2,Can Ser,0,9,6232
23-Can2BacSer-B2,B2,Bac,Ser,Can,0,4731,10,473.1,473.1,Can Ser,0,0,4731
23-Can2BacSer-B2,B2,Bac,Ser,Can,11,4731,10,473.1,852.7142857142857,Can Ser,3,11,5969
23-Can2BacSer-B2,B2,Bac,Ser,Can,14,4731,10,473.1,899.1428571428571,Can Ser,3,14,6294
23-Can2BacSer-B2,B2,Bac,Ser,Can,16,4731,10,473.1,903.4285714285714,Can Ser,3,16,6324
23-Can2BacSer-B2,B2,Bac,Ser,Can,18,4731,10,473.1,910.4285714285714,Can Ser,3,18,6373
23-Can2BacSer-B2,B2,Bac,Ser,Can,2,4731,10,473.1,550.3333333333334,Can Ser,1,2,4953
23-Can2BacSer-B2,B2,Bac,Ser,Can,4,4731,10,473.1,627.125,Can Ser,2,4,5017
23-Can2BacSer-B2,B2,Bac,Ser,Can,7,4731,10,473.1,626.8571428571429,Can Ser,3,7,4388
23-Can2BacSer-B2,B2,Bac,Ser,Can,9,4731,10,473.1,775,Can Ser,3,9,5425
23-Can7ConSer-B7,B7,Con,Ser,Can,0,4083,10,408.3,408.3,Can Ser,0,0,4083
23-Can7ConSer-B7,B7,Con,Ser,Can,11,4083,10,408.3,627.6,Can Ser,0,11,6276
23-Can7ConSer-B7,B7,Con,Ser,Can,14,4083,10,408.3,841,Can Ser,0,14,8410
23-Can7ConSer-B7,B7,Con,Ser,Can,16,4083,10,408.3,929.4444444444445,Can Ser,1,16,8365
23-Can7ConSer-B7,B7,Con,Ser,Can,18,4083,10,408.3,875.8888888888889,Can Ser,1,18,7883
23-Can7ConSer-B7,B7,Con,Ser,Can,2,4083,10,408.3,467.8,Can Ser,0,2,4678
23-Can7ConSer-B7,B7,Con,Ser,Can,4,4083,10,408.3,523.7,Can Ser,0,4,5237
23-Can7ConSer-B7,B7,Con,Ser,Can,7,4083,10,408.3,570.6,Can Ser,0,7,5706
23-Can7ConSer-B7,B7,Con,Ser,Can,9,4083,10,408.3,572.6,Can Ser,0,9,5726
23-Can8ConSte-B8,B8,Con,Ste,Can,0,4711,10,471.1,471.1,Can Ste,0,0,4711
23-Can8ConSte-B8,B8,Con,Ste,Can,11,4711,10,471.1,744.8888888888889,Can Ste,1,11,6704
23-Can8ConSte-B8,B8,Con,Ste,Can,14,4711,10,471.1,850.3333333333334,Can Ste,1,14,7653
23-Can8ConSte-B8,B8,Con,Ste,Can,16,4711,10,471.1,851,Can Ste,1,16,7659
23-Can8ConSte-B8,B8,Con,Ste,Can,18,4711,10,471.1,840.3333333333334,Can Ste,1,18,7563
23-Can8ConSte-B8,B8,Con,Ste,Can,2,4711,10,471.1,530.7,Can Ste,0,2,5307
23-Can8ConSte-B8,B8,Con,Ste,Can,4,4711,10,471.1,578.1,Can Ste,0,4,5781
23-Can8ConSte-B8,B8,Con,Ste,Can,7,4711,10,471.1,605.6,Can Ste,0,7,6056
23-Can8ConSte-B8,B8,Con,Ste,Can,9,4711,10,471.1,716.5555555555555,Can Ste,1,9,6449
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,0,5478,10,547.8,547.8,Gre Ser,0,0,5478
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,11,5478,10,547.8,889.9,Gre Ser,0,11,8899
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,14,5478,10,547.8,1055.9,Gre Ser,0,14,10559
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,16,5478,10,547.8,1066.6,Gre Ser,0,16,10666
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,18,5478,10,547.8,1055.8,Gre Ser,0,18,10558
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,2,5478,10,547.8,606.5,Gre Ser,0,2,6065
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,4,5478,10,547.8,672.3,Gre Ser,0,4,6723
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,7,5478,10,547.8,732.7,Gre Ser,0,7,7327
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,9,5478,10,547.8,806,Gre Ser,0,9,8060
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,0,5641,10,564.1,564.1,Gre Ser,0,0,5641
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,11,5641,10,564.1,763.25,Gre Ser,2,11,6106
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,14,5641,10,564.1,880.375,Gre Ser,2,14,7043
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,16,5641,10,564.1,923.25,Gre Ser,2,16,7386
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,18,5641,10,564.1,1003.2857142857143,Gre Ser,3,18,7023
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,2,5641,10,564.1,578.8,Gre Ser,0,2,5788
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,4,5641,10,564.1,626,Gre Ser,0,4,6260
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,7,5641,10,564.1,682.8,Gre Ser,0,7,6828
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,9,5641,10,564.1,702.4444444444445,Gre Ser,1,9,6322
23-Gre6ConSer-B6,B6,Con,Ser,Gre,0,5071,10,507.1,507.1,Gre Ser,0,0,5071
23-Gre6ConSer-B6,B6,Con,Ser,Gre,11,5071,10,507.1,647.2222222222222,Gre Ser,1,11,5825
23-Gre6ConSer-B6,B6,Con,Ser,Gre,14,5071,10,507.1,882.25,Gre Ser,2,14,7058
23-Gre6ConSer-B6,B6,Con,Ser,Gre,16,5071,10,507.1,863,Gre Ser,2,16,6904
23-Gre6ConSer-B6,B6,Con,Ser,Gre,18,5071,10,507.1,850.25,Gre Ser,2,18,6802
23-Gre6ConSer-B6,B6,Con,Ser,Gre,2,5071,10,507.1,552.2,Gre Ser,0,2,5522
23-Gre6ConSer-B6,B6,Con,Ser,Gre,4,5071,10,507.1,564.9,Gre Ser,0,4,5649
23-Gre6ConSer-B6,B6,Con,Ser,Gre,7,5071,10,507.1,601.2,Gre Ser,0,7,6012
23-Gre6ConSer-B6,B6,Con,Ser,Gre,9,5071,10,507.1,612.9,Gre Ser,0,9,6129
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,0,5641,10,564.1,564.1,Gre Ste,0,0,5641
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,11,5641,10,564.1,1163.125,Gre Ste,2,11,9305
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,14,5641,10,564.1,1385.875,Gre Ste,2,14,11087
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,16,5641,10,564.1,1366.5,Gre Ste,2,16,10932
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,18,5641,10,564.1,1321.2857142857142,Gre Ste,2,18,10570.285714285714
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,2,5641,10,564.1,714.5555555555555,Gre Ste,1,2,6431
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,4,5641,10,564.1,851.6666666666666,Gre Ste,1,4,7665
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,7,5641,10,564.1,905.1111111111111,Gre Ste,1,7,8146
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,9,5641,10,564.1,1058.625,Gre Ste,2,9,8469
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,0,6345,10,634.5,634.5,Ita Ser,0,0,6345
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,11,6345,10,634.5,963,Ita Ser,0,11,9630
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,14,6345,10,634.5,1136.2,Ita Ser,0,14,11362
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,16,6345,10,634.5,1151.4444444444443,Ita Ser,0,16,11514.444444444443
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,18,6345,10,634.5,1120,Ita Ser,0,18,11200
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,2,6345,10,634.5,681.1,Ita Ser,0,2,6811
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,4,6345,10,634.5,756.6,Ita Ser,0,4,7566
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,7,6345,10,634.5,806.7,Ita Ser,0,7,8067
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,9,6345,10,634.5,862.3,Ita Ser,0,9,8623
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,0,7388,10,738.8,738.8,Ita Ste,0,0,7388
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,11,7388,10,738.8,1285,Ita Ste,0,11,12850
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,14,7388,10,738.8,1464.9,Ita Ste,0,14,14649
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,16,7388,10,738.8,1471.4444444444443,Ita Ste,0,16,14714.444444444443
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,18,7388,10,738.8,1436.7777777777778,Ita Ste,0,18,14367.777777777777
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,2,7388,10,738.8,816.7,Ita Ste,0,2,8167
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,4,7388,10,738.8,915.3,Ita Ste,0,4,9153
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7,7388,10,738.8,1019.6,Ita Ste,0,7,10196
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,9,7388,10,738.8,1081,Ita Ste,0,9,10810
24-Can3LevSer-B3,B3,Lev,Ser,Can,0,5515,10,551.5,551.5,Can Ser,0,0,5515
24-Can3LevSer-B3,B3,Lev,Ser,Can,11,5515,10,551.5,963.25,Can Ser,2,11,7706
24-Can3LevSer-B3,B3,Lev,Ser,Can,14,5515,10,551.5,1188,Can Ser,2,14,9504
24-Can3LevSer-B3,B3,Lev,Ser,Can,16,5515,10,551.5,1208.125,Can Ser,2,16,9665
24-Can3LevSer-B3,B3,Lev,Ser,Can,18,5515,10,551.5,1174.75,Can Ser,2,18,9398
24-Can3LevSer-B3,B3,Lev,Ser,Can,2,5515,10,551.5,594.6,Can Ser,0,2,5946
24-Can3LevSer-B3,B3,Lev,Ser,Can,4,5515,10,551.5,672,Can Ser,1,4,6048
24-Can3LevSer-B3,B3,Lev,Ser,Can,7,5515,10,551.5,692.2222222222222,Can Ser,1,7,6230
24-Can3LevSer-B3,B3,Lev,Ser,Can,9,5515,10,551.5,766.8888888888889,Can Ser,1,9,6902
24-Can5LevSte-B5,B5,Lev,Ste,Can,0,4762,10,476.2,476.2,Can Ste,0,0,4762
24-Can5LevSte-B5,B5,Lev,Ste,Can,11,4762,10,476.2,1105.3,Can Ste,0,11,11053
24-Can5LevSte-B5,B5,Lev,Ste,Can,14,4762,10,476.2,1171.6,Can Ste,0,14,11716
24-Can5LevSte-B5,B5,Lev,Ste,Can,16,4762,10,476.2,1168.1,Can Ste,0,16,11681
24-Can5LevSte-B5,B5,Lev,Ste,Can,18,4762,10,476.2,1151.5,Can Ste,0,18,11515
24-Can5LevSte-B5,B5,Lev,Ste,Can,2,4762,10,476.2,651.8,Can Ste,0,2,6518
24-Can5LevSte-B5,B5,Lev,Ste,Can,4,4762,10,476.2,783,Can Ste,0,4,7830
24-Can5LevSte-B5,B5,Lev,Ste,Can,7,4762,10,476.2,753.1,Can Ste,0,7,7531
24-Can5LevSte-B5,B5,Lev,Ste,Can,9,4762,10,476.2,975.9,Can Ste,0,9,9759
24-Can6ConSer-B6,B6,Con,Ser,Can,0,4026,10,402.6,402.6,Can Ser,0,0,4026
24-Can6ConSer-B6,B6,Con,Ser,Can,11,4026,10,402.6,721.5,Can Ser,2,11,5772
24-Can6ConSer-B6,B6,Con,Ser,Can,14,4026,10,402.6,888.375,Can Ser,2,14,7107
24-Can6ConSer-B6,B6,Con,Ser,Can,16,4026,10,402.6,940.375,Can Ser,2,16,7523
24-Can6ConSer-B6,B6,Con,Ser,Can,18,4026,10,402.6,990.375,Can Ser,2,18,7923
24-Can6ConSer-B6,B6,Con,Ser,Can,2,4026,10,402.6,431.8,Can Ser,0,2,4318
