Identity,Bloc,Trt,Wound,Strain,Time,Initial_Mass,Initial_Number,Initial_Mean,Mean,group,Mort_Acc,Times,Biomass
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4,4134,10,413.4,480.6666666666667,Ita Ste,1,4,4326
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,7,4134,10,413.4,648.8888888888889,Ita Ste,1,7,5840
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,9,4134,10,413.4,651.7777777777778,Ita Ste,1,9,5866
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,0,6899,10,689.9,689.9,Ita Ste,0,0,6899
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,11,6899,10,689.9,1198.4,Ita Ste,0,11,11984
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,14,6899,10,689.9,1312.2,Ita Ste,0,14,13122
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,16,6899,10,689.9,1294.5,Ita Ste,0,16,12945
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,18,6899,10,689.9,1254.3,Ita Ste,0,18,12543
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,2,6899,10,689.9,820.5,Ita Ste,0,2,8205
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,4,6899,10,689.9,886,Ita Ste,0,4,8860
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,7,6899,10,689.9,913.8,Ita Ste,0,7,9138
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,9,6899,10,689.9,965.1,Ita Ste,0,9,9651
15-Ita4ConSte-B4,B4,Con,Ste,Ita,0,5093,10,509.3,509.3,Ita Ste,0,0,5093
15-Ita4ConSte-B4,B4,Con,Ste,Ita,11,5093,10,509.3,966.7,Ita Ste,0,11,9667
15-Ita4ConSte-B4,B4,Con,Ste,Ita,14,5093,10,509.3,1201.5,Ita Ste,0,14,12015
15-Ita4ConSte-B4,B4,Con,Ste,Ita,16,5093,10,509.3,1249.1,Ita Ste,0,16,12491
15-Ita4ConSte-B4,B4,Con,Ste,Ita,18,5093,10,509.3,1284.6,Ita Ste,0,18,12846
15-Ita4ConSte-B4,B4,Con,Ste,Ita,2,5093,10,509.3,544.6,Ita Ste,0,2,5446
15-Ita4ConSte-B4,B4,Con,Ste,Ita,4,5093,10,509.3,629.2,Ita Ste,0,4,6292
15-Ita4ConSte-B4,B4,Con,Ste,Ita,7,5093,10,509.3,742.1,Ita Ste,0,7,7421
15-Ita4ConSte-B4,B4,Con,Ste,Ita,9,5093,10,509.3,900.7,Ita Ste,0,9,9007
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,0,4724,10,472.4,472.4,Ita Ste,0,0,4724
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,11,4724,10,472.4,874,Ita Ste,0,11,8740
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,14,4724,10,472.4,1074.4,Ita Ste,0,14,10744
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,16,4724,10,472.4,1072.1,Ita Ste,0,16,10721
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,18,4724,10,472.4,1087.8,Ita Ste,0,18,10878
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,2,4724,10,472.4,560.5,Ita Ste,0,2,5605
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,4,4724,10,472.4,658.2,Ita Ste,0,4,6582
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,7,4724,10,472.4,684.9,Ita Ste,0,7,6849
15-Ita7BacSte-B7,B7,Bac,Ste,Ita,9,4724,10,472.4,771.5,Ita Ste,0,9,7715
16-Can5BacNon-B5,B5,Bac,Non,Can,0,3935,10,393.5,393.5,Can Non,0,0,3935
16-Can5BacNon-B5,B5,Bac,Non,Can,11,3935,10,393.5,817.4,Can Non,0,11,8174
16-Can5BacNon-B5,B5,Bac,Non,Can,14,3935,10,393.5,991.9,Can Non,0,14,9919
16-Can5BacNon-B5,B5,Bac,Non,Can,16,3935,10,393.5,1110.9,Can Non,0,16,11109
16-Can5BacNon-B5,B5,Bac,Non,Can,18,3935,10,393.5,1137.4,Can Non,0,18,11374
16-Can5BacNon-B5,B5,Bac,Non,Can,2,3935,10,393.5,429.7,Can Non,0,2,4297
16-Can5BacNon-B5,B5,Bac,Non,Can,4,3935,10,393.5,465.2,Can Non,0,4,4652
16-Can5BacNon-B5,B5,Bac,Non,Can,7,3935,10,393.5,645.3,Can Non,0,7,6453
16-Can5BacNon-B5,B5,Bac,Non,Can,9,3935,10,393.5,758.9,Can Non,0,9,7589
16-Can6BacNon-B6,B6,Bac,Non,Can,0,5000,10,500,500,Can Non,0,0,5000
16-Can6BacNon-B6,B6,Bac,Non,Can,11,5000,10,500,935.8,Can Non,0,11,9358
16-Can6BacNon-B6,B6,Bac,Non,Can,14,5000,10,500,1236.1,Can Non,0,14,12361
16-Can6BacNon-B6,B6,Bac,Non,Can,16,5000,10,500,1238.5,Can Non,0,16,12385
16-Can6BacNon-B6,B6,Bac,Non,Can,18,5000,10,500,1225,Can Non,0,18,12250
16-Can6BacNon-B6,B6,Bac,Non,Can,2,5000,10,500,565.2,Can Non,0,2,5652
16-Can6BacNon-B6,B6,Bac,Non,Can,4,5000,10,500,688.6,Can Non,0,4,6886
16-Can6BacNon-B6,B6,Bac,Non,Can,7,5000,10,500,797.5,Can Non,0,7,7975
16-Can6BacNon-B6,B6,Bac,Non,Can,9,5000,10,500,834.4,Can Non,0,9,8344
16-Can8BacNon-B8,B8,Bac,Non,Can,0,4138,10,413.8,413.8,Can Non,0,0,4138
16-Can8BacNon-B8,B8,Bac,Non,Can,11,4138,10,413.8,918.5,Can Non,0,11,9185
16-Can8BacNon-B8,B8,Bac,Non,Can,14,4138,10,413.8,1153.7,Can Non,0,14,11537
16-Can8BacNon-B8,B8,Bac,Non,Can,16,4138,10,413.8,1146.9,Can Non,0,16,11469
16-Can8BacNon-B8,B8,Bac,Non,Can,18,4138,10,413.8,1169.5,Can Non,0,18,11695
16-Can8BacNon-B8,B8,Bac,Non,Can,2,4138,10,413.8,518.4,Can Non,0,2,5184
16-Can8BacNon-B8,B8,Bac,Non,Can,4,4138,10,413.8,641.5,Can Non,0,4,6415
16-Can8BacNon-B8,B8,Bac,Non,Can,7,4138,10,413.8,729.8,Can Non,0,7,7298
16-Can8BacNon-B8,B8,Bac,Non,Can,9,4138,10,413.8,833.8,Can Non,0,9,8338
16-Can9LevNon-B9,B9,Lev,Non,Can,0,4868,10,486.8,486.8,Can Non,0,0,4868
16-Can9LevNon-B9,B9,Lev,Non,Can,11,4868,10,486.8,879.3,Can Non,0,11,8793
16-Can9LevNon-B9,B9,Lev,Non,Can,14,4868,10,486.8,1191.9,Can Non,0,14,11919
16-Can9LevNon-B9,B9,Lev,Non,Can,16,4868,10,486.8,1241.5,Can Non,0,16,12415
16-Can9LevNon-B9,B9,Lev,Non,Can,18,4868,10,486.8,1223.4,Can Non,0,18,12234
16-Can9LevNon-B9,B9,Lev,Non,Can,2,4868,10,486.8,547.5,Can Non,0,2,5475
16-Can9LevNon-B9,B9,Lev,Non,Can,4,4868,10,486.8,582,Can Non,0,4,5820
16-Can9LevNon-B9,B9,Lev,Non,Can,7,4868,10,486.8,752.2,Can Non,0,7,7522
16-Can9LevNon-B9,B9,Lev,Non,Can,9,4868,10,486.8,862.8,Can Non,0,9,8628
16-Gre2ConSer-B2,B2,Con,Ser,Gre,0,5234,10,523.4,523.4,Gre Ser,0,0,5234
16-Gre2ConSer-B2,B2,Con,Ser,Gre,11,5234,10,523.4,908.5555555555555,Gre Ser,1,11,8177
16-Gre2ConSer-B2,B2,Con,Ser,Gre,14,5234,10,523.4,1019.5,Gre Ser,2,14,8156
16-Gre2ConSer-B2,B2,Con,Ser,Gre,16,5234,10,523.4,1000.125,Gre Ser,2,16,8001
16-Gre2ConSer-B2,B2,Con,Ser,Gre,18,5234,10,523.4,996.75,Gre Ser,2,18,7974
16-Gre2ConSer-B2,B2,Con,Ser,Gre,2,5234,10,523.4,601,Gre Ser,0,2,6010
16-Gre2ConSer-B2,B2,Con,Ser,Gre,4,5234,10,523.4,704.2222222222222,Gre Ser,1,4,6338
16-Gre2ConSer-B2,B2,Con,Ser,Gre,7,5234,10,523.4,706.5555555555555,Gre Ser,1,7,6359
16-Gre2ConSer-B2,B2,Con,Ser,Gre,9,5234,10,523.4,796.4444444444445,Gre Ser,1,9,7168
16-Gre7ConNon-B7,B7,Con,Non,Gre,0,5201,10,520.1,520.1,Gre Non,0,0,5201
16-Gre7ConNon-B7,B7,Con,Non,Gre,11,5201,10,520.1,985.7,Gre Non,0,11,9857
16-Gre7ConNon-B7,B7,Con,Non,Gre,14,5201,10,520.1,1329.8,Gre Non,0,14,13298
16-Gre7ConNon-B7,B7,Con,Non,Gre,16,5201,10,520.1,1328,Gre Non,0,16,13280
16-Gre7ConNon-B7,B7,Con,Non,Gre,18,5201,10,520.1,1321.8,Gre Non,0,18,13218
16-Gre7ConNon-B7,B7,Con,Non,Gre,2,5201,10,520.1,603.3,Gre Non,0,2,6033
16-Gre7ConNon-B7,B7,Con,Non,Gre,4,5201,10,520.1,742.1,Gre Non,0,4,7421
16-Gre7ConNon-B7,B7,Con,Non,Gre,7,5201,10,520.1,809.9,Gre Non,0,7,8099
16-Gre7ConNon-B7,B7,Con,Non,Gre,9,5201,10,520.1,890.6,Gre Non,0,9,8906
16-Ita10BacNon-B10,B10,Bac,Non,Ita,0,4116,9,457.3333333333333,457.3333333333333,Ita Non,0,0,4573.333333333333
16-Ita10BacNon-B10,B10,Bac,Non,Ita,11,4116,9,457.3333333333333,1018.6,Ita Non,0,11,10186
16-Ita10BacNon-B10,B10,Bac,Non,Ita,14,4116,9,457.3333333333333,1141.3,Ita Non,0,14,11413
16-Ita10BacNon-B10,B10,Bac,Non,Ita,16,4116,9,457.3333333333333,1179.8,Ita Non,0,16,11798
16-Ita10BacNon-B10,B10,Bac,Non,Ita,18,4116,9,457.3333333333333,1166.5,Ita Non,0,18,11665
16-Ita10BacNon-B10,B10,Bac,Non,Ita,2,4116,9,457.3333333333333,609.9,Ita Non,0,2,6099
16-Ita10BacNon-B10,B10,Bac,Non,Ita,4,4116,9,457.3333333333333,709.7,Ita Non,0,4,7097
16-Ita10BacNon-B10,B10,Bac,Non,Ita,7,4116,9,457.3333333333333,797.1,Ita Non,0,7,7971
16-Ita10BacNon-B10,B10,Bac,Non,Ita,9,4116,9,457.3333333333333,869.9,Ita Non,0,9,8699
16-Ita1ConSte-B1,B1,Con,Ste,Ita,0,5776,10,577.6,577.6,Ita Ste,0,0,5776
16-Ita1ConSte-B1,B1,Con,Ste,Ita,11,5776,10,577.6,1023.5,Ita Ste,0,11,10235
16-Ita1ConSte-B1,B1,Con,Ste,Ita,14,5776,10,577.6,1254.3,Ita Ste,0,14,12543
16-Ita1ConSte-B1,B1,Con,Ste,Ita,16,5776,10,577.6,1250.7777777777778,Ita Ste,0,16,12507.777777777777
16-Ita1ConSte-B1,B1,Con,Ste,Ita,18,5776,10,577.6,1225.4444444444443,Ita Ste,0,18,12254.444444444443
16-Ita1ConSte-B1,B1,Con,Ste,Ita,2,5776,10,577.6,643.7,Ita Ste,0,2,6437
16-Ita1ConSte-B1,B1,Con,Ste,Ita,4,5776,10,577.6,766.6,Ita Ste,0,4,7666
16-Ita1ConSte-B1,B1,Con,Ste,Ita,7,5776,10,577.6,927.7,Ita Ste,0,7,9277
16-Ita1ConSte-B1,B1,Con,Ste,Ita,9,5776,10,577.6,964.8,Ita Ste,0,9,9648
16-Ita3BacNon-B3,B3,Bac,Non,Ita,0,5241,10,524.1,524.1,Ita Non,0,0,5241
16-Ita3BacNon-B3,B3,Bac,Non,Ita,11,5241,10,524.1,1079.3,Ita Non,0,11,10793
16-Ita3BacNon-B3,B3,Bac,Non,Ita,14,5241,10,524.1,1163.5,Ita Non,0,14,11635
16-Ita3BacNon-B3,B3,Bac,Non,Ita,16,5241,10,524.1,1298.3,Ita Non,0,16,12983
16-Ita3BacNon-B3,B3,Bac,Non,Ita,18,5241,10,524.1,1243.9,Ita Non,0,18,12439
16-Ita3BacNon-B3,B3,Bac,Non,Ita,2,5241,10,524.1,642.1,Ita Non,0,2,6421
16-Ita3BacNon-B3,B3,Bac,Non,Ita,4,5241,10,524.1,741.5,Ita Non,0,4,7415
16-Ita3BacNon-B3,B3,Bac,Non,Ita,7,5241,10,524.1,784.1,Ita Non,0,7,7841
16-Ita3BacNon-B3,B3,Bac,Non,Ita,9,5241,10,524.1,935.2,Ita Non,0,9,9352
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,0,6979,10,697.9,697.9,Ita Ser,0,0,6979
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,11,6979,10,697.9,953.7777777777778,Ita Ser,1,11,8584
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,14,6979,10,697.9,1205,Ita Ser,1,14,10845
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,16,6979,10,697.9,1182.3333333333333,Ita Ser,1,16,10641
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,18,6979,10,697.9,1287.25,Ita Ser,2,18,10298
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,2,6979,10,697.9,670,Ita Ser,0,2,6700
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,4,6979,10,697.9,715.7,Ita Ser,0,4,7157
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,7,6979,10,697.9,767.1,Ita Ser,0,7,7671
16-Ita4LevSer-B4,B4,Lev,Ser,Ita,9,6979,10,697.9,937.3333333333334,Ita Ser,1,9,8436
17-Can10BacNon-B10,B10,Bac,Non,Can,0,4243,11,385.72727272727275,385.72727272727275,Can Non,0,0,3857.2727272727275
17-Can10BacNon-B10,B10,Bac,Non,Can,11,4243,11,385.72727272727275,900.3,Can Non,0,11,9003
17-Can10BacNon-B10,B10,Bac,Non,Can,14,4243,11,385.72727272727275,1042.5,Can Non,0,14,10425
17-Can10BacNon-B10,B10,Bac,Non,Can,16,4243,11,385.72727272727275,1079.5,Can Non,0,16,10795
17-Can10BacNon-B10,B10,Bac,Non,Can,18,4243,11,385.72727272727275,1082.4,Can Non,0,18,10824
17-Can10BacNon-B10,B10,Bac,Non,Can,2,4243,11,385.72727272727275,531.5,Can Non,0,2,5315
17-Can10BacNon-B10,B10,Bac,Non,Can,4,4243,11,385.72727272727275,590.4,Can Non,0,4,5904
17-Can10BacNon-B10,B10,Bac,Non,Can,7,4243,11,385.72727272727275,688.7,Can Non,0,7,6887
17-Can10BacNon-B10,B10,Bac,Non,Can,9,4243,11,385.72727272727275,790.8,Can Non,0,9,7908
17-Can1ConSte-B1,B1,Con,Ste,Can,0,5395,10,539.5,539.5,Can Ste,0,0,5395
17-Can1ConSte-B1,B1,Con,Ste,Can,11,5395,10,539.5,926.1,Can Ste,0,11,9261
17-Can1ConSte-B1,B1,Con,Ste,Can,14,5395,10,539.5,1206.3,Can Ste,0,14,12063
17-Can1ConSte-B1,B1,Con,Ste,Can,16,5395,10,539.5,1237.6,Can Ste,0,16,12376
17-Can1ConSte-B1,B1,Con,Ste,Can,18,5395,10,539.5,1183.5,Can Ste,0,18,11835
17-Can1ConSte-B1,B1,Con,Ste,Can,2,5395,10,539.5,613.9,Can Ste,0,2,6139
17-Can1ConSte-B1,B1,Con,Ste,Can,4,5395,10,539.5,736.3,Can Ste,0,4,7363
17-Can1ConSte-B1,B1,Con,Ste,Can,7,5395,10,539.5,848,Can Ste,0,7,8480
17-Can1ConSte-B1,B1,Con,Ste,Can,9,5395,10,539.5,886.2,Can Ste,0,9,8862
17-Can3BacNon-B3,B3,Bac,Non,Can,0,4775,10,477.5,477.5,Can Non,0,0,4775
17-Can3BacNon-B3,B3,Bac,Non,Can,11,4775,10,477.5,958.5,Can Non,0,11,9585
17-Can3BacNon-B3,B3,Bac,Non,Can,14,4775,10,477.5,1048.3,Can Non,0,14,10483
17-Can3BacNon-B3,B3,Bac,Non,Can,16,4775,10,477.5,1180.8,Can Non,0,16,11808
17-Can3BacNon-B3,B3,Bac,Non,Can,18,4775,10,477.5,1183.4,Can Non,0,18,11834
17-Can3BacNon-B3,B3,Bac,Non,Can,2,4775,10,477.5,564.5,Can Non,0,2,5645
17-Can3BacNon-B3,B3,Bac,Non,Can,4,4775,10,477.5,613.7,Can Non,0,4,6137
17-Can3BacNon-B3,B3,Bac,Non,Can,7,4775,10,477.5,683.1,Can Non,0,7,6831
17-Can3BacNon-B3,B3,Bac,Non,Can,9,4775,10,477.5,915,Can Non,0,9,9150
17-Can7ConNon-B7,B7,Con,Non,Can,0,5028,10,502.8,502.8,Can Non,0,0,5028
17-Can7ConNon-B7,B7,Con,Non,Can,11,5028,10,502.8,880.4,Can Non,0,11,8804
17-Can7ConNon-B7,B7,Con,Non,Can,14,5028,10,502.8,1229.9,Can Non,0,14,12299
17-Can7ConNon-B7,B7,Con,Non,Can,16,5028,10,502.8,1270.2,Can Non,0,16,12702
17-Can7ConNon-B7,B7,Con,Non,Can,18,5028,10,502.8,1245.3,Can Non,0,18,12453
17-Can7ConNon-B7,B7,Con,Non,Can,2,5028,10,502.8,600,Can Non,0,2,6000
17-Can7ConNon-B7,B7,Con,Non,Can,4,5028,10,502.8,711.6,Can Non,0,4,7116
17-Can7ConNon-B7,B7,Con,Non,Can,7,5028,10,502.8,823.4,Can Non,0,7,8234
17-Can7ConNon-B7,B7,Con,Non,Can,9,5028,10,502.8,830.7,Can Non,0,9,8307
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,0,5691,10,569.1,569.1,Gre Ser,0,0,5691
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,11,5691,10,569.1,908.7777777777778,Gre Ser,1,11,8179
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,14,5691,10,569.1,995.625,Gre Ser,2,14,7965
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,16,5691,10,569.1,1081.142857142857,Gre Ser,3,16,7568
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,18,5691,10,569.1,1075,Gre Ser,3,18,7525
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,2,5691,10,569.1,635.4,Gre Ser,0,2,6354
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,4,5691,10,569.1,719,Gre Ser,1,4,6471
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,7,5691,10,569.1,850.75,Gre Ser,2,7,6806
17-Gre4LevSer-B4,B4,Lev,Ser,Gre,9,5691,10,569.1,858.7777777777778,Gre Ser,1,9,7729
17-Gre8BacNon-B8,B8,Bac,Non,Gre,0,4789,10,478.9,478.9,Gre Non,0,0,4789
17-Gre8BacNon-B8,B8,Bac,Non,Gre,11,4789,10,478.9,1042.6666666666667,Gre Non,1,11,9384
17-Gre8BacNon-B8,B8,Bac,Non,Gre,14,4789,10,478.9,1181.5555555555557,Gre Non,1,14,10634
17-Gre8BacNon-B8,B8,Bac,Non,Gre,16,4789,10,478.9,1286,Gre Non,1,16,11574
17-Gre8BacNon-B8,B8,Bac,Non,Gre,18,4789,10,478.9,1333.4444444444443,Gre Non,1,18,12001
17-Gre8BacNon-B8,B8,Bac,Non,Gre,2,4789,10,478.9,676.3333333333334,Gre Non,1,2,6087
17-Gre8BacNon-B8,B8,Bac,Non,Gre,4,4789,10,478.9,728.6666666666666,Gre Non,1,4,6558
17-Gre8BacNon-B8,B8,Bac,Non,Gre,7,4789,10,478.9,778.5555555555555,Gre Non,1,7,7007
17-Gre8BacNon-B8,B8,Bac,Non,Gre,9,4789,10,478.9,938.2222222222222,Gre Non,1,9,8444
17-Gre9LevNon-B9,B9,Lev,Non,Gre,0,6532,10,653.2,653.2,Gre Non,0,0,6532
17-Gre9LevNon-B9,B9,Lev,Non,Gre,11,6532,10,653.2,1155,Gre Non,0,11,11550
17-Gre9LevNon-B9,B9,Lev,Non,Gre,14,6532,10,653.2,1409,Gre Non,0,14,14090
17-Gre9LevNon-B9,B9,Lev,Non,Gre,16,6532,10,653.2,1480.6,Gre Non,0,16,14806
17-Gre9LevNon-B9,B9,Lev,Non,Gre,18,6532,10,653.2,1428.9,Gre Non,0,18,14289
17-Gre9LevNon-B9,B9,Lev,Non,Gre,2,6532,10,653.2,751.3,Gre Non,0,2,7513
17-Gre9LevNon-B9,B9,Lev,Non,Gre,4,6532,10,653.2,835,Gre Non,0,4,8350
17-Gre9LevNon-B9,B9,Lev,Non,Gre,7,6532,10,653.2,953,Gre Non,0,7,9530
17-Gre9LevNon-B9,B9,Lev,Non,Gre,9,6532,10,653.2,1086.9,Gre Non,0,9,10869
17-Ita2ConSer-B2,B2,Con,Ser,Ita,0,5945,10,594.5,594.5,Ita Ser,0,0,5945
17-Ita2ConSer-B2,B2,Con,Ser,Ita,11,5945,10,594.5,1064.888888888889,Ita Ser,1,11,9584
17-Ita2ConSer-B2,B2,Con,Ser,Ita,14,5945,10,594.5,1268.25,Ita Ser,2,14,10146
17-Ita2ConSer-B2,B2,Con,Ser,Ita,16,5945,10,594.5,1253.125,Ita Ser,2,16,10025
17-Ita2ConSer-B2,B2,Con,Ser,Ita,18,5945,10,594.5,1228.4285714285713,Ita Ser,2,18,9827.42857142857
17-Ita2ConSer-B2,B2,Con,Ser,Ita,2,5945,10,594.5,685,Ita Ser,1,2,6165
17-Ita2ConSer-B2,B2,Con,Ser,Ita,4,5945,10,594.5,788.7777777777778,Ita Ser,1,4,7099
17-Ita2ConSer-B2,B2,Con,Ser,Ita,7,5945,10,594.5,819.1111111111111,Ita Ser,1,7,7372
17-Ita2ConSer-B2,B2,Con,Ser,Ita,9,5945,10,594.5,938.4444444444445,Ita Ser,1,9,8446
17-Ita5BacNon-B5,B5,Bac,Non,Ita,0,4979,10,497.9,497.9,Ita Non,0,0,4979
17-Ita5BacNon-B5,B5,Bac,Non,Ita,11,4979,10,497.9,1041.2,Ita Non,0,11,10412
17-Ita5BacNon-B5,B5,Bac,Non,Ita,14,4979,10,497.9,1232.8,Ita Non,0,14,12328
17-Ita5BacNon-B5,B5,Bac,Non,Ita,16,4979,10,497.9,1253,Ita Non,0,16,12530
17-Ita5BacNon-B5,B5,Bac,Non,Ita,18,4979,10,497.9,1240.6,Ita Non,0,18,12406
17-Ita5BacNon-B5,B5,Bac,Non,Ita,2,4979,10,497.9,549.9,Ita Non,0,2,5499
17-Ita5BacNon-B5,B5,Bac,Non,Ita,4,4979,10,497.9,688.1,Ita Non,0,4,6881
17-Ita5BacNon-B5,B5,Bac,Non,Ita,7,4979,10,497.9,803.5,Ita Non,0,7,8035
17-Ita5BacNon-B5,B5,Bac,Non,Ita,9,4979,10,497.9,896.8,Ita Non,0,9,8968
17-Ita6BacNon-B6,B6,Bac,Non,Ita,0,5118,10,511.8,511.8,Ita Non,0,0,5118
17-Ita6BacNon-B6,B6,Bac,Non,Ita,11,5118,10,511.8,992.6,Ita Non,0,11,9926
17-Ita6BacNon-B6,B6,Bac,Non,Ita,14,5118,10,511.8,1303.1,Ita Non,0,14,13031
17-Ita6BacNon-B6,B6,Bac,Non,Ita,16,5118,10,511.8,1302.6,Ita Non,0,16,13026
17-Ita6BacNon-B6,B6,Bac,Non,Ita,18,5118,10,511.8,1301,Ita Non,0,18,13010
17-Ita6BacNon-B6,B6,Bac,Non,Ita,2,5118,10,511.8,599.7,Ita Non,0,2,5997
17-Ita6BacNon-B6,B6,Bac,Non,Ita,4,5118,10,511.8,725.1,Ita Non,0,4,7251
17-Ita6BacNon-B6,B6,Bac,Non,Ita,7,5118,10,511.8,840.9,Ita Non,0,7,8409
17-Ita6BacNon-B6,B6,Bac,Non,Ita,9,5118,10,511.8,931.5,Ita Non,0,9,9315
18-Can2ConSer-B2,B2,Con,Ser,Can,0,5079,10,507.9,507.9,Can Ser,0,0,5079
18-Can2ConSer-B2,B2,Con,Ser,Can,11,5079,10,507.9,924.8888888888889,Can Ser,1,11,8324
18-Can2ConSer-B2,B2,Con,Ser,Can,14,5079,10,507.9,1013,Can Ser,1,14,9117
18-Can2ConSer-B2,B2,Con,Ser,Can,16,5079,10,507.9,1064.2222222222222,Can Ser,1,16,9578
18-Can2ConSer-B2,B2,Con,Ser,Can,18,5079,10,507.9,1090.2222222222222,Can Ser,1,18,9812
18-Can2ConSer-B2,B2,Con,Ser,Can,2,5079,10,507.9,539.5,Can Ser,0,2,5395
18-Can2ConSer-B2,B2,Con,Ser,Can,4,5079,10,507.9,604,Can Ser,1,4,5436
18-Can2ConSer-B2,B2,Con,Ser,Can,7,5079,10,507.9,639,Can Ser,1,7,5751
18-Can2ConSer-B2,B2,Con,Ser,Can,9,5079,10,507.9,850.3333333333334,Can Ser,1,9,7653
18-Can4LevSer-B4,B4,Lev,Ser,Can,0,4606,10,460.6,460.6,Can Ser,0,0,4606
18-Can4LevSer-B4,B4,Lev,Ser,Can,11,4606,10,460.6,692.5555555555555,Can Ser,1,11,6233
18-Can4LevSer-B4,B4,Lev,Ser,Can,14,4606,10,460.6,777.1111111111111,Can Ser,1,14,6994
18-Can4LevSer-B4,B4,Lev,Ser,Can,16,4606,10,460.6,815.1111111111111,Can Ser,1,16,7336
18-Can4LevSer-B4,B4,Lev,Ser,Can,18,4606,10,460.6,725.375,Can Ser,1,18,6528.375
18-Can4LevSer-B4,B4,Lev,Ser,Can,2,4606,10,460.6,478.5,Can Ser,0,2,4785
18-Can4LevSer-B4,B4,Lev,Ser,Can,4,4606,10,460.6,486.1,Can Ser,0,4,4861
18-Can4LevSer-B4,B4,Lev,Ser,Can,7,4606,10,460.6,631.7777777777778,Can Ser,1,7,5686
18-Can4LevSer-B4,B4,Lev,Ser,Can,9,4606,10,460.6,672.2222222222222,Can Ser,1,9,6050
18-Gre10BacNon-B10,B10,Bac,Non,Gre,0,4326,10,432.6,432.6,Gre Non,0,0,4326
18-Gre10BacNon-B10,B10,Bac,Non,Gre,11,4326,10,432.6,1016.4444444444445,Gre Non,1,11,9148
18-Gre10BacNon-B10,B10,Bac,Non,Gre,14,4326,10,432.6,1102.888888888889,Gre Non,1,14,9926
18-Gre10BacNon-B10,B10,Bac,Non,Gre,16,4326,10,432.6,1146.7777777777778,Gre Non,1,16,10321
18-Gre10BacNon-B10,B10,Bac,Non,Gre,18,4326,10,432.6,1194.6666666666667,Gre Non,1,18,10752
18-Gre10BacNon-B10,B10,Bac,Non,Gre,2,4326,10,432.6,544,Gre Non,0,2,5440
18-Gre10BacNon-B10,B10,Bac,Non,Gre,4,4326,10,432.6,690.1111111111111,Gre Non,1,4,6211
18-Gre10BacNon-B10,B10,Bac,Non,Gre,7,4326,10,432.6,675.7777777777778,Gre Non,1,7,6082
18-Gre10BacNon-B10,B10,Bac,Non,Gre,9,4326,10,432.6,871.2222222222222,Gre Non,1,9,7841
18-Gre1ConSte-B1,B1,Con,Ste,Gre,0,5220,10,522,522,Gre Ste,0,0,5220
18-Gre1ConSte-B1,B1,Con,Ste,Gre,11,5220,10,522,985.9,Gre Ste,0,11,9859
18-Gre1ConSte-B1,B1,Con,Ste,Gre,14,5220,10,522,1287.5,Gre Ste,0,14,12875
18-Gre1ConSte-B1,B1,Con,Ste,Gre,16,5220,10,522,1342,Gre Ste,0,16,13420
18-Gre1ConSte-B1,B1,Con,Ste,Gre,18,5220,10,522,1340.5,Gre Ste,0,18,13405
18-Gre1ConSte-B1,B1,Con,Ste,Gre,2,5220,10,522,630.6,Gre Ste,0,2,6306
18-Gre1ConSte-B1,B1,Con,Ste,Gre,4,5220,10,522,753.4,Gre Ste,0,4,7534
18-Gre1ConSte-B1,B1,Con,Ste,Gre,7,5220,10,522,817.4,Gre Ste,0,7,8174
18-Gre1ConSte-B1,B1,Con,Ste,Gre,9,5220,10,522,902.8,Gre Ste,0,9,9028
