Identity,Bloc,Trt,Wound,Strain,Day,Initial_Mass,Mass,Initial_Number,Number,Mean,Survival,True_Mass
12-Can9BacNon-B9,B9,Bac,Non,Can,2,4479,5477,10,10,547.7,10,5477
12-Can9BacNon-B9,B9,Bac,Non,Can,4,4479,6967,10,10,696.7,10,6967
12-Can9BacNon-B9,B9,Bac,Non,Can,7,4479,7365,10,10,736.5,10,7365
12-Can9BacNon-B9,B9,Bac,Non,Can,9,4479,9221,10,10,922.1,10,9221
12-Gre10ConNon-B10,B10,Con,Non,Gre,11,4135,10607,10,10,1060.7,10,10607
12-Gre10ConNon-B10,B10,Con,Non,Gre,14,4135,12369,10,10,1236.9,10,12369
12-Gre10ConNon-B10,B10,Con,Non,Gre,16,4135,12335,10,10,1233.5,10,12335
12-Gre10ConNon-B10,B10,Con,Non,Gre,18,4135,12442,10,10,1244.2,10,12442
12-Gre10ConNon-B10,B10,Con,Non,Gre,2,4135,5877,10,10,587.7,10,5877
12-Gre10ConNon-B10,B10,Con,Non,Gre,4,4135,7481,10,10,748.1,10,7481
12-Gre10ConNon-B10,B10,Con,Non,Gre,7,4135,7804,10,10,780.4,10,7804
12-Gre10ConNon-B10,B10,Con,Non,Gre,9,4135,8790,10,10,879,10,8790
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,11,6499,12273,10,10,1227.3,10,12273
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,14,6499,15378,10,10,1537.8,10,15378
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,16,6499,14792,10,9,1643.5555555555557,9,14792
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,18,6499,14187,10,9,1576.3333333333333,9,14187
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,2,6499,7833,10,10,783.3,10,7833
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,4,6499,9615,10,10,961.5,10,9615
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,7,6499,10583,10,10,1058.3,10,10583
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,9,6499,11194,10,10,1119.4,10,11194
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,11,4832,8436,10,10,843.6,10,8436
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,14,4832,10237,10,10,1023.7,10,10237
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,16,4832,10619,10,10,1061.9,10,10619
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,18,4832,10657,10,9,1184.111111111111,9,10657
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,2,4832,5621,10,10,562.1,10,5621
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4,4832,6184,10,10,618.4,10,6184
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,7,4832,7121,10,10,712.1,10,7121
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,9,4832,7803,10,10,780.3,10,7803
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,11,7033,9815,10,9,1090.5555555555557,9,9815
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,14,7033,10942,10,9,1215.7777777777778,9,10942
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,16,7033,9199,10,8,1149.875,9,10348.875
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,18,7033,8929,10,8,1116.125,9,10045.125
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,2,7033,7589,10,10,758.9,10,7589
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,4,7033,8549,10,10,854.9,10,8549
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7,7033,9106,10,10,910.6,10,9106
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,9,7033,8735,10,9,970.5555555555555,9,8735
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,11,5998,10547,10,10,1054.7,10,10547
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,14,5998,12419,10,10,1241.9,10,12419
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,16,5998,11138,10,9,1237.5555555555557,10,12375.555555555557
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,18,5998,10800,10,9,1200,10,12000
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,2,5998,7533,10,10,753.3,10,7533
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,4,5998,8438,10,10,843.8,10,8438
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,7,5998,9025,10,10,902.5,10,9025
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,9,5998,9940,10,10,994,10,9940
13-Can10BacSte-B10,B10,Bac,Ste,Can,11,3963,8826,10,10,882.6,10,8826
13-Can10BacSte-B10,B10,Bac,Ste,Can,14,3963,9196,10,10,919.6,10,9196
13-Can10BacSte-B10,B10,Bac,Ste,Can,16,3963,9096,10,10,909.6,10,9096
13-Can10BacSte-B10,B10,Bac,Ste,Can,18,3963,9216,10,10,921.6,10,9216
13-Can10BacSte-B10,B10,Bac,Ste,Can,2,3963,5245,10,10,524.5,10,5245
13-Can10BacSte-B10,B10,Bac,Ste,Can,4,3963,6113,10,10,611.3,10,6113
13-Can10BacSte-B10,B10,Bac,Ste,Can,7,3963,6190,10,10,619,10,6190
13-Can10BacSte-B10,B10,Bac,Ste,Can,9,3963,7286,10,10,728.6,10,7286
13-Can4ConSte-B4,B4,Con,Ste,Can,11,4718,8975,10,10,897.5,10,8975
13-Can4ConSte-B4,B4,Con,Ste,Can,14,4718,11368,10,10,1136.8,10,11368
13-Can4ConSte-B4,B4,Con,Ste,Can,16,4718,11654,10,10,1165.4,10,11654
13-Can4ConSte-B4,B4,Con,Ste,Can,18,4718,11125,10,10,1112.5,10,11125
13-Can4ConSte-B4,B4,Con,Ste,Can,2,4718,5815,10,10,581.5,10,5815
13-Can4ConSte-B4,B4,Con,Ste,Can,4,4718,6933,10,10,693.3,10,6933
13-Can4ConSte-B4,B4,Con,Ste,Can,7,4718,7976,10,10,797.6,10,7976
13-Can4ConSte-B4,B4,Con,Ste,Can,9,4718,8226,10,10,822.6,10,8226
13-Can7BacSte-B7,B7,Bac,Ste,Can,11,4471,7873,10,9,874.7777777777778,9,7873
13-Can7BacSte-B7,B7,Bac,Ste,Can,14,4471,9029,10,9,1003.2222222222222,9,9029
13-Can7BacSte-B7,B7,Bac,Ste,Can,16,4471,9789,10,9,1087.6666666666667,9,9789
13-Can7BacSte-B7,B7,Bac,Ste,Can,18,4471,9674,10,9,1074.888888888889,9,9674
13-Can7BacSte-B7,B7,Bac,Ste,Can,2,4471,4969,10,9,552.1111111111111,9,4969
13-Can7BacSte-B7,B7,Bac,Ste,Can,4,4471,5795,10,9,643.8888888888889,9,5795
13-Can7BacSte-B7,B7,Bac,Ste,Can,7,4471,6108,10,9,678.6666666666666,9,6108
13-Can7BacSte-B7,B7,Bac,Ste,Can,9,4471,6960,10,9,773.3333333333334,9,6960
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,11,6100,11449,10,10,1144.9,10,11449
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,14,6100,12865,10,10,1286.5,10,12865
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,16,6100,11622,10,8,1452.75,9,13074.75
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,18,6100,11777,10,8,1472.125,9,13249.125
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,2,6100,7352,10,10,735.2,10,7352
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,4,6100,8365,10,10,836.5,10,8365
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,7,6100,9525,10,10,952.5,10,9525
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,9,6100,10397,10,10,1039.7,10,10397
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,11,5975,10786,10,10,1078.6,10,10786
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,14,5975,12148,10,9,1349.7777777777778,9,12148
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,16,5975,12164,10,9,1351.5555555555557,9,12164
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,18,5975,11870,10,9,1318.888888888889,9,11870
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,2,5975,7117,10,10,711.7,10,7117
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,4,5975,8287,10,10,828.7,10,8287
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,7,5975,8349,10,10,834.9,10,8349
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,9,5975,9366,10,10,936.6,10,9366
13-Gre5LevNon-B5,B5,Lev,Non,Gre,11,5535,11282,10,9,1253.5555555555557,9,11282
13-Gre5LevNon-B5,B5,Lev,Non,Gre,14,5535,12439,10,9,1382.111111111111,9,12439
13-Gre5LevNon-B5,B5,Lev,Non,Gre,16,5535,13134,10,9,1459.3333333333333,9,13134
13-Gre5LevNon-B5,B5,Lev,Non,Gre,18,5535,11585,10,8,1448.125,9,13033.125
13-Gre5LevNon-B5,B5,Lev,Non,Gre,2,5535,6037,10,9,670.7777777777778,9,6037
13-Gre5LevNon-B5,B5,Lev,Non,Gre,4,5535,7108,10,9,789.7777777777778,9,7108
13-Gre5LevNon-B5,B5,Lev,Non,Gre,7,5535,8450,10,9,938.8888888888889,9,8450
13-Gre5LevNon-B5,B5,Lev,Non,Gre,9,5535,9924,10,9,1102.6666666666667,9,9924
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,11,6107,9390,10,9,1043.3333333333333,9,9390
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,14,6107,10498,10,8,1312.25,8,10498
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,16,6107,8919,10,7,1274.142857142857,8,10193.142857142857
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,18,6107,8860,10,7,1265.7142857142858,8,10125.714285714286
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,2,6107,6769,10,10,676.9,10,6769
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,4,6107,7060,10,9,784.4444444444445,9,7060
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,7,6107,8526,10,9,947.3333333333334,9,8526
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,9,6107,8921,10,9,991.2222222222222,9,8921
13-Ita3ConNon-B3,B3,Con,Non,Ita,11,7356,12713,10,10,1271.3,10,12713
13-Ita3ConNon-B3,B3,Con,Non,Ita,14,7356,14691,10,10,1469.1,10,14691
13-Ita3ConNon-B3,B3,Con,Non,Ita,16,7356,13428,10,9,1492,10,14920
13-Ita3ConNon-B3,B3,Con,Non,Ita,18,7356,8903,10,6,1483.8333333333333,10,14838.333333333332
13-Ita3ConNon-B3,B3,Con,Non,Ita,2,7356,8313,10,10,831.3,10,8313
13-Ita3ConNon-B3,B3,Con,Non,Ita,4,7356,9506,10,10,950.6,10,9506
13-Ita3ConNon-B3,B3,Con,Non,Ita,7,7356,10201,10,10,1020.1,10,10201
13-Ita3ConNon-B3,B3,Con,Non,Ita,9,7356,11953,10,10,1195.3,10,11953
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,11,5595,10544,10,10,1054.4,10,10544
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,14,5595,11359,10,9,1262.111111111111,9,11359
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,16,5595,11022,10,9,1224.6666666666667,9,11022
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,18,5595,10884,10,9,1209.3333333333333,9,10884
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,2,5595,6828,10,10,682.8,10,6828
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,4,5595,8100,10,10,810,10,8100
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,7,5595,7915,10,10,791.5,10,7915
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,9,5595,9211,10,10,921.1,10,9211
13-Ita9ConSte-B9,B9,Con,Ste,Ita,11,5052,8694,10,8,1086.75,8,8694
13-Ita9ConSte-B9,B9,Con,Ste,Ita,14,5052,10036,10,8,1254.5,8,10036
13-Ita9ConSte-B9,B9,Con,Ste,Ita,16,5052,9941,10,8,1242.625,8,9941
13-Ita9ConSte-B9,B9,Con,Ste,Ita,18,5052,8666,10,7,1238,8,9904
13-Ita9ConSte-B9,B9,Con,Ste,Ita,2,5052,5660,10,9,628.8888888888889,9,5660
13-Ita9ConSte-B9,B9,Con,Ste,Ita,4,5052,6885,10,9,765,9,6885
13-Ita9ConSte-B9,B9,Con,Ste,Ita,7,5052,6624,10,9,736,9,6624
13-Ita9ConSte-B9,B9,Con,Ste,Ita,9,5052,7856,10,8,982,8,7856
14-Can2LevSte-B2,B2,Lev,Ste,Can,11,4264,8442,10,10,844.2,10,8442
14-Can2LevSte-B2,B2,Lev,Ste,Can,14,4264,10024,10,10,1002.4,10,10024
14-Can2LevSte-B2,B2,Lev,Ste,Can,16,4264,10210,10,10,1021,10,10210
14-Can2LevSte-B2,B2,Lev,Ste,Can,18,4264,9964,10,10,996.4,10,9964
14-Can2LevSte-B2,B2,Lev,Ste,Can,2,4264,4970,10,10,497,10,4970
14-Can2LevSte-B2,B2,Lev,Ste,Can,4,4264,5853,10,10,585.3,10,5853
14-Can2LevSte-B2,B2,Lev,Ste,Can,7,4264,6565,10,10,656.5,10,6565
14-Can2LevSte-B2,B2,Lev,Ste,Can,9,4264,7372,10,10,737.2,10,7372
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,11,5183,10542,10,10,1054.2,10,10542
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,14,5183,12382,10,10,1238.2,10,12382
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,16,5183,12334,10,10,1233.4,10,12334
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,18,5183,12412,10,10,1241.2,10,12412
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,2,5183,5154,10,10,515.4,10,5154
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,4,5183,6343,10,10,634.3,10,6343
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,7,5183,8218,10,10,821.8,10,8218
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,9,5183,8675,10,10,867.5,10,8675
14-Gre3ConNon-B3,B3,Con,Non,Gre,11,4677,10123,10,10,1012.3,10,10123
14-Gre3ConNon-B3,B3,Con,Non,Gre,14,4677,12071,10,10,1207.1,10,12071
14-Gre3ConNon-B3,B3,Con,Non,Gre,16,4677,13384,10,10,1338.4,10,13384
14-Gre3ConNon-B3,B3,Con,Non,Gre,18,4677,13587,10,10,1358.7,10,13587
14-Gre3ConNon-B3,B3,Con,Non,Gre,2,4677,6720,10,10,672,10,6720
14-Gre3ConNon-B3,B3,Con,Non,Gre,4,4677,7125,10,10,712.5,10,7125
14-Gre3ConNon-B3,B3,Con,Non,Gre,7,4677,7837,10,10,783.7,10,7837
14-Gre3ConNon-B3,B3,Con,Non,Gre,9,4677,9363,10,10,936.3,10,9363
14-Gre4ConSte-B4,B4,Con,Ste,Gre,11,4980,7754,10,9,861.5555555555555,9,7754
14-Gre4ConSte-B4,B4,Con,Ste,Gre,14,4980,8955,10,9,995,9,8955
14-Gre4ConSte-B4,B4,Con,Ste,Gre,16,4980,9790,10,9,1087.7777777777778,9,9790
14-Gre4ConSte-B4,B4,Con,Ste,Gre,18,4980,9952,10,9,1105.7777777777778,9,9952
14-Gre4ConSte-B4,B4,Con,Ste,Gre,2,4980,4971,10,10,497.1,10,4971
14-Gre4ConSte-B4,B4,Con,Ste,Gre,4,4980,5482,10,9,609.1111111111111,9,5482
14-Gre4ConSte-B4,B4,Con,Ste,Gre,7,4980,6408,10,9,712,9,6408
14-Gre4ConSte-B4,B4,Con,Ste,Gre,9,4980,7356,10,9,817.3333333333334,9,7356
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,11,6048,9089,10,9,1009.8888888888889,9,9089
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,14,6048,10672,10,9,1185.7777777777778,9,10672
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,16,6048,10409,10,9,1156.5555555555557,8,9252.444444444445
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,18,6048,10419,10,9,1157.6666666666667,8,9261.333333333334
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,2,6048,6113,10,10,611.3,10,6113
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,4,6048,7224,10,9,802.6666666666666,9,7224
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,7,6048,7155,10,9,795,9,7155
14-Gre6LevSer-B6,B6,Lev,Ser,Gre,9,6048,8400,10,9,933.3333333333334,9,8400
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,11,5881,10530,10,10,1053,10,10530
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,14,5881,12808,10,10,1280.8,10,12808
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,16,5881,12739,10,9,1415.4444444444443,9,12739
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,18,5881,12848,10,9,1427.5555555555557,9,12848
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,2,5881,6977,10,10,697.7,10,6977
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,4,5881,7963,10,10,796.3,10,7963
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,7,5881,8447,10,10,844.7,10,8447
14-Gre7BacSte-B7,B7,Bac,Ste,Gre,9,5881,9731,10,10,973.1,10,9731
14-Gre9ConSte-B9,B9,Con,Ste,Gre,11,5210,11647,10,10,1164.7,10,11647
14-Gre9ConSte-B9,B9,Con,Ste,Gre,14,5210,13197,10,10,1319.7,10,13197
14-Gre9ConSte-B9,B9,Con,Ste,Gre,16,5210,13154,10,9,1461.5555555555557,9,13154
14-Gre9ConSte-B9,B9,Con,Ste,Gre,18,5210,12726,10,9,1414,9,12726
14-Gre9ConSte-B9,B9,Con,Ste,Gre,2,5210,6436,10,10,643.6,10,6436
14-Gre9ConSte-B9,B9,Con,Ste,Gre,4,5210,8313,10,10,831.3,10,8313
14-Gre9ConSte-B9,B9,Con,Ste,Gre,7,5210,8798,10,10,879.8,10,8798
14-Gre9ConSte-B9,B9,Con,Ste,Gre,9,5210,11094,10,10,1109.4,10,11094
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,11,5999,9158,10,9,1017.5555555555555,9,9158
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,14,5999,11049,10,9,1227.6666666666667,9,11049
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,16,5999,10251,10,8,1281.375,9,11532.375
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,18,5999,10231,10,8,1278.875,9,11509.875
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,2,5999,6865,10,10,686.5,10,6865
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,4,5999,7887,10,10,788.7,10,7887
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,7,5999,7789,10,9,865.4444444444445,9,7789
14-Ita1BacSte-B1,B1,Bac,Ste,Ita,9,5999,8451,10,9,939,9,8451
14-Ita5LevNon-B5,B5,Lev,Non,Ita,11,5800,12908,10,10,1290.8,10,12908
14-Ita5LevNon-B5,B5,Lev,Non,Ita,14,5800,14225,10,10,1422.5,10,14225
14-Ita5LevNon-B5,B5,Lev,Non,Ita,16,5800,13577,10,10,1357.7,10,13577
14-Ita5LevNon-B5,B5,Lev,Non,Ita,18,5800,13510,10,10,1351,10,13510
14-Ita5LevNon-B5,B5,Lev,Non,Ita,2,5800,7513,10,10,751.3,10,7513
14-Ita5LevNon-B5,B5,Lev,Non,Ita,4,5800,8481,10,10,848.1,10,8481
14-Ita5LevNon-B5,B5,Lev,Non,Ita,7,5800,9225,10,10,922.5,10,9225
14-Ita5LevNon-B5,B5,Lev,Non,Ita,9,5800,11150,10,10,1115,10,11150
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,11,5582,9202,10,9,1022.4444444444445,9,9202
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,14,5582,10621,10,8,1327.625,8,10621
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,16,5582,10742,10,8,1342.75,8,10742
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,18,5582,9343,10,7,1334.7142857142858,8,10677.714285714286
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,2,5582,6731,10,9,747.8888888888889,9,6731
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,4,5582,7368,10,9,818.6666666666666,9,7368
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,7,5582,7492,10,9,832.4444444444445,9,7492
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,9,5582,8155,10,9,906.1111111111111,9,8155
15-Can1BacSte-B1,B1,Bac,Ste,Can,11,4753,9041,10,10,904.1,10,9041
15-Can1BacSte-B1,B1,Bac,Ste,Can,14,4753,11465,10,10,1146.5,10,11465
15-Can1BacSte-B1,B1,Bac,Ste,Can,16,4753,11699,10,10,1169.9,10,11699
15-Can1BacSte-B1,B1,Bac,Ste,Can,18,4753,11587,10,10,1158.7,10,11587
15-Can1BacSte-B1,B1,Bac,Ste,Can,2,4753,5995,10,10,599.5,10,5995
15-Can1BacSte-B1,B1,Bac,Ste,Can,4,4753,7266,10,10,726.6,10,7266
15-Can1BacSte-B1,B1,Bac,Ste,Can,7,4753,7259,10,10,725.9,10,7259
15-Can1BacSte-B1,B1,Bac,Ste,Can,9,4753,7932,10,10,793.2,10,7932
15-Can3ConNon-B3,B3,Con,Non,Can,11,4179,8854,10,10,885.4,10,8854
15-Can3ConNon-B3,B3,Con,Non,Can,14,4179,10695,10,10,1069.5,10,10695
15-Can3ConNon-B3,B3,Con,Non,Can,16,4179,11569,10,10,1156.9,10,11569
15-Can3ConNon-B3,B3,Con,Non,Can,18,4179,11595,10,10,1159.5,10,11595
15-Can3ConNon-B3,B3,Con,Non,Can,2,4179,5139,10,10,513.9,10,5139
15-Can3ConNon-B3,B3,Con,Non,Can,4,4179,5855,10,10,585.5,10,5855
15-Can3ConNon-B3,B3,Con,Non,Can,7,4179,6703,10,10,670.3,10,6703
15-Can3ConNon-B3,B3,Con,Non,Can,9,4179,8021,10,10,802.1,10,8021
15-Can5LevNon-B5,B5,Lev,Non,Can,11,5125,9534,10,9,1059.3333333333333,9,9534
15-Can5LevNon-B5,B5,Lev,Non,Can,14,5125,11558,10,9,1284.2222222222222,9,11558
15-Can5LevNon-B5,B5,Lev,Non,Can,16,5125,11675,10,9,1297.2222222222222,9,11675
15-Can5LevNon-B5,B5,Lev,Non,Can,18,5125,11447,10,9,1271.888888888889,9,11447
15-Can5LevNon-B5,B5,Lev,Non,Can,2,5125,5869,10,10,586.9,10,5869
15-Can5LevNon-B5,B5,Lev,Non,Can,4,5125,6346,10,9,705.1111111111111,9,6346
15-Can5LevNon-B5,B5,Lev,Non,Can,7,5125,7527,10,9,836.3333333333334,9,7527
15-Can5LevNon-B5,B5,Lev,Non,Can,9,5125,8055,10,9,895,9,8055
15-Can6LevSer-B6,B6,Lev,Ser,Can,11,4747,7492,10,9,832.4444444444445,9,7492
15-Can6LevSer-B6,B6,Lev,Ser,Can,14,4747,8789,10,9,976.5555555555555,9,8789
15-Can6LevSer-B6,B6,Lev,Ser,Can,16,4747,8687,10,8,1085.875,9,9772.875
15-Can6LevSer-B6,B6,Lev,Ser,Can,18,4747,8776,10,8,1097,9,9873
15-Can6LevSer-B6,B6,Lev,Ser,Can,2,4747,5165,10,10,516.5,10,5165
15-Can6LevSer-B6,B6,Lev,Ser,Can,4,4747,5517,10,9,613,9,5517
15-Can6LevSer-B6,B6,Lev,Ser,Can,7,4747,5872,10,9,652.4444444444445,9,5872
15-Can6LevSer-B6,B6,Lev,Ser,Can,9,4747,6774,10,9,752.6666666666666,9,6774
15-Can8LevSte-B8,B8,Lev,Ste,Can,11,5343,9429,10,10,942.9,10,9429
15-Can8LevSte-B8,B8,Lev,Ste,Can,14,5343,12030,10,9,1336.6666666666667,9,12030
15-Can8LevSte-B8,B8,Lev,Ste,Can,16,5343,11755,10,9,1306.111111111111,9,11755
15-Can8LevSte-B8,B8,Lev,Ste,Can,18,5343,11525,10,9,1280.5555555555557,9,11525
15-Can8LevSte-B8,B8,Lev,Ste,Can,2,5343,5989,10,10,598.9,10,5989
15-Can8LevSte-B8,B8,Lev,Ste,Can,4,5343,7851,10,10,785.1,10,7851
15-Can8LevSte-B8,B8,Lev,Ste,Can,7,5343,7904,10,10,790.4,10,7904
15-Can8LevSte-B8,B8,Lev,Ste,Can,9,5343,8637,10,10,863.7,10,8637
15-Can9ConSte-B9,B9,Con,Ste,Can,11,4316,8124,10,9,902.6666666666666,9,8124
15-Can9ConSte-B9,B9,Con,Ste,Can,14,4316,9254,10,9,1028.2222222222222,9,9254
15-Can9ConSte-B9,B9,Con,Ste,Can,16,4316,9967,10,9,1107.4444444444443,9,9967
15-Can9ConSte-B9,B9,Con,Ste,Can,18,4316,8740,10,8,1092.5,8,8740
15-Can9ConSte-B9,B9,Con,Ste,Can,2,4316,5284,10,10,528.4,10,5284
15-Can9ConSte-B9,B9,Con,Ste,Can,4,4316,6225,10,10,622.5,10,6225
15-Can9ConSte-B9,B9,Con,Ste,Can,7,4316,6098,10,10,609.8,10,6098
15-Can9ConSte-B9,B9,Con,Ste,Can,9,4316,7781,10,9,864.5555555555555,9,7781
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,11,4134,6859,10,9,762.1111111111111,9,6859
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,14,4134,9260,10,9,1028.888888888889,9,9260
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,16,4134,9709,10,9,1078.7777777777778,9,9709
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,18,4134,9691,10,9,1076.7777777777778,9,9691
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,2,4134,3654,10,9,406,9,3654
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,4,4134,4326,10,9,480.6666666666667,9,4326
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,7,4134,5840,10,9,648.8888888888889,9,5840
15-Ita10BacSte-B10,B10,Bac,Ste,Ita,9,4134,5866,10,9,651.7777777777778,9,5866
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,11,6899,11984,10,10,1198.4,10,11984
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,14,6899,13122,10,10,1312.2,10,13122
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,16,6899,12945,10,10,1294.5,10,12945
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,18,6899,12543,10,10,1254.3,10,12543
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,2,6899,8205,10,10,820.5,10,8205
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,4,6899,8860,10,10,886,10,8860
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,7,6899,9138,10,10,913.8,10,9138
15-Ita2LevSte-B2,B2,Lev,Ste,Ita,9,6899,9651,10,10,965.1,10,9651
15-Ita4ConSte-B4,B4,Con,Ste,Ita,11,5093,9667,10,10,966.7,10,9667
15-Ita4ConSte-B4,B4,Con,Ste,Ita,14,5093,12015,10,10,1201.5,10,12015
15-Ita4ConSte-B4,B4,Con,Ste,Ita,16,5093,12491,10,10,1249.1,10,12491
15-Ita4ConSte-B4,B4,Con,Ste,Ita,18,5093,12846,10,10,1284.6,10,12846
15-Ita4ConSte-B4,B4,Con,Ste,Ita,2,5093,5446,10,10,544.6,10,5446
15-Ita4ConSte-B4,B4,Con,Ste,Ita,4,5093,6292,10,10,629.2,10,6292
15-Ita4ConSte-B4,B4,Con,Ste,Ita,7,5093,7421,10,10,742.1,10,7421
15-Ita4ConSte-B4,B4,Con,Ste,Ita,9,5093,9007,10,10,900.7,10,9007
