Identity,Bloc,Trt,Wound,Strain,Day,Initial_Mass,Mass,Initial_Number,Number,Mean,Survival,True_Mass
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,16,5086,11035,10,9,1226.111111111111,9,11035
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,18,5086,11187,10,9,1243,9,11187
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,2,5086,5620,10,10,562,10,5620
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,4,5086,6244,10,10,624.4,10,6244
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,7,5086,7031,10,10,703.1,10,7031
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,9,5086,8211,10,10,821.1,10,8211
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,11,4527,9614,10,10,961.4,10,9614
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,14,4527,10451,10,10,1045.1,10,10451
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,16,4527,10622,10,10,1062.2,10,10622
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,18,4527,9771,10,9,1085.6666666666667,10,10856.666666666668
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,2,4527,5599,10,10,559.9,10,5599
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4,4527,6163,10,10,616.3,10,6163
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,7,4527,6644,10,10,664.4,10,6644
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,9,4527,8362,10,10,836.2,10,8362
19-Ita4LevNon-B4,B4,Lev,Non,Ita,11,5712,9821,10,9,1091.2222222222222,10,10912.222222222223
19-Ita4LevNon-B4,B4,Lev,Non,Ita,14,5712,10759,10,8,1344.875,10,13448.75
19-Ita4LevNon-B4,B4,Lev,Non,Ita,16,5712,11189,10,8,1398.625,10,13986.25
19-Ita4LevNon-B4,B4,Lev,Non,Ita,18,5712,11221,10,8,1402.625,10,14026.25
19-Ita4LevNon-B4,B4,Lev,Non,Ita,2,5712,7385,10,10,738.5,10,7385
19-Ita4LevNon-B4,B4,Lev,Non,Ita,4,5712,8894,10,10,889.4,10,8894
19-Ita4LevNon-B4,B4,Lev,Non,Ita,7,5712,9146,10,10,914.6,10,9146
19-Ita4LevNon-B4,B4,Lev,Non,Ita,9,5712,9195,10,9,1021.6666666666666,10,10216.666666666666
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,11,4275,8905,9,10,890.5,10,8905
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,14,4275,10096,9,10,1009.6,10,10096
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,16,4275,10817,9,10,1081.7,10,10817
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,18,4275,10880,9,10,1088,10,10880
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,2,4275,5148,9,10,514.8,10,5148
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4,4275,6136,9,10,613.6,10,6136
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,7,4275,6541,9,10,654.1,10,6541
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,9,4275,7826,9,10,782.6,10,7826
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,11,6393,11637,10,10,1163.7,10,11637
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,14,6393,13650,10,10,1365,10,13650
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,16,6393,13340,10,10,1334,10,13340
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,18,6393,12030,10,9,1336.6666666666667,10,13366.666666666668
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,2,6393,8291,10,10,829.1,10,8291
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,4,6393,9414,10,10,941.4,10,9414
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,7,6393,9349,10,10,934.9,10,9349
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,9,6393,10139,10,10,1013.9,10,10139
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,11,5161,7486,10,9,831.7777777777778,9,7486
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,14,5161,9647,10,9,1071.888888888889,9,9647
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,16,5161,9259,10,8,1157.375,8,9259
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,18,5161,9065,10,8,1133.125,8,9065
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,2,5161,6062,10,10,606.2,10,6062
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,4,5161,6053,10,9,672.5555555555555,9,6053
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,7,5161,6093,10,9,677,9,6093
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,9,5161,6724,10,9,747.1111111111111,9,6724
2-Can10LevNon-B10,B10,Lev,Non,Can,11,4178,8651,10,10,865.1,10,8651
2-Can10LevNon-B10,B10,Lev,Non,Can,14,4178,10324,10,10,1032.4,10,10324
2-Can10LevNon-B10,B10,Lev,Non,Can,16,4178,10574,10,10,1057.4,10,10574
2-Can10LevNon-B10,B10,Lev,Non,Can,18,4178,10597,10,10,1059.7,10,10597
2-Can10LevNon-B10,B10,Lev,Non,Can,2,4178,5319,10,10,531.9,10,5319
2-Can10LevNon-B10,B10,Lev,Non,Can,4,4178,6071,10,10,607.1,10,6071
2-Can10LevNon-B10,B10,Lev,Non,Can,7,4178,6857,10,10,685.7,10,6857
2-Can10LevNon-B10,B10,Lev,Non,Can,9,4178,6972,10,10,697.2,10,6972
2-Can1LevSer-B1,B1,Lev,Ser,Can,11,5340,8322,10,10,832.2,10,8322
2-Can1LevSer-B1,B1,Lev,Ser,Can,14,5340,9776,10,10,977.6,10,9776
2-Can1LevSer-B1,B1,Lev,Ser,Can,16,5340,10120,10,10,1012,10,10120
2-Can1LevSer-B1,B1,Lev,Ser,Can,18,5340,10238,10,10,1023.8,10,10238
2-Can1LevSer-B1,B1,Lev,Ser,Can,2,5340,6423,10,10,642.3,10,6423
2-Can1LevSer-B1,B1,Lev,Ser,Can,4,5340,7023,10,10,702.3,10,7023
2-Can1LevSer-B1,B1,Lev,Ser,Can,7,5340,7289,10,10,728.9,10,7289
2-Can1LevSer-B1,B1,Lev,Ser,Can,9,5340,7692,10,10,769.2,10,7692
2-Can7BacNon-B7,B7,Bac,Non,Can,11,4783,9225,10,10,922.5,10,9225
2-Can7BacNon-B7,B7,Bac,Non,Can,14,4783,12412,10,10,1241.2,10,12412
2-Can7BacNon-B7,B7,Bac,Non,Can,16,4783,12563,10,10,1256.3,10,12563
2-Can7BacNon-B7,B7,Bac,Non,Can,18,4783,12520,10,10,1252,10,12520
2-Can7BacNon-B7,B7,Bac,Non,Can,2,4783,6575,10,10,657.5,10,6575
2-Can7BacNon-B7,B7,Bac,Non,Can,4,4783,7910,10,10,791,10,7910
2-Can7BacNon-B7,B7,Bac,Non,Can,7,4783,8318,10,10,831.8,10,8318
2-Can7BacNon-B7,B7,Bac,Non,Can,9,4783,8561,10,10,856.1,10,8561
2-Can8BacSte-B8,B8,Bac,Ste,Can,11,4373,8910,10,10,891,10,8910
2-Can8BacSte-B8,B8,Bac,Ste,Can,14,4373,9933,10,10,993.3,10,9933
2-Can8BacSte-B8,B8,Bac,Ste,Can,16,4373,10521,10,10,1052.1,10,10521
2-Can8BacSte-B8,B8,Bac,Ste,Can,18,4373,11251,10,10,1125.1,10,11251
2-Can8BacSte-B8,B8,Bac,Ste,Can,2,4373,5633,10,10,563.3,10,5633
2-Can8BacSte-B8,B8,Bac,Ste,Can,4,4373,6122,10,10,612.2,10,6122
2-Can8BacSte-B8,B8,Bac,Ste,Can,7,4373,6865,10,10,686.5,10,6865
2-Can8BacSte-B8,B8,Bac,Ste,Can,9,4373,8069,10,10,806.9,10,8069
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,11,7210,8653,10,8,1081.625,8,8653
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,14,7210,9099,10,8,1137.375,8,9099
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,16,7210,9122,10,8,1140.25,8,9122
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,18,7210,7290,10,6,1215,7,8505
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,2,7210,6777,10,9,753,9,6777
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,4,7210,6980,10,9,775.5555555555555,9,6980
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7,7210,7383,10,9,820.3333333333334,9,7383
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,9,7210,7625,10,8,953.125,8,7625
2-Gre6ConNon-B6,B6,Con,Non,Gre,11,5681,11659,10,10,1165.9,10,11659
2-Gre6ConNon-B6,B6,Con,Non,Gre,14,5681,14589,10,10,1458.9,10,14589
2-Gre6ConNon-B6,B6,Con,Non,Gre,16,5681,14517,10,10,1451.7,10,14517
2-Gre6ConNon-B6,B6,Con,Non,Gre,18,5681,14104,10,10,1410.4,10,14104
2-Gre6ConNon-B6,B6,Con,Non,Gre,2,5681,7281,10,10,728.1,10,7281
2-Gre6ConNon-B6,B6,Con,Non,Gre,4,5681,8950,10,10,895,10,8950
2-Gre6ConNon-B6,B6,Con,Non,Gre,7,5681,9077,10,10,907.7,10,9077
2-Gre6ConNon-B6,B6,Con,Non,Gre,9,5681,10640,10,10,1064,10,10640
2-Ita2ConNon-B2,B2,Con,Non,Ita,11,5504,11854,10,10,1185.4,10,11854
2-Ita2ConNon-B2,B2,Con,Non,Ita,14,5504,11971,10,9,1330.111111111111,10,13301.111111111111
2-Ita2ConNon-B2,B2,Con,Non,Ita,16,5504,12090,10,9,1343.3333333333333,10,13433.333333333332
2-Ita2ConNon-B2,B2,Con,Non,Ita,18,5504,12058,10,9,1339.7777777777778,10,13397.777777777777
2-Ita2ConNon-B2,B2,Con,Non,Ita,2,5504,6507,10,10,650.7,10,6507
2-Ita2ConNon-B2,B2,Con,Non,Ita,4,5504,7628,10,10,762.8,10,7628
2-Ita2ConNon-B2,B2,Con,Non,Ita,7,5504,8897,10,10,889.7,10,8897
2-Ita2ConNon-B2,B2,Con,Non,Ita,9,5504,9720,10,10,972,10,9720
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,11,5882,11315,10,10,1131.5,10,11315
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,14,5882,13462,10,10,1346.2,10,13462
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,16,5882,13559,10,10,1355.9,10,13559
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,18,5882,13276,10,10,1327.6,10,13276
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,2,5882,7288,10,10,728.8,10,7288
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,4,5882,8323,10,10,832.3,10,8323
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,7,5882,9017,10,10,901.7,10,9017
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,9,5882,10179,10,10,1017.9,10,10179
2-Ita4ConSer-B4,B4,Con,Ser,Ita,11,6070,6779,10,8,847.375,8,6779
2-Ita4ConSer-B4,B4,Con,Ser,Ita,14,6070,8656,10,8,1082,8,8656
2-Ita4ConSer-B4,B4,Con,Ser,Ita,16,6070,6941,10,6,1156.8333333333333,7,8097.833333333333
2-Ita4ConSer-B4,B4,Con,Ser,Ita,18,6070,6591,10,5,1318.2,7,9227.4
2-Ita4ConSer-B4,B4,Con,Ser,Ita,2,6070,6065,10,10,606.5,10,6065
2-Ita4ConSer-B4,B4,Con,Ser,Ita,4,6070,6181,10,10,618.1,10,6181
2-Ita4ConSer-B4,B4,Con,Ser,Ita,7,6070,6969,10,8,871.125,8,6969
2-Ita4ConSer-B4,B4,Con,Ser,Ita,9,6070,6659,10,8,832.375,8,6659
2-Ita9ConSer-B9,B9,Con,Ser,Ita,11,5029,9080,10,10,908,10,9080
2-Ita9ConSer-B9,B9,Con,Ser,Ita,14,5029,9988,10,9,1109.7777777777778,9,9988
2-Ita9ConSer-B9,B9,Con,Ser,Ita,16,5029,9785,10,9,1087.2222222222222,9,9785
2-Ita9ConSer-B9,B9,Con,Ser,Ita,18,5029,8730,10,8,1091.25,9,9821.25
2-Ita9ConSer-B9,B9,Con,Ser,Ita,2,5029,6140,10,10,614,10,6140
2-Ita9ConSer-B9,B9,Con,Ser,Ita,4,5029,6624,10,10,662.4,10,6624
2-Ita9ConSer-B9,B9,Con,Ser,Ita,7,5029,7175,10,10,717.5,10,7175
2-Ita9ConSer-B9,B9,Con,Ser,Ita,9,5029,8838,10,10,883.8,10,8838
20-Can10LevSte-B10,B10,Lev,Ste,Can,11,4740,10152,10,10,1015.2,10,10152
20-Can10LevSte-B10,B10,Lev,Ste,Can,14,4740,11817,10,10,1181.7,10,11817
20-Can10LevSte-B10,B10,Lev,Ste,Can,16,4740,11844,10,10,1184.4,10,11844
20-Can10LevSte-B10,B10,Lev,Ste,Can,18,4740,11829,10,10,1182.9,10,11829
20-Can10LevSte-B10,B10,Lev,Ste,Can,2,4740,5524,10,10,552.4,10,5524
20-Can10LevSte-B10,B10,Lev,Ste,Can,4,4740,6733,10,10,673.3,10,6733
20-Can10LevSte-B10,B10,Lev,Ste,Can,7,4740,7277,10,10,727.7,10,7277
20-Can10LevSte-B10,B10,Lev,Ste,Can,9,4740,7954,10,10,795.4,10,7954
20-Can4LevNon-B4,B4,Lev,Non,Can,11,4991,9492,10,10,949.2,10,9492
20-Can4LevNon-B4,B4,Lev,Non,Can,14,4991,12116,10,10,1211.6,10,12116
20-Can4LevNon-B4,B4,Lev,Non,Can,16,4991,12128,10,10,1212.8,10,12128
20-Can4LevNon-B4,B4,Lev,Non,Can,18,4991,11867,10,10,1186.7,10,11867
20-Can4LevNon-B4,B4,Lev,Non,Can,2,4991,5558,10,10,555.8,10,5558
20-Can4LevNon-B4,B4,Lev,Non,Can,4,4991,6533,10,10,653.3,10,6533
20-Can4LevNon-B4,B4,Lev,Non,Can,7,4991,8182,10,10,818.2,10,8182
20-Can4LevNon-B4,B4,Lev,Non,Can,9,4991,8774,10,10,877.4,10,8774
20-Can8LevSer-B8,B8,Lev,Ser,Can,11,4463,6806,10,9,756.2222222222222,9,6806
20-Can8LevSer-B8,B8,Lev,Ser,Can,14,4463,7987,10,9,887.4444444444445,9,7987
20-Can8LevSer-B8,B8,Lev,Ser,Can,16,4463,8705,10,9,967.2222222222222,9,8705
20-Can8LevSer-B8,B8,Lev,Ser,Can,18,4463,8571,10,9,952.3333333333334,9,8571
20-Can8LevSer-B8,B8,Lev,Ser,Can,2,4463,5081,10,10,508.1,10,5081
20-Can8LevSer-B8,B8,Lev,Ser,Can,4,4463,5204,10,9,578.2222222222222,9,5204
20-Can8LevSer-B8,B8,Lev,Ser,Can,7,4463,5849,10,9,649.8888888888889,9,5849
20-Can8LevSer-B8,B8,Lev,Ser,Can,9,4463,6334,10,9,703.7777777777778,9,6334
20-Gre3ConSte-B3,B3,Con,Ste,Gre,11,5436,9078,10,9,1008.6666666666666,9,9078
20-Gre3ConSte-B3,B3,Con,Ste,Gre,14,5436,10380,10,9,1153.3333333333333,9,10380
20-Gre3ConSte-B3,B3,Con,Ste,Gre,16,5436,10706,10,9,1189.5555555555557,9,10706
20-Gre3ConSte-B3,B3,Con,Ste,Gre,18,5436,10919,10,9,1213.2222222222222,9,10919
20-Gre3ConSte-B3,B3,Con,Ste,Gre,2,5436,6151,10,9,683.4444444444445,9,6151
20-Gre3ConSte-B3,B3,Con,Ste,Gre,4,5436,6603,10,9,733.6666666666666,9,6603
20-Gre3ConSte-B3,B3,Con,Ste,Gre,7,5436,6967,10,9,774.1111111111111,9,6967
20-Gre3ConSte-B3,B3,Con,Ste,Gre,9,5436,8139,10,9,904.3333333333334,9,8139
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,11,5112,10718,10,10,1071.8,10,10718
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,14,5112,11136,10,10,1113.6,10,11136
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,16,5112,11843,10,10,1184.3,10,11843
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,18,5112,10692,10,8,1336.5,9,12028.5
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,2,5112,6331,10,10,633.1,10,6331
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,4,5112,7197,10,10,719.7,10,7197
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,7,5112,8026,10,10,802.6,10,8026
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,9,5112,8715,10,10,871.5,10,8715
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,11,6253,11458,10,10,1145.8,10,11458
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,14,6253,14782,10,10,1478.2,10,14782
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,16,6253,15381,10,10,1538.1,10,15381
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,18,6253,15310,10,10,1531,10,15310
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,2,6253,6680,10,10,668,10,6680
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,4,6253,8118,10,10,811.8,10,8118
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,7,6253,9827,10,10,982.7,10,9827
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,9,6253,10672,10,10,1067.2,10,10672
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,11,5539,8514,10,9,946,9,8514
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,14,5539,9420,10,8,1177.5,9,10597.5
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,16,5539,9445,10,8,1180.625,9,10625.625
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,18,5539,8071,10,7,1153,8,9224
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,2,5539,6794,10,10,679.4,10,6794
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,4,5539,7616,10,10,761.6,10,7616
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,7,5539,7765,10,9,862.7777777777778,9,7765
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,9,5539,7785,10,9,865,9,7785
20-Ita2ConSte-B2,B2,Con,Ste,Ita,11,6085,11344,10,10,1134.4,10,11344
20-Ita2ConSte-B2,B2,Con,Ste,Ita,14,6085,12569,10,10,1256.9,10,12569
20-Ita2ConSte-B2,B2,Con,Ste,Ita,16,6085,13431,10,9,1492.3333333333333,9,13431
20-Ita2ConSte-B2,B2,Con,Ste,Ita,18,6085,13092,10,9,1454.6666666666667,9,13092
20-Ita2ConSte-B2,B2,Con,Ste,Ita,2,6085,6503,10,10,650.3,10,6503
20-Ita2ConSte-B2,B2,Con,Ste,Ita,4,6085,7833,10,10,783.3,10,7833
20-Ita2ConSte-B2,B2,Con,Ste,Ita,7,6085,9144,10,10,914.4,10,9144
20-Ita2ConSte-B2,B2,Con,Ste,Ita,9,6085,9080,10,10,908,10,9080
20-Ita7ConSte-B7,B7,Con,Ste,Ita,11,5982,10699,10,10,1069.9,10,10699
20-Ita7ConSte-B7,B7,Con,Ste,Ita,14,5982,13257,10,10,1325.7,10,13257
20-Ita7ConSte-B7,B7,Con,Ste,Ita,16,5982,13706,10,10,1370.6,10,13706
20-Ita7ConSte-B7,B7,Con,Ste,Ita,18,5982,12246,10,9,1360.6666666666667,10,13606.666666666668
20-Ita7ConSte-B7,B7,Con,Ste,Ita,2,5982,7072,10,10,707.2,10,7072
20-Ita7ConSte-B7,B7,Con,Ste,Ita,4,5982,8000,10,10,800,10,8000
20-Ita7ConSte-B7,B7,Con,Ste,Ita,7,5982,8946,10,10,894.6,10,8946
20-Ita7ConSte-B7,B7,Con,Ste,Ita,9,5982,9995,10,10,999.5,10,9995
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,11,4437,6997,10,9,777.4444444444445,9,6997
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,14,4437,8967,10,9,996.3333333333334,9,8967
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,16,4437,10044,10,9,1116,9,10044
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,18,4437,10099,10,9,1122.111111111111,9,10099
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,2,4437,4641,10,10,464.1,10,4641
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4,4437,4756,10,9,528.4444444444445,9,4756
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,7,4437,5534,10,9,614.8888888888889,9,5534
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,9,4437,6614,10,9,734.8888888888889,9,6614
21-Can1LevSte-B1,B1,Lev,Ste,Can,11,5440,9084,10,10,908.4,10,9084
21-Can1LevSte-B1,B1,Lev,Ste,Can,14,5440,11026,10,10,1102.6,10,11026
21-Can1LevSte-B1,B1,Lev,Ste,Can,16,5440,11250,10,10,1125,10,11250
21-Can1LevSte-B1,B1,Lev,Ste,Can,18,5440,11268,10,10,1126.8,10,11268
21-Can1LevSte-B1,B1,Lev,Ste,Can,2,5440,6232,10,10,623.2,10,6232
21-Can1LevSte-B1,B1,Lev,Ste,Can,4,5440,7112,10,10,711.2,10,7112
21-Can1LevSte-B1,B1,Lev,Ste,Can,7,5440,7469,10,10,746.9,10,7469
21-Can1LevSte-B1,B1,Lev,Ste,Can,9,5440,8689,10,10,868.9,10,8689
21-Can2ConSte-B2,B2,Con,Ste,Can,11,4757,9668,10,10,966.8,10,9668
21-Can2ConSte-B2,B2,Con,Ste,Can,14,4757,10456,10,10,1045.6,10,10456
21-Can2ConSte-B2,B2,Con,Ste,Can,16,4757,11235,10,10,1123.5,10,11235
21-Can2ConSte-B2,B2,Con,Ste,Can,18,4757,11109,10,9,1234.3333333333333,9,11109
21-Can2ConSte-B2,B2,Con,Ste,Can,2,4757,5105,10,10,510.5,10,5105
21-Can2ConSte-B2,B2,Con,Ste,Can,4,4757,5774,10,10,577.4,10,5774
21-Can2ConSte-B2,B2,Con,Ste,Can,7,4757,7398,10,10,739.8,10,7398
21-Can2ConSte-B2,B2,Con,Ste,Can,9,4757,7508,10,10,750.8,10,7508
21-Can5BacSte-B5,B5,Bac,Ste,Can,11,4841,8834,10,10,883.4,10,8834
21-Can5BacSte-B5,B5,Bac,Ste,Can,14,4841,9672,10,10,967.2,10,9672
21-Can5BacSte-B5,B5,Bac,Ste,Can,16,4841,9880,10,10,988,10,9880
21-Can5BacSte-B5,B5,Bac,Ste,Can,18,4841,10178,10,10,1017.8,10,10178
21-Can5BacSte-B5,B5,Bac,Ste,Can,2,4841,5487,10,10,548.7,10,5487
21-Can5BacSte-B5,B5,Bac,Ste,Can,4,4841,6168,10,10,616.8,10,6168
21-Can5BacSte-B5,B5,Bac,Ste,Can,7,4841,6607,10,10,660.7,10,6607
21-Can5BacSte-B5,B5,Bac,Ste,Can,9,4841,7915,10,10,791.5,10,7915
21-Can6LevSte-B6,B6,Lev,Ste,Can,11,5615,9270,10,9,1030,9,9270
21-Can6LevSte-B6,B6,Lev,Ste,Can,14,5615,11022,10,9,1224.6666666666667,9,11022
21-Can6LevSte-B6,B6,Lev,Ste,Can,16,5615,11480,10,9,1275.5555555555557,9,11480
21-Can6LevSte-B6,B6,Lev,Ste,Can,18,5615,11264,10,9,1251.5555555555557,9,11264
21-Can6LevSte-B6,B6,Lev,Ste,Can,2,5615,6405,10,10,640.5,10,6405
21-Can6LevSte-B6,B6,Lev,Ste,Can,4,5615,6535,10,9,726.1111111111111,9,6535
21-Can6LevSte-B6,B6,Lev,Ste,Can,7,5615,6924,10,9,769.3333333333334,9,6924
21-Can6LevSte-B6,B6,Lev,Ste,Can,9,5615,8259,10,9,917.6666666666666,9,8259
21-Can7ConSte-B7,B7,Con,Ste,Can,11,4332,8529,10,10,852.9,10,8529
21-Can7ConSte-B7,B7,Con,Ste,Can,14,4332,9399,10,10,939.9,10,9399
21-Can7ConSte-B7,B7,Con,Ste,Can,16,4332,9318,10,10,931.8,10,9318
21-Can7ConSte-B7,B7,Con,Ste,Can,18,4332,9755,10,10,975.5,10,9755
21-Can7ConSte-B7,B7,Con,Ste,Can,2,4332,5278,10,10,527.8,10,5278
21-Can7ConSte-B7,B7,Con,Ste,Can,4,4332,5661,10,10,566.1,10,5661
21-Can7ConSte-B7,B7,Con,Ste,Can,7,4332,5615,10,10,561.5,10,5615
21-Can7ConSte-B7,B7,Con,Ste,Can,9,4332,7845,10,10,784.5,10,7845
21-Can9BacSer-B9,B9,Bac,Ser,Can,11,4258,6364,10,9,707.1111111111111,9,6364
21-Can9BacSer-B9,B9,Bac,Ser,Can,14,4258,7619,10,9,846.5555555555555,9,7619
21-Can9BacSer-B9,B9,Bac,Ser,Can,16,4258,6443,10,8,805.375,9,7248.375
21-Can9BacSer-B9,B9,Bac,Ser,Can,18,4258,6445,10,8,805.625,9,7250.625
21-Can9BacSer-B9,B9,Bac,Ser,Can,2,4258,5192,10,10,519.2,10,5192
21-Can9BacSer-B9,B9,Bac,Ser,Can,4,4258,5569,10,10,556.9,10,5569
21-Can9BacSer-B9,B9,Bac,Ser,Can,7,4258,5613,10,9,623.6666666666666,9,5613
21-Can9BacSer-B9,B9,Bac,Ser,Can,9,4258,5986,10,9,665.1111111111111,9,5986
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,11,5142,10557,10,10,1055.7,10,10557
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,14,5142,11942,10,10,1194.2,10,11942
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,16,5142,12174,10,10,1217.4,10,12174
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,18,5142,10520,10,9,1168.888888888889,10,11688.888888888889
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,2,5142,6059,10,10,605.9,10,6059
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,4,5142,6855,10,10,685.5,10,6855
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,7,5142,7998,10,10,799.8,10,7998
21-Gre10LevSte-B10,B10,Lev,Ste,Gre,9,5142,8522,10,10,852.2,10,8522
21-Gre4LevNon-B4,B4,Lev,Non,Gre,11,6446,12024,10,10,1202.4,10,12024
21-Gre4LevNon-B4,B4,Lev,Non,Gre,14,6446,13889,10,10,1388.9,10,13889
21-Gre4LevNon-B4,B4,Lev,Non,Gre,16,6446,13901,10,10,1390.1,10,13901
21-Gre4LevNon-B4,B4,Lev,Non,Gre,18,6446,13745,10,10,1374.5,10,13745
21-Gre4LevNon-B4,B4,Lev,Non,Gre,2,6446,7248,10,10,724.8,10,7248
21-Gre4LevNon-B4,B4,Lev,Non,Gre,4,6446,8623,10,10,862.3,10,8623
21-Gre4LevNon-B4,B4,Lev,Non,Gre,7,6446,9434,10,10,943.4,10,9434
21-Gre4LevNon-B4,B4,Lev,Non,Gre,9,6446,10846,10,10,1084.6,10,10846
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,11,5004,8018,10,10,801.8,10,8018
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,14,5004,8827,10,9,980.7777777777778,9,8827
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,16,5004,9989,10,9,1109.888888888889,9,9989
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,18,5004,10043,10,9,1115.888888888889,9,10043
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,2,5004,5822,10,10,582.2,10,5822
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,4,5004,6052,10,10,605.2,10,6052
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,7,5004,6619,10,10,661.9,10,6619
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,9,5004,7574,10,10,757.4,10,7574
