"","Identity","Bloc","Trt","Wound","Strain","Time","Survival","Initial_Mass","Initial_Number","Initial_Mean","group","Growth_Acc","Times","Biom_Acc"
"698","17-Ita2ConSer-B2","B2","Con","Ser","Ita","14",8,5945,10,594.5,"Ser Con",673.75,"14",5390
"699","17-Ita2ConSer-B2","B2","Con","Ser","Ita","16",8,5945,10,594.5,"Ser Con",658.625,"16",5269
"700","17-Ita2ConSer-B2","B2","Con","Ser","Ita","18",8,5945,10,594.5,"Ser Con",633.928571428571,"18",5071.42857142857
"701","17-Ita2ConSer-B2","B2","Con","Ser","Ita","2",9,5945,10,594.5,"Ser Con",90.5,"2",814.5
"702","17-Ita2ConSer-B2","B2","Con","Ser","Ita","4",9,5945,10,594.5,"Ser Con",194.277777777778,"4",1748.5
"703","17-Ita2ConSer-B2","B2","Con","Ser","Ita","7",9,5945,10,594.5,"Ser Con",224.611111111111,"7",2021.5
"704","17-Ita2ConSer-B2","B2","Con","Ser","Ita","9",9,5945,10,594.5,"Ser Con",343.944444444444,"9",3095.5
"705","17-Ita5BacNon-B5","B5","Bac","Non","Ita","11",10,4979,10,497.9,"Non Bac",543.3,"11",5433
"706","17-Ita5BacNon-B5","B5","Bac","Non","Ita","14",10,4979,10,497.9,"Non Bac",734.9,"14",7349
"707","17-Ita5BacNon-B5","B5","Bac","Non","Ita","16",10,4979,10,497.9,"Non Bac",755.1,"16",7551
"708","17-Ita5BacNon-B5","B5","Bac","Non","Ita","18",10,4979,10,497.9,"Non Bac",742.7,"18",7427
"709","17-Ita5BacNon-B5","B5","Bac","Non","Ita","2",10,4979,10,497.9,"Non Bac",52,"2",520
"710","17-Ita5BacNon-B5","B5","Bac","Non","Ita","4",10,4979,10,497.9,"Non Bac",190.2,"4",1902
"711","17-Ita5BacNon-B5","B5","Bac","Non","Ita","7",10,4979,10,497.9,"Non Bac",305.6,"7",3056
"712","17-Ita5BacNon-B5","B5","Bac","Non","Ita","9",10,4979,10,497.9,"Non Bac",398.9,"9",3989
"713","17-Ita6BacNon-B6","B6","Bac","Non","Ita","11",10,5118,10,511.8,"Non Bac",480.8,"11",4808
"714","17-Ita6BacNon-B6","B6","Bac","Non","Ita","14",10,5118,10,511.8,"Non Bac",791.3,"14",7913
"715","17-Ita6BacNon-B6","B6","Bac","Non","Ita","16",10,5118,10,511.8,"Non Bac",790.8,"16",7908
"716","17-Ita6BacNon-B6","B6","Bac","Non","Ita","18",10,5118,10,511.8,"Non Bac",789.2,"18",7892
"717","17-Ita6BacNon-B6","B6","Bac","Non","Ita","2",10,5118,10,511.8,"Non Bac",87.9,"2",879
"718","17-Ita6BacNon-B6","B6","Bac","Non","Ita","4",10,5118,10,511.8,"Non Bac",213.3,"4",2133
"719","17-Ita6BacNon-B6","B6","Bac","Non","Ita","7",10,5118,10,511.8,"Non Bac",329.1,"7",3291
"720","17-Ita6BacNon-B6","B6","Bac","Non","Ita","9",10,5118,10,511.8,"Non Bac",419.7,"9",4197
"721","18-Can2ConSer-B2","B2","Con","Ser","Can","11",9,5079,10,507.9,"Ser Con",416.988888888889,"11",3752.9
"722","18-Can2ConSer-B2","B2","Con","Ser","Can","14",9,5079,10,507.9,"Ser Con",505.1,"14",4545.9
"723","18-Can2ConSer-B2","B2","Con","Ser","Can","16",9,5079,10,507.9,"Ser Con",556.322222222222,"16",5006.9
"724","18-Can2ConSer-B2","B2","Con","Ser","Can","18",9,5079,10,507.9,"Ser Con",582.322222222222,"18",5240.9
"725","18-Can2ConSer-B2","B2","Con","Ser","Can","2",10,5079,10,507.9,"Ser Con",31.6,"2",316
"726","18-Can2ConSer-B2","B2","Con","Ser","Can","4",9,5079,10,507.9,"Ser Con",96.1,"4",864.9
"727","18-Can2ConSer-B2","B2","Con","Ser","Can","7",9,5079,10,507.9,"Ser Con",131.1,"7",1179.9
"728","18-Can2ConSer-B2","B2","Con","Ser","Can","9",9,5079,10,507.9,"Ser Con",342.433333333333,"9",3081.9
"729","18-Can4LevSer-B4","B4","Lev","Ser","Can","11",9,4606,10,460.6,"Ser Lev",231.955555555556,"11",2087.6
"730","18-Can4LevSer-B4","B4","Lev","Ser","Can","14",9,4606,10,460.6,"Ser Lev",316.511111111111,"14",2848.6
"731","18-Can4LevSer-B4","B4","Lev","Ser","Can","16",9,4606,10,460.6,"Ser Lev",354.511111111111,"16",3190.6
"732","18-Can4LevSer-B4","B4","Lev","Ser","Can","18",9,4606,10,460.6,"Ser Lev",264.775,"18",2382.975
"733","18-Can4LevSer-B4","B4","Lev","Ser","Can","2",10,4606,10,460.6,"Ser Lev",17.9,"2",179
"734","18-Can4LevSer-B4","B4","Lev","Ser","Can","4",10,4606,10,460.6,"Ser Lev",25.5,"4",255
"735","18-Can4LevSer-B4","B4","Lev","Ser","Can","7",9,4606,10,460.6,"Ser Lev",171.177777777778,"7",1540.6
"736","18-Can4LevSer-B4","B4","Lev","Ser","Can","9",9,4606,10,460.6,"Ser Lev",211.622222222222,"9",1904.6
"737","18-Gre10BacNon-B10","B10","Bac","Non","Gre","11",9,4326,10,432.6,"Non Bac",583.844444444444,"11",5254.6
"738","18-Gre10BacNon-B10","B10","Bac","Non","Gre","14",9,4326,10,432.6,"Non Bac",670.288888888889,"14",6032.6
"739","18-Gre10BacNon-B10","B10","Bac","Non","Gre","16",9,4326,10,432.6,"Non Bac",714.177777777778,"16",6427.6
"740","18-Gre10BacNon-B10","B10","Bac","Non","Gre","18",9,4326,10,432.6,"Non Bac",762.066666666667,"18",6858.6
"741","18-Gre10BacNon-B10","B10","Bac","Non","Gre","2",10,4326,10,432.6,"Non Bac",111.4,"2",1114
"742","18-Gre10BacNon-B10","B10","Bac","Non","Gre","4",9,4326,10,432.6,"Non Bac",257.511111111111,"4",2317.6
"743","18-Gre10BacNon-B10","B10","Bac","Non","Gre","7",9,4326,10,432.6,"Non Bac",243.177777777778,"7",2188.6
"744","18-Gre10BacNon-B10","B10","Bac","Non","Gre","9",9,4326,10,432.6,"Non Bac",438.622222222222,"9",3947.6
"745","18-Gre1ConSte-B1","B1","Con","Ste","Gre","11",10,5220,10,522,"Ste Con",463.9,"11",4639
"746","18-Gre1ConSte-B1","B1","Con","Ste","Gre","14",10,5220,10,522,"Ste Con",765.5,"14",7655
"747","18-Gre1ConSte-B1","B1","Con","Ste","Gre","16",10,5220,10,522,"Ste Con",820,"16",8200
"748","18-Gre1ConSte-B1","B1","Con","Ste","Gre","18",10,5220,10,522,"Ste Con",818.5,"18",8185
"749","18-Gre1ConSte-B1","B1","Con","Ste","Gre","2",10,5220,10,522,"Ste Con",108.6,"2",1086
"750","18-Gre1ConSte-B1","B1","Con","Ste","Gre","4",10,5220,10,522,"Ste Con",231.4,"4",2314
"751","18-Gre1ConSte-B1","B1","Con","Ste","Gre","7",10,5220,10,522,"Ste Con",295.4,"7",2954
"752","18-Gre1ConSte-B1","B1","Con","Ste","Gre","9",10,5220,10,522,"Ste Con",380.8,"9",3808
"753","18-Gre3BacNon-B3","B3","Bac","Non","Gre","11",10,6300,10,630,"Non Bac",606.8,"11",6068
"754","18-Gre3BacNon-B3","B3","Bac","Non","Gre","14",10,6300,10,630,"Non Bac",721.8,"14",7218
"755","18-Gre3BacNon-B3","B3","Bac","Non","Gre","16",10,6300,10,630,"Non Bac",828,"16",8280
"756","18-Gre3BacNon-B3","B3","Bac","Non","Gre","18",10,6300,10,630,"Non Bac",835.875,"18",8358.75
"757","18-Gre3BacNon-B3","B3","Bac","Non","Gre","2",10,6300,10,630,"Non Bac",136,"2",1360
"758","18-Gre3BacNon-B3","B3","Bac","Non","Gre","4",10,6300,10,630,"Non Bac",338.5,"4",3385
"759","18-Gre3BacNon-B3","B3","Bac","Non","Gre","7",10,6300,10,630,"Non Bac",380.9,"7",3809
"760","18-Gre3BacNon-B3","B3","Bac","Non","Gre","9",10,6300,10,630,"Non Bac",479.3,"9",4793
"761","18-Gre5BacNon-B5","B5","Bac","Non","Gre","11",9,5015,10,501.5,"Non Bac",635.833333333333,"11",5722.5
"762","18-Gre5BacNon-B5","B5","Bac","Non","Gre","14",9,5015,10,501.5,"Non Bac",840.833333333333,"14",7567.5
"763","18-Gre5BacNon-B5","B5","Bac","Non","Gre","16",9,5015,10,501.5,"Non Bac",961.722222222222,"16",8655.5
"764","18-Gre5BacNon-B5","B5","Bac","Non","Gre","18",9,5015,10,501.5,"Non Bac",940.388888888889,"18",8463.5
"765","18-Gre5BacNon-B5","B5","Bac","Non","Gre","2",10,5015,10,501.5,"Non Bac",155.6,"2",1556
"766","18-Gre5BacNon-B5","B5","Bac","Non","Gre","4",10,5015,10,501.5,"Non Bac",215.3,"4",2153
"767","18-Gre5BacNon-B5","B5","Bac","Non","Gre","7",10,5015,10,501.5,"Non Bac",340.5,"7",3405
"768","18-Gre5BacNon-B5","B5","Bac","Non","Gre","9",10,5015,10,501.5,"Non Bac",494,"9",4940
"769","18-Gre6BacNon-B6","B6","Bac","Non","Gre","11",10,4729,10,472.9,"Non Bac",469.6,"11",4696
"770","18-Gre6BacNon-B6","B6","Bac","Non","Gre","14",10,4729,10,472.9,"Non Bac",584.6,"14",5846
"771","18-Gre6BacNon-B6","B6","Bac","Non","Gre","16",10,4729,10,472.9,"Non Bac",725.988888888889,"16",7259.88888888889
"772","18-Gre6BacNon-B6","B6","Bac","Non","Gre","18",10,4729,10,472.9,"Non Bac",748.877777777778,"18",7488.77777777778
"773","18-Gre6BacNon-B6","B6","Bac","Non","Gre","2",10,4729,10,472.9,"Non Bac",111.7,"2",1117
"774","18-Gre6BacNon-B6","B6","Bac","Non","Gre","4",10,4729,10,472.9,"Non Bac",226.8,"4",2268
"775","18-Gre6BacNon-B6","B6","Bac","Non","Gre","7",10,4729,10,472.9,"Non Bac",282.7,"7",2827
"776","18-Gre6BacNon-B6","B6","Bac","Non","Gre","9",10,4729,10,472.9,"Non Bac",407.6,"9",4076
"777","18-Ita7ConNon-B7","B7","Con","Non","Ita","11",10,5329,10,532.9,"Non Con",406.7,"11",4067
"778","18-Ita7ConNon-B7","B7","Con","Non","Ita","14",10,5329,10,532.9,"Non Con",618.3,"14",6183
"779","18-Ita7ConNon-B7","B7","Con","Non","Ita","16",10,5329,10,532.9,"Non Con",714.5,"16",7145
"780","18-Ita7ConNon-B7","B7","Con","Non","Ita","18",10,5329,10,532.9,"Non Con",742.1,"18",7421
"781","18-Ita7ConNon-B7","B7","Con","Non","Ita","2",10,5329,10,532.9,"Non Con",25,"2",250
"782","18-Ita7ConNon-B7","B7","Con","Non","Ita","4",10,5329,10,532.9,"Non Con",54.3000000000001,"4",543.000000000001
"783","18-Ita7ConNon-B7","B7","Con","Non","Ita","7",10,5329,10,532.9,"Non Con",293,"7",2930
"784","18-Ita7ConNon-B7","B7","Con","Non","Ita","9",10,5329,10,532.9,"Non Con",423.7,"9",4237
"785","18-Ita8BacNon-B8","B8","Bac","Non","Ita","11",10,4854,10,485.4,"Non Bac",468.7,"11",4687
"786","18-Ita8BacNon-B8","B8","Bac","Non","Ita","14",10,4854,10,485.4,"Non Bac",772.2,"14",7722
"787","18-Ita8BacNon-B8","B8","Bac","Non","Ita","16",10,4854,10,485.4,"Non Bac",816.8,"16",8168
"788","18-Ita8BacNon-B8","B8","Bac","Non","Ita","18",10,4854,10,485.4,"Non Bac",803.8,"18",8038
"789","18-Ita8BacNon-B8","B8","Bac","Non","Ita","2",10,4854,10,485.4,"Non Bac",65.5,"2",655
"790","18-Ita8BacNon-B8","B8","Bac","Non","Ita","4",10,4854,10,485.4,"Non Bac",143.6,"4",1436
"791","18-Ita8BacNon-B8","B8","Bac","Non","Ita","7",10,4854,10,485.4,"Non Bac",292.7,"7",2927
"792","18-Ita8BacNon-B8","B8","Bac","Non","Ita","9",10,4854,10,485.4,"Non Bac",365,"9",3650
"793","18-Ita9LevNon-B9","B9","Lev","Non","Ita","11",10,4776,10,477.6,"Non Lev",550.9,"11",5509
"794","18-Ita9LevNon-B9","B9","Lev","Non","Ita","14",10,4776,10,477.6,"Non Lev",668,"14",6680
"795","18-Ita9LevNon-B9","B9","Lev","Non","Ita","16",10,4776,10,477.6,"Non Lev",674.8,"16",6748
"796","18-Ita9LevNon-B9","B9","Lev","Non","Ita","18",10,4776,10,477.6,"Non Lev",612.275,"18",6122.75
"797","18-Ita9LevNon-B9","B9","Lev","Non","Ita","2",10,4776,10,477.6,"Non Lev",153.7,"2",1537
"798","18-Ita9LevNon-B9","B9","Lev","Non","Ita","4",10,4776,10,477.6,"Non Lev",209.2,"4",2092
"799","18-Ita9LevNon-B9","B9","Lev","Non","Ita","7",10,4776,10,477.6,"Non Lev",217,"7",2170
"800","18-Ita9LevNon-B9","B9","Lev","Non","Ita","9",10,4776,10,477.6,"Non Lev",512.3,"9",5123
"801","19-Can3ConSte-B3","B3","Con","Ste","Can","11",9,4648,10,464.8,"Ste Con",339.2,"11",3052.8
"802","19-Can3ConSte-B3","B3","Con","Ste","Can","14",10,4648,10,464.8,"Ste Con",511.5,"14",5115
"803","19-Can3ConSte-B3","B3","Con","Ste","Can","16",10,4648,10,464.8,"Ste Con",532.6,"16",5326
"804","19-Can3ConSte-B3","B3","Con","Ste","Can","18",10,4648,10,464.8,"Ste Con",519.1,"18",5191
"805","19-Can3ConSte-B3","B3","Con","Ste","Can","2",10,4648,10,464.8,"Ste Con",35.9,"2",359
"806","19-Can3ConSte-B3","B3","Con","Ste","Can","4",10,4648,10,464.8,"Ste Con",93.1,"4",931
"807","19-Can3ConSte-B3","B3","Con","Ste","Can","7",10,4648,10,464.8,"Ste Con",138.1,"7",1381
"808","19-Can3ConSte-B3","B3","Con","Ste","Can","9",10,4648,10,464.8,"Ste Con",196.5,"9",1965
"809","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","11",10,6381,10,638.1,"Ste Lev",481.7,"11",4817
"810","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","14",10,6381,10,638.1,"Ste Lev",731.5,"14",7315
"811","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","16",10,6381,10,638.1,"Ste Lev",761.566666666667,"16",7615.66666666667
"812","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","18",10,6381,10,638.1,"Ste Lev",747.9,"18",7479
"813","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","2",10,6381,10,638.1,"Ste Lev",124.1,"2",1241
"814","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","4",10,6381,10,638.1,"Ste Lev",226.5,"4",2265
"815","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","7",10,6381,10,638.1,"Ste Lev",372.8,"7",3728
"816","19-Gre1LevSte-B1","B1","Lev","Ste","Gre","9",10,6381,10,638.1,"Ste Lev",379.5,"9",3795
"817","19-Gre2ConSte-B2","B2","Con","Ste","Gre","11",10,5205,10,520.5,"Ste Con",511.2,"11",5112
"818","19-Gre2ConSte-B2","B2","Con","Ste","Gre","14",10,5205,10,520.5,"Ste Con",690.7,"14",6907
"819","19-Gre2ConSte-B2","B2","Con","Ste","Gre","16",10,5205,10,520.5,"Ste Con",755.5,"16",7555
"820","19-Gre2ConSte-B2","B2","Con","Ste","Gre","18",10,5205,10,520.5,"Ste Con",758.7,"18",7587
"821","19-Gre2ConSte-B2","B2","Con","Ste","Gre","2",10,5205,10,520.5,"Ste Con",89.8,"2",898
"822","19-Gre2ConSte-B2","B2","Con","Ste","Gre","4",10,5205,10,520.5,"Ste Con",161.7,"4",1617
"823","19-Gre2ConSte-B2","B2","Con","Ste","Gre","7",10,5205,10,520.5,"Ste Con",198.1,"7",1981
"824","19-Gre2ConSte-B2","B2","Con","Ste","Gre","9",10,5205,10,520.5,"Ste Con",349.4,"9",3494
"825","19-Gre7ConSte-B7","B7","Con","Ste","Gre","11",10,4491,10,449.1,"Ste Con",446.7,"11",4467
"826","19-Gre7ConSte-B7","B7","Con","Ste","Gre","14",10,4491,10,449.1,"Ste Con",761.4,"14",7614
"827","19-Gre7ConSte-B7","B7","Con","Ste","Gre","16",10,4491,10,449.1,"Ste Con",794.2,"16",7942
"828","19-Gre7ConSte-B7","B7","Con","Ste","Gre","18",9,4491,10,449.1,"Ste Con",879.344444444444,"18",7914.1
"829","19-Gre7ConSte-B7","B7","Con","Ste","Gre","2",10,4491,10,449.1,"Ste Con",137.3,"2",1373
"830","19-Gre7ConSte-B7","B7","Con","Ste","Gre","4",10,4491,10,449.1,"Ste Con",235.7,"4",2357
"831","19-Gre7ConSte-B7","B7","Con","Ste","Gre","7",10,4491,10,449.1,"Ste Con",276.3,"7",2763
"832","19-Gre7ConSte-B7","B7","Con","Ste","Gre","9",10,4491,10,449.1,"Ste Con",334.9,"9",3349
"833","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","11",10,5086,10,508.6,"Ser Bac",348.8,"11",3488
"834","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","14",10,5086,10,508.6,"Ser Bac",509.4,"14",5094
"835","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","16",9,5086,10,508.6,"Ser Bac",717.511111111111,"16",6457.6
"836","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","18",9,5086,10,508.6,"Ser Bac",734.4,"18",6609.6
"837","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","2",10,5086,10,508.6,"Ser Bac",53.4,"2",534
"838","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","4",10,5086,10,508.6,"Ser Bac",115.8,"4",1158
"839","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","7",10,5086,10,508.6,"Ser Bac",194.5,"7",1945
"840","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","9",10,5086,10,508.6,"Ser Bac",312.5,"9",3125
"841","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","11",10,4527,10,452.7,"Ste Lev",508.7,"11",5087
"842","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","14",10,4527,10,452.7,"Ste Lev",592.4,"14",5924
"843","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","16",10,4527,10,452.7,"Ste Lev",609.5,"16",6095
"844","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","18",10,4527,10,452.7,"Ste Lev",632.966666666667,"18",6329.66666666667
"845","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","2",10,4527,10,452.7,"Ste Lev",107.2,"2",1072
"846","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","4",10,4527,10,452.7,"Ste Lev",163.6,"4",1636
"847","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","7",10,4527,10,452.7,"Ste Lev",211.7,"7",2117
"848","19-Ita10LevSte-B10","B10","Lev","Ste","Ita","9",10,4527,10,452.7,"Ste Lev",383.5,"9",3835
"849","19-Ita4LevNon-B4","B4","Lev","Non","Ita","11",10,5712,10,571.2,"Non Lev",520.022222222222,"11",5200.22222222222
"850","19-Ita4LevNon-B4","B4","Lev","Non","Ita","14",10,5712,10,571.2,"Non Lev",773.675,"14",7736.75
"851","19-Ita4LevNon-B4","B4","Lev","Non","Ita","16",10,5712,10,571.2,"Non Lev",827.425,"16",8274.25
"852","19-Ita4LevNon-B4","B4","Lev","Non","Ita","18",10,5712,10,571.2,"Non Lev",831.425,"18",8314.25
"853","19-Ita4LevNon-B4","B4","Lev","Non","Ita","2",10,5712,10,571.2,"Non Lev",167.3,"2",1673
"854","19-Ita4LevNon-B4","B4","Lev","Non","Ita","4",10,5712,10,571.2,"Non Lev",318.2,"4",3182
"855","19-Ita4LevNon-B4","B4","Lev","Non","Ita","7",10,5712,10,571.2,"Non Lev",343.4,"7",3434
"856","19-Ita4LevNon-B4","B4","Lev","Non","Ita","9",10,5712,10,571.2,"Non Lev",450.466666666667,"9",4504.66666666667
"857","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","11",10,4275,9,475,"Ste Bac",415.5,"11",4155
"858","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","14",10,4275,9,475,"Ste Bac",534.6,"14",5346
"859","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","16",10,4275,9,475,"Ste Bac",606.7,"16",6067
"860","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","18",10,4275,9,475,"Ste Bac",613,"18",6130
"861","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","2",10,4275,9,475,"Ste Bac",39.8,"2",398
"862","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","4",10,4275,9,475,"Ste Bac",138.6,"4",1386
"863","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","7",10,4275,9,475,"Ste Bac",179.1,"7",1791
"864","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","9",10,4275,9,475,"Ste Bac",307.6,"9",3076
"865","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","11",10,6393,10,639.3,"Ste Lev",524.4,"11",5244
"866","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","14",10,6393,10,639.3,"Ste Lev",725.7,"14",7257
"867","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","16",10,6393,10,639.3,"Ste Lev",694.7,"16",6947
"868","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","18",10,6393,10,639.3,"Ste Lev",697.366666666667,"18",6973.66666666667
"869","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","2",10,6393,10,639.3,"Ste Lev",189.8,"2",1898
"870","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","4",10,6393,10,639.3,"Ste Lev",302.1,"4",3021
"871","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","7",10,6393,10,639.3,"Ste Lev",295.6,"7",2956
"872","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","9",10,6393,10,639.3,"Ste Lev",374.6,"9",3746
"873","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","11",9,5161,10,516.1,"Ser Lev",315.677777777778,"11",2841.1
"874","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","14",9,5161,10,516.1,"Ser Lev",555.788888888889,"14",5002.1
"875","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","16",8,5161,10,516.1,"Ser Lev",641.275,"16",5130.2
"876","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","18",8,5161,10,516.1,"Ser Lev",617.025,"18",4936.2
"877","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","2",10,5161,10,516.1,"Ser Lev",90.1,"2",901
"878","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","4",9,5161,10,516.1,"Ser Lev",156.455555555556,"4",1408.1
"879","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","7",9,5161,10,516.1,"Ser Lev",160.9,"7",1448.1
"880","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","9",9,5161,10,516.1,"Ser Lev",231.011111111111,"9",2079.1
"881","2-Can10LevNon-B10","B10","Lev","Non","Can","11",10,4178,10,417.8,"Non Lev",447.3,"11",4473
"882","2-Can10LevNon-B10","B10","Lev","Non","Can","14",10,4178,10,417.8,"Non Lev",614.6,"14",6146
"883","2-Can10LevNon-B10","B10","Lev","Non","Can","16",10,4178,10,417.8,"Non Lev",639.6,"16",6396
"884","2-Can10LevNon-B10","B10","Lev","Non","Can","18",10,4178,10,417.8,"Non Lev",641.9,"18",6419
"885","2-Can10LevNon-B10","B10","Lev","Non","Can","2",10,4178,10,417.8,"Non Lev",114.1,"2",1141
"886","2-Can10LevNon-B10","B10","Lev","Non","Can","4",10,4178,10,417.8,"Non Lev",189.3,"4",1893
"887","2-Can10LevNon-B10","B10","Lev","Non","Can","7",10,4178,10,417.8,"Non Lev",267.9,"7",2679
"888","2-Can10LevNon-B10","B10","Lev","Non","Can","9",10,4178,10,417.8,"Non Lev",279.4,"9",2794
"889","2-Can1LevSer-B1","B1","Lev","Ser","Can","11",10,5340,10,534,"Ser Lev",298.2,"11",2982
"890","2-Can1LevSer-B1","B1","Lev","Ser","Can","14",10,5340,10,534,"Ser Lev",443.6,"14",4436
"891","2-Can1LevSer-B1","B1","Lev","Ser","Can","16",10,5340,10,534,"Ser Lev",478,"16",4780
"892","2-Can1LevSer-B1","B1","Lev","Ser","Can","18",10,5340,10,534,"Ser Lev",489.8,"18",4898
"893","2-Can1LevSer-B1","B1","Lev","Ser","Can","2",10,5340,10,534,"Ser Lev",108.3,"2",1083
"894","2-Can1LevSer-B1","B1","Lev","Ser","Can","4",10,5340,10,534,"Ser Lev",168.3,"4",1683
"895","2-Can1LevSer-B1","B1","Lev","Ser","Can","7",10,5340,10,534,"Ser Lev",194.9,"7",1949
"896","2-Can1LevSer-B1","B1","Lev","Ser","Can","9",10,5340,10,534,"Ser Lev",235.2,"9",2352
"897","2-Can7BacNon-B7","B7","Bac","Non","Can","11",10,4783,10,478.3,"Non Bac",444.2,"11",4442
"898","2-Can7BacNon-B7","B7","Bac","Non","Can","14",10,4783,10,478.3,"Non Bac",762.9,"14",7629
"899","2-Can7BacNon-B7","B7","Bac","Non","Can","16",10,4783,10,478.3,"Non Bac",778,"16",7780
"900","2-Can7BacNon-B7","B7","Bac","Non","Can","18",10,4783,10,478.3,"Non Bac",773.7,"18",7737
"901","2-Can7BacNon-B7","B7","Bac","Non","Can","2",10,4783,10,478.3,"Non Bac",179.2,"2",1792
"902","2-Can7BacNon-B7","B7","Bac","Non","Can","4",10,4783,10,478.3,"Non Bac",312.7,"4",3127
"903","2-Can7BacNon-B7","B7","Bac","Non","Can","7",10,4783,10,478.3,"Non Bac",353.5,"7",3535
"904","2-Can7BacNon-B7","B7","Bac","Non","Can","9",10,4783,10,478.3,"Non Bac",377.8,"9",3778
"905","2-Can8BacSte-B8","B8","Bac","Ste","Can","11",10,4373,10,437.3,"Ste Bac",453.7,"11",4537
"906","2-Can8BacSte-B8","B8","Bac","Ste","Can","14",10,4373,10,437.3,"Ste Bac",556,"14",5560
"907","2-Can8BacSte-B8","B8","Bac","Ste","Can","16",10,4373,10,437.3,"Ste Bac",614.8,"16",6148
"908","2-Can8BacSte-B8","B8","Bac","Ste","Can","18",10,4373,10,437.3,"Ste Bac",687.8,"18",6878
"909","2-Can8BacSte-B8","B8","Bac","Ste","Can","2",10,4373,10,437.3,"Ste Bac",126,"2",1260
"910","2-Can8BacSte-B8","B8","Bac","Ste","Can","4",10,4373,10,437.3,"Ste Bac",174.9,"4",1749
"911","2-Can8BacSte-B8","B8","Bac","Ste","Can","7",10,4373,10,437.3,"Ste Bac",249.2,"7",2492
"912","2-Can8BacSte-B8","B8","Bac","Ste","Can","9",10,4373,10,437.3,"Ste Bac",369.6,"9",3696
"913","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","11",8,7210,10,721,"Ser Lev",360.625,"11",2885
"914","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","14",8,7210,10,721,"Ser Lev",416.375,"14",3331
"915","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","16",8,7210,10,721,"Ser Lev",419.25,"16",3354
"916","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","18",7,7210,10,721,"Ser Lev",494,"18",3458
"917","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","2",9,7210,10,721,"Ser Lev",32,"2",288
"918","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","4",9,7210,10,721,"Ser Lev",54.5555555555555,"4",491
"919","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","7",9,7210,10,721,"Ser Lev",99.3333333333334,"7",894
"920","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","9",8,7210,10,721,"Ser Lev",232.125,"9",1857
"921","2-Gre6ConNon-B6","B6","Con","Non","Gre","11",10,5681,10,568.1,"Non Con",597.8,"11",5978
"922","2-Gre6ConNon-B6","B6","Con","Non","Gre","14",10,5681,10,568.1,"Non Con",890.8,"14",8908
