"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Rate","Times"
"536","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",9,1.44444444444446,"9"
"537","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",11,116.65,"11"
"538","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",14,37.9333333333333,"14"
"539","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",16,-8.85000000000002,"16"
"540","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",18,-20.1,"18"
"541","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",2,43.5333333333333,"2"
"542","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",4,32.75,"4"
"543","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",7,9.26666666666665,"7"
"544","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",9,25.65,"9"
"545","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",11,33,"11"
"546","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",14,78.2666666666667,"14"
"547","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",16,23.8,"16"
"548","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",18,17.75,"18"
"549","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",2,11.7666666666667,"2"
"550","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",4,42.3,"4"
"551","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",7,37.6333333333333,"7"
"552","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",9,79.3,"9"
"553","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",11,51.25,"11"
"554","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",14,66.8,"14"
"555","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",16,-1.15000000000009,"16"
"556","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",18,7.85000000000002,"18"
"557","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",2,29.3666666666667,"2"
"558","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",4,48.85,"4"
"559","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",7,8.89999999999998,"7"
"560","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",9,43.3,"9"
"561","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",11,29.25,"11"
"562","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",14,58.1666666666667,"14"
"563","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",16,59.5000000000001,"16"
"564","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",18,13.25,"18"
"565","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",2,12.0666666666667,"2"
"566","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",4,17.75,"4"
"567","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",7,60.0333333333333,"7"
"568","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",9,56.8,"9"
"569","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",11,50.7,"11"
"570","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",14,100.1,"14"
"571","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",16,1.20000000000005,"16"
"572","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",18,-6.75,"18"
"573","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",2,21.7333333333333,"2"
"574","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",4,61.7,"4"
"575","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",7,36.3,"7"
"576","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",9,18.45,"9"
"577","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",11,42.35,"11"
"578","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",14,78.4,"14"
"579","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",16,-3.39999999999998,"16"
"580","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",18,11.3,"18"
"581","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",2,34.8666666666667,"2"
"582","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",4,61.55,"4"
"583","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",7,29.4333333333333,"7"
"584","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",9,52,"9"
"585","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",11,8.25,"11"
"586","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",14,104.2,"14"
"587","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",16,24.8,"16"
"588","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",18,-9.04999999999995,"18"
"589","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",2,20.2333333333333,"2"
"590","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",4,17.25,"4"
"591","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",7,56.7333333333333,"7"
"592","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",9,55.3,"9"
"593","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",11,56.0555555555555,"11"
"594","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",14,36.9814814814815,"14"
"595","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",16,-9.6875,"16"
"596","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",18,-1.6875,"18"
"597","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",2,25.8666666666667,"2"
"598","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",4,51.6111111111111,"4"
"599","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",7,0.77777777777779,"7"
"600","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",9,44.9444444444445,"9"
"601","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",11,47.55,"11"
"602","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",14,114.7,"14"
"603","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",16,-0.899999999999977,"16"
"604","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",18,-3.10000000000002,"18"
"605","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",2,27.7333333333333,"2"
"606","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",4,69.4,"4"
"607","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",7,22.6,"7"
"608","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",9,40.35,"9"
"609","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",11,74.35,"11"
"610","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",14,40.9,"14"
"611","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",16,19.25,"16"
"612","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",18,-6.64999999999998,"18"
"613","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",2,50.8555555555556,"2"
"614","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",4,49.9,"4"
"615","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",7,29.1333333333333,"7"
"616","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",9,36.4,"9"
"617","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",11,29.35,"11"
"618","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",14,76.9333333333333,"14"
"619","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",16,-1.76111111111106,"16"
"620","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",18,-12.6666666666667,"18"
"621","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",2,22.0333333333333,"2"
"622","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",4,61.45,"4"
"623","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",7,53.7,"7"
"624","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",9,18.55,"9"
"625","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",11,72.05,"11"
"626","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",14,28.0666666666667,"14"
"627","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",16,67.4,"16"
"628","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",18,-27.1999999999999,"18"
"629","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",2,39.3333333333333,"2"
"630","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",4,49.7,"4"
"631","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",7,14.2,"7"
"632","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",9,75.55,"9"
"633","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",11,8.22222222222223,"11"
"634","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",14,83.7407407407407,"14"
"635","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",16,-11.3333333333334,"16"
"636","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",18,52.4583333333334,"18"
"637","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",2,-9.29999999999999,"2"
"638","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",4,22.85,"4"
"639","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",7,17.1333333333333,"7"
"640","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",9,85.1166666666667,"9"
"641","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",11,54.75,"11"
"642","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",14,47.4,"14"
"643","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",16,18.5,"16"
"644","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",18,1.45000000000005,"18"
"645","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",2,48.5909090909091,"2"
"646","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",4,29.45,"4"
"647","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",7,32.7666666666667,"7"
"648","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",9,51.05,"9"
"649","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",11,19.95,"11"
"650","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",14,93.4,"14"
"651","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",16,15.65,"16"
"652","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",18,-27.05,"18"
"653","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",2,24.8,"2"
"654","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",4,61.2,"4"
"655","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",7,37.2333333333333,"7"
"656","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",9,19.1,"9"
"657","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",11,21.75,"11"
"658","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",14,29.9333333333333,"14"
"659","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",16,66.25,"16"
"660","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",18,1.30000000000007,"18"
"661","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",2,29,"2"
"662","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",4,24.6,"4"
"663","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",7,23.1333333333333,"7"
"664","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",9,115.95,"9"
"665","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",11,24.85,"11"
"666","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",14,116.5,"14"
"667","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",16,20.15,"16"
"668","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",18,-12.45,"18"
"669","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",2,32.4,"2"
"670","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",4,55.8,"4"
"671","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",7,37.2666666666667,"7"
"672","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",9,3.65000000000003,"9"
"673","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",11,25,"11"
"674","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",14,28.9490740740741,"14"
"675","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",16,42.7589285714286,"16"
"676","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",18,-3.07142857142856,"18"
"677","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",2,22.1,"2"
"678","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",4,41.8,"4"
"679","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",7,43.9166666666667,"7"
"680","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",9,4.01388888888891,"9"
"681","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",11,52.2222222222223,"11"
"682","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",14,46.2962962962963,"14"
"683","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",16,52.2222222222222,"16"
"684","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",18,23.7222222222222,"18"
"685","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",2,65.8111111111111,"2"
"686","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",4,26.1666666666666,"4"
"687","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",7,16.6296296296296,"7"
"688","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",9,79.8333333333333,"9"
"689","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",11,34.05,"11"
"690","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",14,84.6666666666667,"14"
"691","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",16,35.8,"16"
"692","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",18,-25.8499999999999,"18"
"693","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",2,32.7,"2"
"694","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",4,41.85,"4"
"695","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",7,39.3333333333333,"7"
"696","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",9,66.95,"9"
"697","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",11,63.2222222222222,"11"
"698","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",14,67.787037037037,"14"
"699","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",16,-7.5625,"16"
"700","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",18,-12.3482142857143,"18"
"701","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",2,30.1666666666667,"2"
"702","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",4,51.8888888888889,"4"
"703","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",7,10.1111111111111,"7"
"704","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",9,59.6666666666667,"9"
"705","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",11,72.2,"11"
"706","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",14,63.8666666666666,"14"
"707","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",16,10.1,"16"
"708","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",18,-6.20000000000005,"18"
"709","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",2,17.3333333333333,"2"
"710","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",4,69.1,"4"
"711","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",7,38.4666666666667,"7"
"712","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",9,46.65,"9"
"713","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",11,30.55,"11"
"714","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",14,103.5,"14"
"715","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",16,-0.25,"16"
"716","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",18,-0.799999999999955,"18"
"717","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",2,29.3,"2"
"718","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",4,62.7,"4"
"719","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",7,38.6,"7"
"720","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",9,45.3,"9"
"721","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",11,37.2777777777778,"11"
"722","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",14,29.3703703703704,"14"
"723","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",16,25.6111111111111,"16"
"724","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",18,13,"18"
"725","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",2,10.5333333333333,"2"
"726","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",4,32.25,"4"
"727","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",7,11.6666666666667,"7"
"728","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",9,105.666666666667,"9"
"729","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",11,10.1666666666667,"11"
"730","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",14,28.1851851851852,"14"
"731","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",16,19,"16"
"732","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",18,-44.8680555555555,"18"
"733","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",2,5.96666666666666,"2"
"734","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",4,3.80000000000001,"4"
"735","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",7,48.5592592592593,"7"
"736","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",9,20.2222222222222,"9"
"737","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",11,72.6111111111111,"11"
"738","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",14,28.8148148148148,"14"
"739","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",16,21.9444444444445,"16"
"740","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",18,23.9444444444445,"18"
"741","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",2,37.1333333333333,"2"
"742","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",4,73.0555555555555,"4"
"743","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",7,-4.77777777777775,"7"
"744","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",9,97.7222222222222,"9"
"745","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",11,41.55,"11"
"746","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",14,100.533333333333,"14"
"747","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",16,27.25,"16"
"748","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",18,-0.75,"18"
"749","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",2,36.2,"2"
"750","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",4,61.4,"4"
"751","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",7,21.3333333333333,"7"
"752","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",9,42.7,"9"
"753","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",11,63.75,"11"
"754","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",14,38.3333333333333,"14"
"755","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",16,53.1,"16"
"756","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",18,3.9375,"18"
"757","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",2,45.3333333333333,"2"
"758","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",4,101.25,"4"
"759","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",7,14.1333333333333,"7"
"760","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",9,49.2,"9"
"761","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",11,70.9166666666666,"11"
"762","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",14,68.3333333333333,"14"
"763","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",16,60.4444444444445,"16"
"764","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",18,-10.6666666666666,"18"
"765","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",2,51.8666666666667,"2"
"766","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",4,29.85,"4"
"767","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",7,41.7333333333333,"7"
"768","18-Gre5BacNon-B5","B5","Bac","Non","Gre",5015,10,501.5,"Non Bac",9,76.75,"9"
"769","18-Gre6BacNon-B6","B6","Bac","Non","Gre",4729,10,472.9,"Non Bac",11,31,"11"
"770","18-Gre6BacNon-B6","B6","Bac","Non","Gre",4729,10,472.9,"Non Bac",14,38.3333333333333,"14"
"771","18-Gre6BacNon-B6","B6","Bac","Non","Gre",4729,10,472.9,"Non Bac",16,70.6944444444445,"16"
"772","18-Gre6BacNon-B6","B6","Bac","Non","Gre",4729,10,472.9,"Non Bac",18,11.4444444444445,"18"
