"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Rate","Times"
"1116","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",18,-25.0069444444445,"18"
"1117","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",2,21.6,"2"
"1118","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",4,49.05,"4"
"1119","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",7,26.5666666666666,"7"
"1120","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",9,76.45,"9"
"1121","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",11,23.8333333333333,"11"
"1122","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",14,35.4444444444445,"14"
"1123","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",16,-11.5,"16"
"1124","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",18,-6.1875,"18"
"1125","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",2,33.4185185185185,"2"
"1126","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",4,25.9444444444445,"4"
"1127","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",7,23.6296296296296,"7"
"1128","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",9,54.8333333333333,"9"
"1129","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",11,31,"11"
"1130","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",14,3.59259259259261,"14"
"1131","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",16,75.0555555555555,"16"
"1132","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",18,-47.3194444444445,"18"
"1133","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",2,19.0666666666667,"2"
"1134","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",4,-0.399999999999977,"4"
"1135","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",7,48.6555555555555,"7"
"1136","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",9,3.16666666666669,"9"
"1137","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",11,32.8,"11"
"1138","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",14,94.1,"14"
"1139","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",16,15.95,"16"
"1140","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",18,30.9277777777778,"18"
"1141","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",2,27.7666666666667,"2"
"1142","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",4,34.55,"4"
"1143","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",7,31,"7"
"1144","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",9,23,"9"
"1145","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",11,62.2499999999999,"11"
"1146","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",14,45.4666666666667,"14"
"1147","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",16,16,"16"
"1148","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",18,-0.799999999999955,"18"
"1149","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",2,38.9666666666667,"2"
"1150","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",4,55.9,"4"
"1151","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",7,-1.66666666666667,"7"
"1152","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",9,44.75,"9"
"1153","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",11,31.05,"11"
"1154","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",14,18,"14"
"1155","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",16,32.3333333333333,"16"
"1156","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",18,-8.61111111111109,"18"
"1157","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",2,19.5666666666667,"2"
"1158","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",4,24.5,"4"
"1159","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",7,8.43333333333332,"7"
"1160","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",9,37.5,"9"
"1161","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",11,85.85,"11"
"1162","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",14,28.1,"14"
"1163","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",16,19.7222222222222,"16"
"1164","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",18,-24.1597222222222,"18"
"1165","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",2,21.4,"2"
"1166","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",4,52.8,"4"
"1167","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",7,39.6,"7"
"1168","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",9,68.2,"9"
"1169","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",11,39.1111111111111,"11"
"1170","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",14,93.3055555555555,"14"
"1171","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",16,39.375,"16"
"1172","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",18,11.75,"18"
"1173","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",2,4.46666666666666,"2"
"1174","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",4,6.06666666666669,"4"
"1175","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",7,55.7777777777778,"7"
"1176","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",9,43.7222222222222,"9"
"1177","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",11,50.5714285714286,"11"
"1178","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",14,67.5714285714286,"14"
"1179","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",16,-15.9285714285714,"16"
"1180","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",18,67.3571428571429,"18"
"1181","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",2,17.0666666666667,"2"
"1182","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",4,13.35,"4"
"1183","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",7,24.147619047619,"7"
"1184","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",9,43.0714285714286,"9"
"1185","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",11,41.95,"11"
"1186","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",14,47.0666666666667,"14"
"1187","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",16,-0.5,"16"
"1188","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",18,1.85000000000002,"18"
"1189","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",2,35.2666666666667,"2"
"1190","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",4,42.4,"4"
"1191","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",7,-7.30000000000003,"7"
"1192","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",9,65.8,"9"
"1193","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",11,23.4388888888889,"11"
"1194","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",14,66.8888888888888,"14"
"1195","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",16,26.0277777777778,"16"
"1196","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",18,-14.0357142857143,"18"
"1197","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",2,23.4333333333333,"2"
"1198","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",4,39.6,"4"
"1199","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",7,32.9,"7"
"1200","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",9,47.35,"9"
"1201","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",11,54.8,"11"
"1202","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",14,33.9666666666667,"14"
"1203","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",16,18.7,"16"
"1204","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",18,2.80000000000001,"18"
"1205","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",2,19.5666666666667,"2"
"1206","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",4,25.2,"4"
"1207","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",7,18.9,"7"
"1208","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",9,29.65,"9"
"1209","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",11,38.8571428571428,"11"
"1210","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",14,15.4761904761905,"14"
"1211","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",16,2.14285714285717,"16"
"1212","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",18,3.5,"18"
"1213","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",2,25.7444444444445,"2"
"1214","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",4,38.3958333333333,"4"
"1215","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",7,-0.0892857142857035,"7"
"1216","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",9,74.0714285714286,"9"
"1217","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",11,27.5,"11"
"1218","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",14,71.1333333333333,"14"
"1219","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",16,44.2222222222222,"16"
"1220","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",18,-26.7777777777778,"18"
"1221","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",2,19.8333333333333,"2"
"1222","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",4,27.95,"4"
"1223","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",7,15.6333333333333,"7"
"1224","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",9,1,"9"
"1225","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",11,14.1666666666667,"11"
"1226","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",14,35.1481481481482,"14"
"1227","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",16,0.333333333333314,"16"
"1228","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",18,-5.33333333333331,"18"
"1229","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",2,19.8666666666667,"2"
"1230","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",4,23.7,"4"
"1231","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",7,9.16666666666667,"7"
"1232","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",9,55.4777777777778,"9"
"1233","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",11,41.95,"11"
"1234","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",14,55.3333333333334,"14"
"1235","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",16,5.34999999999991,"16"
"1236","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",18,-5.39999999999998,"18"
"1237","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",2,19.5666666666667,"2"
"1238","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",4,32.9,"4"
"1239","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",7,20.1333333333334,"7"
"1240","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",9,36.65,"9"
"1241","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",11,30.4027777777778,"11"
"1242","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",14,39.0416666666667,"14"
"1243","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",16,21.4375,"16"
"1244","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",18,40.0178571428572,"18"
"1245","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",2,4.89999999999998,"2"
"1246","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",4,23.6,"4"
"1247","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",7,18.9333333333333,"7"
"1248","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",9,9.82222222222225,"9"
"1249","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",11,17.1611111111111,"11"
"1250","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",14,78.3425925925926,"14"
"1251","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",16,-9.625,"16"
"1252","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",18,-6.375,"18"
"1253","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",2,15.0333333333333,"2"
"1254","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",4,6.34999999999997,"4"
"1255","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",7,12.1,"7"
"1256","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",9,5.84999999999997,"9"
"1257","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",11,52.25,"11"
"1258","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",14,74.25,"14"
"1259","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",16,-9.6875,"16"
"1260","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",18,-22.6071428571429,"18"
"1261","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",2,50.1518518518518,"2"
"1262","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",4,68.5555555555555,"4"
"1263","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",7,17.8148148148148,"7"
"1264","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",9,76.7569444444445,"9"
"1265","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",11,50.35,"11"
"1266","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",14,57.7333333333333,"14"
"1267","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",16,7.62222222222215,"16"
"1268","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",18,-15.7222222222222,"18"
"1269","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",2,15.5333333333333,"2"
"1270","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",4,37.75,"4"
"1271","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",7,16.7,"7"
"1272","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",9,27.8,"9"
"1273","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",11,102,"11"
"1274","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",14,59.9666666666667,"14"
"1275","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",16,3.27222222222213,"16"
"1276","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",18,-17.3333333333333,"18"
"1277","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",2,25.9666666666667,"2"
"1278","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",4,49.3,"4"
"1279","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",7,34.7666666666667,"7"
"1280","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",9,30.7,"9"
"1281","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",11,98.1805555555555,"11"
"1282","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",14,74.9166666666667,"14"
"1283","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",16,10.0625,"16"
"1284","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",18,-16.6875,"18"
"1285","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",2,14.3666666666667,"2"
"1286","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",4,38.7,"4"
"1287","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",7,6.74074074074072,"7"
"1288","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",9,37.3333333333334,"9"
"1289","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",11,64.7,"11"
"1290","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",14,22.1,"14"
"1291","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",16,-1.75,"16"
"1292","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",18,-8.29999999999995,"18"
"1293","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",2,58.5333333333333,"2"
"1294","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",4,65.6,"4"
"1295","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",7,-9.96666666666666,"7"
"1296","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",9,111.4,"9"
"1297","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",11,33.1875,"11"
"1298","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",14,55.625,"14"
"1299","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",16,26,"16"
"1300","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",18,25,"18"
"1301","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",2,9.73333333333333,"2"
"1302","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",4,7.34999999999999,"4"
"1303","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",7,10.7666666666667,"7"
"1304","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",9,88.1625,"9"
"1305","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",11,52.55,"11"
"1306","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",14,39.9,"14"
"1307","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",16,24.7,"16"
"1308","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",18,-1.89999999999998,"18"
"1309","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",2,15,"2"
"1310","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",4,35.5,"4"
"1311","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",7,20.3666666666667,"7"
"1312","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",9,56.1,"9"
"1313","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",11,7.30000000000001,"11"
"1314","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",14,81.9,"14"
"1315","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",16,-19.15,"16"
"1316","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",18,0.449999999999989,"18"
"1317","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",2,21.3666666666667,"2"
"1318","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",4,35.75,"4"
"1319","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",7,21,"7"
"1320","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",9,39.55,"9"
"1321","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",11,71.2777777777778,"11"
"1322","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",14,65.2962962962963,"14"
"1323","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",16,8.72222222222229,"16"
"1324","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",18,-24.8333333333334,"18"
"1325","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",2,33.637037037037,"2"
"1326","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",4,67.1666666666667,"4"
"1327","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",7,13.6296296296296,"7"
"1328","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",9,48.1666666666666,"9"
"1329","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",11,46.8333333333334,"11"
"1330","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",14,38.3333333333333,"14"
"1331","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",16,23.2222222222222,"16"
"1332","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",18,11.5,"18"
"1333","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",2,32.6703703703704,"2"
"1334","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",4,23.1111111111111,"4"
"1335","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",7,-4.88888888888891,"7"
"1336","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",9,94.7777777777778,"9"
"1337","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",11,49.9,"11"
"1338","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",14,21.0666666666667,"14"
"1339","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",16,-15.3,"16"
"1340","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",18,33.7222222222222,"18"
"1341","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",2,15.9333333333333,"2"
"1342","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",4,37.5,"4"
"1343","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",7,15.8,"7"
"1344","24-Ita2BacSer-B2","B2","Bac","Ser","Ita",5436,10,543.6,"Ser Bac",9,66.9,"9"
