"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Acc","Times"
"518","15-Can8LevSte-B8","B8","Lev","Ste","Can",5343,10,534.3,"Ste Lev",4,250.8,"4"
"519","15-Can8LevSte-B8","B8","Lev","Ste","Can",5343,10,534.3,"Ste Lev",7,256.1,"7"
"520","15-Can8LevSte-B8","B8","Lev","Ste","Can",5343,10,534.3,"Ste Lev",9,329.4,"9"
"521","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",11,471.066666666667,"11"
"522","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",14,596.622222222222,"14"
"523","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",16,675.844444444444,"16"
"524","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",18,660.9,"18"
"525","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",2,96.8,"2"
"526","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",4,190.9,"4"
"527","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",7,178.2,"7"
"528","15-Can9ConSte-B9","B9","Con","Ste","Can",4316,10,431.6,"Ste Con",9,432.955555555556,"9"
"529","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",11,348.711111111111,"11"
"530","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",14,615.488888888889,"14"
"531","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",16,665.377777777778,"16"
"532","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",18,663.377777777778,"18"
"533","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",2,-7.39999999999998,"2"
"534","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",4,67.2666666666667,"4"
"535","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",7,235.488888888889,"7"
"536","15-Ita10BacSte-B10","B10","Bac","Ste","Ita",4134,10,413.4,"Ste Bac",9,238.377777777778,"9"
"537","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",11,508.5,"11"
"538","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",14,622.3,"14"
"539","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",16,604.6,"16"
"540","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",18,564.4,"18"
"541","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",2,130.6,"2"
"542","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",4,196.1,"4"
"543","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",7,223.9,"7"
"544","15-Ita2LevSte-B2","B2","Lev","Ste","Ita",6899,10,689.9,"Ste Lev",9,275.2,"9"
"545","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",11,457.4,"11"
"546","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",14,692.2,"14"
"547","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",16,739.8,"16"
"548","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",18,775.3,"18"
"549","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",2,35.3,"2"
"550","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",4,119.9,"4"
"551","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",7,232.8,"7"
"552","15-Ita4ConSte-B4","B4","Con","Ste","Ita",5093,10,509.3,"Ste Con",9,391.4,"9"
"553","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",11,401.6,"11"
"554","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",14,602,"14"
"555","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",16,599.7,"16"
"556","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",18,615.4,"18"
"557","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",2,88.1,"2"
"558","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",4,185.8,"4"
"559","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",7,212.5,"7"
"560","15-Ita7BacSte-B7","B7","Bac","Ste","Ita",4724,10,472.4,"Ste Bac",9,299.1,"9"
"561","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",11,423.9,"11"
"562","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",14,598.4,"14"
"563","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",16,717.4,"16"
"564","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",18,743.9,"18"
"565","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",2,36.2,"2"
"566","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",4,71.7,"4"
"567","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",7,251.8,"7"
"568","16-Can5BacNon-B5","B5","Bac","Non","Can",3935,10,393.5,"Non Bac",9,365.4,"9"
"569","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",11,435.8,"11"
"570","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",14,736.1,"14"
"571","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",16,738.5,"16"
"572","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",18,725,"18"
"573","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",2,65.2,"2"
"574","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",4,188.6,"4"
"575","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",7,297.5,"7"
"576","16-Can6BacNon-B6","B6","Bac","Non","Can",5000,10,500,"Non Bac",9,334.4,"9"
"577","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",11,504.7,"11"
"578","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",14,739.9,"14"
"579","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",16,733.1,"16"
"580","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",18,755.7,"18"
"581","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",2,104.6,"2"
"582","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",4,227.7,"4"
"583","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",7,316,"7"
"584","16-Can8BacNon-B8","B8","Bac","Non","Can",4138,10,413.8,"Non Bac",9,420,"9"
"585","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",11,392.5,"11"
"586","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",14,705.1,"14"
"587","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",16,754.7,"16"
"588","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",18,736.6,"18"
"589","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",2,60.7,"2"
"590","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",4,95.2,"4"
"591","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",7,265.4,"7"
"592","16-Can9LevNon-B9","B9","Lev","Non","Can",4868,10,486.8,"Non Lev",9,376,"9"
"593","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",11,385.155555555556,"11"
"594","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",14,496.1,"14"
"595","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",16,476.725,"16"
"596","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",18,473.35,"18"
"597","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",2,77.6,"2"
"598","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",4,180.822222222222,"4"
"599","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",7,183.155555555556,"7"
"600","16-Gre2ConSer-B2","B2","Con","Ser","Gre",5234,10,523.4,"Ser Con",9,273.044444444444,"9"
"601","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",11,465.6,"11"
"602","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",14,809.7,"14"
"603","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",16,807.9,"16"
"604","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",18,801.7,"18"
"605","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",2,83.1999999999999,"2"
"606","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",4,222,"4"
"607","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",7,289.8,"7"
"608","16-Gre7ConNon-B7","B7","Con","Non","Gre",5201,10,520.1,"Non Con",9,370.5,"9"
"609","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",11,561.266666666667,"11"
"610","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",14,683.966666666667,"14"
"611","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",16,722.466666666667,"16"
"612","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",18,709.166666666667,"18"
"613","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",2,152.566666666667,"2"
"614","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",4,252.366666666667,"4"
"615","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",7,339.766666666667,"7"
"616","16-Ita10BacNon-B10","B10","Bac","Non","Ita",4116,9,457.333333333333,"Non Bac",9,412.566666666667,"9"
"617","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",11,445.9,"11"
"618","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",14,676.7,"14"
"619","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",16,673.177777777778,"16"
"620","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",18,647.844444444444,"18"
"621","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",2,66.1,"2"
"622","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",4,189,"4"
"623","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",7,350.1,"7"
"624","16-Ita1ConSte-B1","B1","Con","Ste","Ita",5776,10,577.6,"Ste Con",9,387.2,"9"
"625","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",11,555.2,"11"
"626","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",14,639.4,"14"
"627","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",16,774.2,"16"
"628","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",18,719.8,"18"
"629","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",2,118,"2"
"630","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",4,217.4,"4"
"631","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",7,260,"7"
"632","16-Ita3BacNon-B3","B3","Bac","Non","Ita",5241,10,524.1,"Non Bac",9,411.1,"9"
"633","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",11,255.877777777778,"11"
"634","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",14,507.1,"14"
"635","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",16,484.433333333333,"16"
"636","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",18,589.35,"18"
"637","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",2,-27.9,"2"
"638","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",4,17.8000000000001,"4"
"639","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",7,69.2,"7"
"640","16-Ita4LevSer-B4","B4","Lev","Ser","Ita",6979,10,697.9,"Ser Lev",9,239.433333333333,"9"
"641","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",11,514.572727272727,"11"
"642","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",14,656.772727272727,"14"
"643","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",16,693.772727272727,"16"
"644","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",18,696.672727272727,"18"
"645","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",2,145.772727272727,"2"
"646","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",4,204.672727272727,"4"
"647","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",7,302.972727272727,"7"
"648","17-Can10BacNon-B10","B10","Bac","Non","Can",4243,11,385.727272727273,"Non Bac",9,405.072727272727,"9"
"649","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",11,386.6,"11"
"650","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",14,666.8,"14"
"651","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",16,698.1,"16"
"652","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",18,644,"18"
"653","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",2,74.4,"2"
"654","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",4,196.8,"4"
"655","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",7,308.5,"7"
"656","17-Can1ConSte-B1","B1","Con","Ste","Can",5395,10,539.5,"Ste Con",9,346.7,"9"
"657","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",11,481,"11"
"658","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",14,570.8,"14"
"659","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",16,703.3,"16"
"660","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",18,705.9,"18"
"661","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",2,87,"2"
"662","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",4,136.2,"4"
"663","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",7,205.6,"7"
"664","17-Can3BacNon-B3","B3","Bac","Non","Can",4775,10,477.5,"Non Bac",9,437.5,"9"
"665","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",11,377.6,"11"
"666","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",14,727.1,"14"
"667","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",16,767.4,"16"
"668","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",18,742.5,"18"
"669","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",2,97.2,"2"
"670","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",4,208.8,"4"
"671","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",7,320.6,"7"
"672","17-Can7ConNon-B7","B7","Con","Non","Can",5028,10,502.8,"Non Con",9,327.9,"9"
"673","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",11,339.677777777778,"11"
"674","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",14,426.525,"14"
"675","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",16,512.042857142857,"16"
"676","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",18,505.9,"18"
"677","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",2,66.3,"2"
"678","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",4,149.9,"4"
"679","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",7,281.65,"7"
"680","17-Gre4LevSer-B4","B4","Lev","Ser","Gre",5691,10,569.1,"Ser Lev",9,289.677777777778,"9"
"681","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",11,563.766666666667,"11"
"682","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",14,702.655555555556,"14"
"683","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",16,807.1,"16"
"684","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",18,854.544444444444,"18"
"685","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",2,197.433333333333,"2"
"686","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",4,249.766666666667,"4"
"687","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",7,299.655555555556,"7"
"688","17-Gre8BacNon-B8","B8","Bac","Non","Gre",4789,10,478.9,"Non Bac",9,459.322222222222,"9"
"689","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",11,501.8,"11"
"690","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",14,755.8,"14"
"691","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",16,827.4,"16"
"692","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",18,775.7,"18"
"693","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",2,98.0999999999999,"2"
"694","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",4,181.8,"4"
"695","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",7,299.8,"7"
"696","17-Gre9LevNon-B9","B9","Lev","Non","Gre",6532,10,653.2,"Non Lev",9,433.7,"9"
"697","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",11,470.388888888889,"11"
"698","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",14,673.75,"14"
"699","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",16,658.625,"16"
"700","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",18,633.928571428571,"18"
"701","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",2,90.5,"2"
"702","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",4,194.277777777778,"4"
"703","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",7,224.611111111111,"7"
"704","17-Ita2ConSer-B2","B2","Con","Ser","Ita",5945,10,594.5,"Ser Con",9,343.944444444444,"9"
"705","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",11,543.3,"11"
"706","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",14,734.9,"14"
"707","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",16,755.1,"16"
"708","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",18,742.7,"18"
"709","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",2,52,"2"
"710","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",4,190.2,"4"
"711","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",7,305.6,"7"
"712","17-Ita5BacNon-B5","B5","Bac","Non","Ita",4979,10,497.9,"Non Bac",9,398.9,"9"
"713","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",11,480.8,"11"
"714","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",14,791.3,"14"
"715","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",16,790.8,"16"
"716","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",18,789.2,"18"
"717","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",2,87.9,"2"
"718","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",4,213.3,"4"
"719","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",7,329.1,"7"
"720","17-Ita6BacNon-B6","B6","Bac","Non","Ita",5118,10,511.8,"Non Bac",9,419.7,"9"
"721","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",11,416.988888888889,"11"
"722","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",14,505.1,"14"
"723","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",16,556.322222222222,"16"
"724","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",18,582.322222222222,"18"
"725","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",2,31.6,"2"
"726","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",4,96.1,"4"
"727","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",7,131.1,"7"
"728","18-Can2ConSer-B2","B2","Con","Ser","Can",5079,10,507.9,"Ser Con",9,342.433333333333,"9"
"729","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",11,231.955555555556,"11"
"730","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",14,316.511111111111,"14"
"731","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",16,354.511111111111,"16"
"732","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",18,264.775,"18"
"733","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",2,17.9,"2"
"734","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",4,25.5,"4"
"735","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",7,171.177777777778,"7"
"736","18-Can4LevSer-B4","B4","Lev","Ser","Can",4606,10,460.6,"Ser Lev",9,211.622222222222,"9"
"737","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",11,583.844444444444,"11"
"738","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",14,670.288888888889,"14"
"739","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",16,714.177777777778,"16"
"740","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",18,762.066666666667,"18"
"741","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",2,111.4,"2"
"742","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",4,257.511111111111,"4"
"743","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",7,243.177777777778,"7"
"744","18-Gre10BacNon-B10","B10","Bac","Non","Gre",4326,10,432.6,"Non Bac",9,438.622222222222,"9"
"745","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",11,463.9,"11"
"746","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",14,765.5,"14"
"747","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",16,820,"16"
"748","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",18,818.5,"18"
"749","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",2,108.6,"2"
"750","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",4,231.4,"4"
"751","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",7,295.4,"7"
"752","18-Gre1ConSte-B1","B1","Con","Ste","Gre",5220,10,522,"Ste Con",9,380.8,"9"
"753","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",11,606.8,"11"
"754","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",14,721.8,"14"
"755","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",16,828,"16"
"756","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",18,835.875,"18"
"757","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",2,136,"2"
"758","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",4,338.5,"4"
"759","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",7,380.9,"7"
"760","18-Gre3BacNon-B3","B3","Bac","Non","Gre",6300,10,630,"Non Bac",9,479.3,"9"
