"","Identity","Bloc","Trt","Wound","Strain","Initial_Mass","Initial_Number","Initial_Mean","group","Time","Growth_Acc","Times"
"1097","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",11,557.8,"11"
"1098","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",14,744.3,"14"
"1099","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",16,745.5,"16"
"1100","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",18,729.9,"18"
"1101","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",2,80.1999999999999,"2"
"1102","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",4,217.7,"4"
"1103","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",7,298.8,"7"
"1104","21-Gre4LevNon-B4","B4","Lev","Non","Gre",6446,10,644.6,"Non Lev",9,440,"9"
"1105","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",11,301.4,"11"
"1106","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",14,480.377777777778,"14"
"1107","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",16,609.488888888889,"16"
"1108","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",18,615.488888888889,"18"
"1109","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",2,81.8000000000001,"2"
"1110","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",4,104.8,"4"
"1111","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",7,161.5,"7"
"1112","21-Gre8LevSer-B8","B8","Lev","Ser","Gre",5004,10,500.4,"Ser Lev",9,257,"9"
"1113","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",11,523.522222222222,"11"
"1114","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",14,645.966666666667,"14"
"1115","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",16,725.188888888889,"16"
"1116","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",18,675.175,"18"
"1117","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",2,64.8,"2"
"1118","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",4,162.9,"4"
"1119","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",7,242.6,"7"
"1120","21-Ita3ConSte-B3","B3","Con","Ste","Ita",5997,10,599.7,"Ste Con",9,395.5,"9"
"1121","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",11,380.366666666667,"11"
"1122","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",14,486.7,"14"
"1123","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",16,463.7,"16"
"1124","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",18,451.325,"18"
"1125","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",2,100.255555555556,"2"
"1126","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",4,152.144444444444,"4"
"1127","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",7,223.033333333333,"7"
"1128","22-Can1BacSer-B1","B1","Bac","Ser","Can",4963,10,496.3,"Ser Bac",9,332.7,"9"
"1129","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",11,270.7,"11"
"1130","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",14,281.477777777778,"14"
"1131","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",16,431.588888888889,"16"
"1132","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",18,336.95,"18"
"1133","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",2,57.2,"2"
"1134","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",4,56.4,"4"
"1135","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",7,202.366666666667,"7"
"1136","22-Can4BacSer-B4","B4","Bac","Ser","Can",4603,10,460.3,"Ser Bac",9,208.7,"9"
"1137","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",11,357,"11"
"1138","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",14,639.3,"14"
"1139","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",16,671.2,"16"
"1140","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",18,733.055555555556,"18"
"1141","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",2,83.3,"2"
"1142","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",4,152.4,"4"
"1143","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",7,245.4,"7"
"1144","22-Can9LevSte-B9","B9","Lev","Ste","Can",4435,10,443.5,"Ste Lev",9,291.4,"9"
"1145","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",11,437.7,"11"
"1146","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",14,574.1,"14"
"1147","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",16,606.1,"16"
"1148","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",18,604.5,"18"
"1149","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",2,116.9,"2"
"1150","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",4,228.7,"4"
"1151","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",7,223.7,"7"
"1152","22-Gre2BacSer-B2","B2","Bac","Ser","Gre",5949,10,594.9,"Ser Bac",9,313.2,"9"
"1153","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",11,270.1,"11"
"1154","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",14,324.1,"14"
"1155","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",16,388.766666666667,"16"
"1156","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",18,371.544444444444,"18"
"1157","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",2,58.7,"2"
"1158","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",4,107.7,"4"
"1159","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",7,133,"7"
"1160","22-Gre3LevSer-B3","B3","Lev","Ser","Gre",5659,10,565.9,"Ser Lev",9,208,"9"
"1161","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",11,596.7,"11"
"1162","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",14,681,"14"
"1163","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",16,720.444444444444,"16"
"1164","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",18,672.125,"18"
"1165","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",2,64.2,"2"
"1166","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",4,169.8,"4"
"1167","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",7,288.6,"7"
"1168","22-Gre5LevSte-B5","B5","Lev","Ste","Gre",6380,10,638,"Ste Lev",9,425,"9"
"1169","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",11,358.533333333333,"11"
"1170","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",14,638.45,"14"
"1171","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",16,717.2,"16"
"1172","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",18,740.7,"18"
"1173","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",2,13.4,"2"
"1174","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",4,25.5333333333334,"4"
"1175","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",7,192.866666666667,"7"
"1176","22-Ita10ConSer-B10","B10","Con","Ser","Ita",4888,10,488.8,"Ser Con",9,280.311111111111,"9"
"1177","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",11,337.628571428571,"11"
"1178","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",14,540.342857142857,"14"
"1179","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",16,508.485714285714,"16"
"1180","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",18,643.2,"18"
"1181","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",2,51.2,"2"
"1182","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",4,77.9000000000001,"4"
"1183","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",7,150.342857142857,"7"
"1184","22-Ita6ConSer-B6","B6","Con","Ser","Ita",5988,10,598.8,"Ser Con",9,236.485714285714,"9"
"1185","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",11,384.2,"11"
"1186","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",14,525.4,"14"
"1187","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",16,524.4,"16"
"1188","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",18,528.1,"18"
"1189","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",2,105.8,"2"
"1190","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",4,190.6,"4"
"1191","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",7,168.7,"7"
"1192","22-Ita7ConSer-B7","B7","Con","Ser","Ita",4981,10,498.1,"Ser Con",9,300.3,"9"
"1193","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",11,389.777777777778,"11"
"1194","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",14,590.444444444444,"14"
"1195","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",16,642.5,"16"
"1196","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",18,614.428571428571,"18"
"1197","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",2,70.3,"2"
"1198","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",4,149.5,"4"
"1199","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",7,248.2,"7"
"1200","22-Ita8ConSte-B8","B8","Con","Ste","Ita",6660,10,666,"Ste Con",9,342.9,"9"
"1201","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",11,334.7,"11"
"1202","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",14,436.6,"14"
"1203","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",16,474,"16"
"1204","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",18,479.6,"18"
"1205","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",2,58.7,"2"
"1206","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",4,109.1,"4"
"1207","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",7,165.8,"7"
"1208","23-Can10ConSer-B10","B10","Con","Ser","Can",3981,10,398.1,"Ser Con",9,225.1,"9"
"1209","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",11,379.614285714286,"11"
"1210","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",14,426.042857142857,"14"
"1211","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",16,430.328571428571,"16"
"1212","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",18,437.328571428571,"18"
"1213","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",2,77.2333333333333,"2"
"1214","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",4,154.025,"4"
"1215","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",7,153.757142857143,"7"
"1216","23-Can2BacSer-B2","B2","Bac","Ser","Can",4731,10,473.1,"Ser Bac",9,301.9,"9"
"1217","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",11,219.3,"11"
"1218","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",14,432.7,"14"
"1219","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",16,521.144444444444,"16"
"1220","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",18,467.588888888889,"18"
"1221","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",2,59.5,"2"
"1222","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",4,115.4,"4"
"1223","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",7,162.3,"7"
"1224","23-Can7ConSer-B7","B7","Con","Ser","Can",4083,10,408.3,"Ser Con",9,164.3,"9"
"1225","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",11,273.788888888889,"11"
"1226","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",14,379.233333333333,"14"
"1227","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",16,379.9,"16"
"1228","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",18,369.233333333333,"18"
"1229","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",2,59.6,"2"
"1230","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",4,107,"4"
"1231","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",7,134.5,"7"
"1232","23-Can8ConSte-B8","B8","Con","Ste","Can",4711,10,471.1,"Ste Con",9,245.455555555556,"9"
"1233","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",11,342.1,"11"
"1234","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",14,508.1,"14"
"1235","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",16,518.8,"16"
"1236","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",18,508,"18"
"1237","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",2,58.7,"2"
"1238","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",4,124.5,"4"
"1239","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",7,184.9,"7"
"1240","23-Gre1BacSer-B1","B1","Bac","Ser","Gre",5478,10,547.8,"Ser Bac",9,258.2,"9"
"1241","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",11,199.15,"11"
"1242","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",14,316.275,"14"
"1243","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",16,359.15,"16"
"1244","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",18,439.185714285714,"18"
"1245","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",2,14.6999999999999,"2"
"1246","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",4,61.9,"4"
"1247","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",7,118.7,"7"
"1248","23-Gre4BacSer-B4","B4","Bac","Ser","Gre",5641,10,564.1,"Ser Bac",9,138.344444444444,"9"
"1249","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",11,140.122222222222,"11"
"1250","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",14,375.15,"14"
"1251","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",16,355.9,"16"
"1252","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",18,343.15,"18"
"1253","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",2,45.1,"2"
"1254","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",4,57.8,"4"
"1255","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",7,94.1,"7"
"1256","23-Gre6ConSer-B6","B6","Con","Ser","Gre",5071,10,507.1,"Ser Con",9,105.8,"9"
"1257","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",11,599.025,"11"
"1258","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",14,821.775,"14"
"1259","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",16,802.4,"16"
"1260","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",18,757.185714285714,"18"
"1261","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",2,150.455555555556,"2"
"1262","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",4,287.566666666667,"4"
"1263","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",7,341.011111111111,"7"
"1264","23-Gre9LevSte-B9","B9","Lev","Ste","Gre",5641,10,564.1,"Ste Lev",9,494.525,"9"
"1265","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",11,328.5,"11"
"1266","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",14,501.7,"14"
"1267","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",16,516.944444444444,"16"
"1268","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",18,485.5,"18"
"1269","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",2,46.6,"2"
"1270","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",4,122.1,"4"
"1271","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",7,172.2,"7"
"1272","23-Ita3LevSer-B3","B3","Lev","Ser","Ita",6345,10,634.5,"Ser Lev",9,227.8,"9"
"1273","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",11,546.2,"11"
"1274","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",14,726.1,"14"
"1275","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",16,732.644444444444,"16"
"1276","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",18,697.977777777778,"18"
"1277","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",2,77.9000000000001,"2"
"1278","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",4,176.5,"4"
"1279","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",7,280.8,"7"
"1280","23-Ita5LevSte-B5","B5","Lev","Ste","Ita",7388,10,738.8,"Ste Lev",9,342.2,"9"
"1281","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",11,411.75,"11"
"1282","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",14,636.5,"14"
"1283","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",16,656.625,"16"
"1284","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",18,623.25,"18"
"1285","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",2,43.1,"2"
"1286","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",4,120.5,"4"
"1287","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",7,140.722222222222,"7"
"1288","24-Can3LevSer-B3","B3","Lev","Ser","Can",5515,10,551.5,"Ser Lev",9,215.388888888889,"9"
"1289","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",11,629.1,"11"
"1290","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",14,695.4,"14"
"1291","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",16,691.9,"16"
"1292","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",18,675.3,"18"
"1293","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",2,175.6,"2"
"1294","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",4,306.8,"4"
"1295","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",7,276.9,"7"
"1296","24-Can5LevSte-B5","B5","Lev","Ste","Can",4762,10,476.2,"Ste Lev",9,499.7,"9"
"1297","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",11,318.9,"11"
"1298","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",14,485.775,"14"
"1299","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",16,537.775,"16"
"1300","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",18,587.775,"18"
"1301","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",2,29.2,"2"
"1302","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",4,43.9,"4"
"1303","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",7,76.2,"7"
"1304","24-Can6ConSer-B6","B6","Con","Ser","Can",4026,10,402.6,"Ser Con",9,252.525,"9"
"1305","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",11,394.4,"11"
"1306","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",14,514.1,"14"
"1307","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",16,563.5,"16"
"1308","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",18,559.7,"18"
"1309","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",2,45,"2"
"1310","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",4,116,"4"
"1311","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",7,177.1,"7"
"1312","24-Gre10ConSer-B10","B10","Con","Ser","Gre",3890,10,389,"Ser Con",9,289.3,"9"
"1313","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",11,292.3,"11"
"1314","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",14,538,"14"
"1315","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",16,499.7,"16"
"1316","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",18,500.6,"18"
"1317","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",2,64.1,"2"
"1318","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",4,135.6,"4"
"1319","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",7,198.6,"7"
"1320","24-Gre7ConSer-B7","B7","Con","Ser","Gre",5058,10,505.8,"Ser Con",9,277.7,"9"
"1321","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",11,515.022222222222,"11"
"1322","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",14,710.911111111111,"14"
"1323","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",16,728.355555555556,"16"
"1324","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",18,678.688888888889,"18"
"1325","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",2,100.911111111111,"2"
"1326","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",4,235.244444444444,"4"
"1327","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",7,276.133333333333,"7"
"1328","24-Gre8ConSte-B8","B8","Con","Ste","Gre",5112,10,511.2,"Ste Con",9,372.466666666667,"9"
"1329","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",11,412.788888888889,"11"
"1330","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",14,527.788888888889,"14"
"1331","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",16,574.233333333333,"16"
"1332","24-Ita1BacSer-B1","B1","Bac","Ser","Ita",5221,10,522.1,"Ser Bac",18,597.233333333333,"18"
