"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"1534","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",7,0,"7"
"1535","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",9,0,"9"
"1536","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",11,0,"11"
"1537","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",14,0,"14"
"1538","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",16,0,"16"
"1539","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",18,1,"18"
"1540","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",0,0,"0"
"1541","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",2,0,"2"
"1542","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",4,0,"4"
"1543","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",7,0,"7"
"1544","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",9,0,"9"
"1545","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",11,0,"11"
"1546","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",14,0,"14"
"1547","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",16,0,"16"
"1548","10-Ita7LevSte-B7","B7","Lev","Ste","Ita","Ita Ste",18,0,"18"
"1549","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",0,0,"0"
"1550","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",2,0,"2"
"1551","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",4,0,"4"
"1552","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",7,0,"7"
"1553","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",9,0,"9"
"1554","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",11,0,"11"
"1555","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",14,0,"14"
"1556","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",16,0,"16"
"1557","11-Can7LevSte-B7","B7","Lev","Ste","Can","Can Ste",18,0,"18"
"1558","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",0,0,"0"
"1559","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",2,0,"2"
"1560","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",4,0,"4"
"1561","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",7,0,"7"
"1562","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",9,0,"9"
"1563","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",11,0,"11"
"1564","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",14,0,"14"
"1565","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",16,0,"16"
"1566","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","Gre Ste",18,1,"18"
"1567","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",0,0,"0"
"1568","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",2,1,"2"
"1569","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",4,1,"4"
"1570","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",7,1,"7"
"1571","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",9,1,"9"
"1572","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",11,1,"11"
"1573","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",14,1,"14"
"1574","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",16,1,"16"
"1575","13-Can7BacSte-B7","B7","Bac","Ste","Can","Can Ste",18,1,"18"
"1576","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",0,0,"0"
"1577","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",2,0,"2"
"1578","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",4,0,"4"
"1579","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",7,0,"7"
"1580","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",9,0,"9"
"1581","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",11,0,"11"
"1582","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",14,0,"14"
"1583","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",16,1,"16"
"1584","14-Gre7BacSte-B7","B7","Bac","Ste","Gre","Gre Ste",18,1,"18"
"1585","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",0,0,"0"
"1586","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",2,0,"2"
"1587","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",4,0,"4"
"1588","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",7,0,"7"
"1589","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",9,0,"9"
"1590","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",11,0,"11"
"1591","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",14,0,"14"
"1592","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",16,0,"16"
"1593","15-Ita7BacSte-B7","B7","Bac","Ste","Ita","Ita Ste",18,0,"18"
"1594","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",0,0,"0"
"1595","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",2,0,"2"
"1596","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",4,0,"4"
"1597","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",7,0,"7"
"1598","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",9,0,"9"
"1599","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",11,0,"11"
"1600","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",14,0,"14"
"1601","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",16,0,"16"
"1602","16-Gre7ConNon-B7","B7","Con","Non","Gre","Gre Non",18,0,"18"
"1603","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",0,0,"0"
"1604","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",2,0,"2"
"1605","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",4,0,"4"
"1606","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",7,0,"7"
"1607","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",9,0,"9"
"1608","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",11,0,"11"
"1609","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",14,0,"14"
"1610","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",16,0,"16"
"1611","17-Can7ConNon-B7","B7","Con","Non","Can","Can Non",18,0,"18"
"1612","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",0,0,"0"
"1613","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",2,0,"2"
"1614","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",4,0,"4"
"1615","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",7,0,"7"
"1616","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",9,0,"9"
"1617","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",11,0,"11"
"1618","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",14,0,"14"
"1619","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",16,0,"16"
"1620","18-Ita7ConNon-B7","B7","Con","Non","Ita","Ita Non",18,0,"18"
"1621","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",0,0,"0"
"1622","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",2,0,"2"
"1623","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",4,0,"4"
"1624","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",7,0,"7"
"1625","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",9,0,"9"
"1626","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",11,0,"11"
"1627","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",14,0,"14"
"1628","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",16,0,"16"
"1629","19-Gre7ConSte-B7","B7","Con","Ste","Gre","Gre Ste",18,1,"18"
"1630","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",0,0,"0"
"1631","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",2,0,"2"
"1632","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",4,0,"4"
"1633","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",7,0,"7"
"1634","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",9,0,"9"
"1635","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",11,0,"11"
"1636","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",14,0,"14"
"1637","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",16,0,"16"
"1638","20-Ita7ConSte-B7","B7","Con","Ste","Ita","Ita Ste",18,0,"18"
"1639","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",0,0,"0"
"1640","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",2,0,"2"
"1641","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",4,0,"4"
"1642","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",7,0,"7"
"1643","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",9,0,"9"
"1644","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",11,0,"11"
"1645","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",14,0,"14"
"1646","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",16,0,"16"
"1647","21-Can7ConSte-B7","B7","Con","Ste","Can","Can Ste",18,0,"18"
"1648","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",0,0,"0"
"1649","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",2,0,"2"
"1650","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",4,0,"4"
"1651","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",7,0,"7"
"1652","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",9,0,"9"
"1653","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",11,0,"11"
"1654","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",14,0,"14"
"1655","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",16,0,"16"
"1656","22-Ita7ConSer-B7","B7","Con","Ser","Ita","Ita Ser",18,0,"18"
"1657","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",0,0,"0"
"1658","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",2,0,"2"
"1659","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",4,0,"4"
"1660","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",7,0,"7"
"1661","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",9,0,"9"
"1662","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",11,0,"11"
"1663","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",14,0,"14"
"1664","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",16,1,"16"
"1665","23-Can7ConSer-B7","B7","Con","Ser","Can","Can Ser",18,1,"18"
"1666","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",0,0,"0"
"1667","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",2,0,"2"
"1668","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",4,0,"4"
"1669","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",7,0,"7"
"1670","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",9,0,"9"
"1671","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",11,0,"11"
"1672","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",14,0,"14"
"1673","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",16,0,"16"
"1674","24-Gre7ConSer-B7","B7","Con","Ser","Gre","Gre Ser",18,0,"18"
"1675","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",0,0,"0"
"1676","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",2,0,"2"
"1677","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",4,1,"4"
"1678","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",7,1,"7"
"1679","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",9,2,"9"
"1680","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",11,2,"11"
"1681","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",14,2,"14"
"1682","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",16,2,"16"
"1683","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","Ita Ser",18,2,"18"
"1684","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",0,0,"0"
"1685","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",2,1,"2"
"1686","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",4,1,"4"
"1687","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",7,1,"7"
"1688","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",9,2,"9"
"1689","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",11,2,"11"
"1690","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",14,2,"14"
"1691","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",16,2,"16"
"1692","26-Can7LevSer-B7","B7","Lev","Ser","Can","Can Ser",18,3,"18"
"1693","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",0,0,"0"
"1694","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",2,0,"2"
"1695","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",4,0,"4"
"1696","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",7,0,"7"
"1697","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",9,0,"9"
"1698","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",11,0,"11"
"1699","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",14,0,"14"
"1700","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",16,0,"16"
"1701","27-Gre7LevSer-B7","B7","Lev","Ser","Gre","Gre Ser",18,0,"18"
"1702","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",0,0,"0"
"1703","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",2,0,"2"
"1704","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",4,0,"4"
"1705","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",7,0,"7"
"1706","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",9,0,"9"
"1707","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",11,0,"11"
"1708","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",14,0,"14"
"1709","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",16,0,"16"
"1710","1-Ita8BacSte-B8","B8","Bac","Ste","Ita","Ita Ste",18,0,"18"
"1711","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",0,0,"0"
"1712","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",2,0,"2"
"1713","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",4,0,"4"
"1714","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",7,0,"7"
"1715","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",9,0,"9"
"1716","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",11,0,"11"
"1717","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",14,0,"14"
"1718","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",16,0,"16"
"1719","2-Can8BacSte-B8","B8","Bac","Ste","Can","Can Ste",18,0,"18"
"1720","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",0,0,"0"
"1721","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",2,0,"2"
"1722","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",4,0,"4"
"1723","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",7,0,"7"
"1724","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",9,0,"9"
"1725","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",11,0,"11"
"1726","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",14,0,"14"
"1727","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",16,0,"16"
"1728","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","Gre Ste",18,0,"18"
"1729","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",0,0,"0"
"1730","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",2,0,"2"
"1731","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",4,0,"4"
"1732","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",7,0,"7"
"1733","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",9,0,"9"
"1734","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",11,0,"11"
"1735","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",14,0,"14"
"1736","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",16,0,"16"
"1737","4-Can8ConSer-B8","B8","Con","Ser","Can","Can Ser",18,0,"18"
"1738","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",0,0,"0"
"1739","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",2,0,"2"
"1740","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",4,0,"4"
"1741","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",7,0,"7"
"1742","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",9,0,"9"
"1743","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",11,0,"11"
"1744","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",14,1,"14"
"1745","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",16,1,"16"
"1746","5-Ita8ConSer-B8","B8","Con","Ser","Ita","Ita Ser",18,1,"18"
"1747","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",0,0,"0"
"1748","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",2,0,"2"
"1749","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",4,0,"4"
"1750","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",7,0,"7"
"1751","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",9,0,"9"
"1752","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",11,0,"11"
"1753","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",14,0,"14"
"1754","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",16,0,"16"
"1755","6-Gre8ConSer-B8","B8","Con","Ser","Gre","Gre Ser",18,0,"18"
"1756","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",0,0,"0"
"1757","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",2,0,"2"
"1758","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",4,0,"4"
"1759","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",7,0,"7"
"1760","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",9,0,"9"
"1761","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",11,0,"11"
"1762","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",14,0,"14"
"1763","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",16,0,"16"
"1764","7-Can8ConNon-B8","B8","Con","Non","Can","Can Non",18,0,"18"
"1765","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",0,0,"0"
"1766","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",2,0,"2"
"1767","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",4,0,"4"
"1768","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",7,0,"7"
"1769","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",9,0,"9"
"1770","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",11,0,"11"
"1771","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",14,0,"14"
"1772","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",16,0,"16"
"1773","8-Ita8ConNon-B8","B8","Con","Non","Ita","Ita Non",18,0,"18"
"1774","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",0,0,"0"
"1775","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",2,0,"2"
"1776","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",4,0,"4"
"1777","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",7,0,"7"
"1778","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",9,0,"9"
"1779","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",11,0,"11"
"1780","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",14,0,"14"
"1781","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",16,0,"16"
"1782","9-Gre8ConNon-B8","B8","Con","Non","Gre","Gre Non",18,0,"18"
"1783","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",0,0,"0"
"1784","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",2,0,"2"
"1785","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",4,0,"4"
"1786","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",7,0,"7"
"1787","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",9,0,"9"
"1788","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",11,1,"11"
"1789","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",14,1,"14"
"1790","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",16,2,"16"
"1791","10-Gre8BacSer-B8","B8","Bac","Ser","Gre","Gre Ser",18,2,"18"
"1792","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",0,0,"0"
"1793","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",2,1,"2"
"1794","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",4,1,"4"
"1795","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",7,1,"7"
"1796","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",9,1,"9"
"1797","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",11,1,"11"
"1798","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",14,1,"14"
"1799","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",16,2,"16"
"1800","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","Ita Ser",18,2,"18"
"1801","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",0,0,"0"
"1802","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",2,0,"2"
"1803","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",4,0,"4"
"1804","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",7,0,"7"
"1805","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",9,0,"9"
"1806","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",11,0,"11"
"1807","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",14,0,"14"
"1808","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",16,1,"16"
"1809","12-Can8BacSer-B8","B8","Bac","Ser","Can","Can Ser",18,1,"18"
"1810","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",0,0,"0"
"1811","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",2,0,"2"
"1812","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",4,1,"4"
"1813","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",7,1,"7"
"1814","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",9,1,"9"
"1815","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",11,1,"11"
"1816","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",14,2,"14"
"1817","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",16,2,"16"
"1818","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","Gre Ste",18,2,"18"
"1819","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",0,0,"0"
"1820","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",2,1,"2"
"1821","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",4,1,"4"
"1822","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",7,1,"7"
"1823","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",9,1,"9"
"1824","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",11,1,"11"
"1825","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",14,2,"14"
"1826","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",16,2,"16"
"1827","14-Ita8LevSte-B8","B8","Lev","Ste","Ita","Ita Ste",18,2,"18"
"1828","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",0,0,"0"
"1829","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",2,0,"2"
"1830","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",4,0,"4"
"1831","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",7,0,"7"
"1832","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",9,0,"9"
"1833","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",11,0,"11"
"1834","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",14,1,"14"
"1835","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",16,1,"16"
