Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean
Ita2B10,B10,B,Ita2,0,2426,10,242.6
Ita2B10,B10,B,Ita2,1,3178,10,317.8
Ita2B10,B10,B,Ita2,10,5424,10,542.4
Ita2B10,B10,B,Ita2,11,5862,10,586.2
Ita2B10,B10,B,Ita2,12,6397,10,639.7
Ita2B10,B10,B,Ita2,13,6099,9,677.6666666666666
Ita2B10,B10,B,Ita2,14,5709,9,634.3333333333334
Ita2B10,B10,B,Ita2,2,3624,10,362.4
Ita2B10,B10,B,Ita2,3,3745,10,374.5
Ita2B10,B10,B,Ita2,4,3883,10,388.3
Ita2B10,B10,B,Ita2,5,4104,10,410.4
Ita2B10,B10,B,Ita2,6,4025,10,402.5
Ita2B10,B10,B,Ita2,7,4238,10,423.8
Ita2B10,B10,B,Ita2,8,4350,10,435
Ita2B10,B10,B,Ita2,9,5018,10,501.8
Ita2B2,B2,B,Ita2,0,2661,10,266.1
Ita2B2,B2,B,Ita2,1,2524,8,315.5
Ita2B2,B2,B,Ita2,10,4400,8,550
Ita2B2,B2,B,Ita2,11,4096,8,512
Ita2B2,B2,B,Ita2,12,4411,7,630.1428571428571
Ita2B2,B2,B,Ita2,13,4742,7,677.4285714285714
Ita2B2,B2,B,Ita2,14,4880,7,697.1428571428571
Ita2B2,B2,B,Ita2,2,2840,8,355
Ita2B2,B2,B,Ita2,3,3255,8,406.875
Ita2B2,B2,B,Ita2,4,3348,8,418.5
Ita2B2,B2,B,Ita2,5,3583,8,447.875
Ita2B2,B2,B,Ita2,6,3686,8,460.75
Ita2B2,B2,B,Ita2,7,3887,8,485.875
Ita2B2,B2,B,Ita2,8,3865,8,483.125
Ita2B2,B2,B,Ita2,9,4008,8,501
Ita2B3,B3,B,Ita2,0,2527,10,252.7
Ita2B3,B3,B,Ita2,1,3223,10,322.3
Ita2B3,B3,B,Ita2,10,5090,10,509
Ita2B3,B3,B,Ita2,11,4786,9,531.7777777777778
Ita2B3,B3,B,Ita2,12,5275,9,586.1111111111111
Ita2B3,B3,B,Ita2,13,5258,8,657.25
Ita2B3,B3,B,Ita2,14,4738,7,676.8571428571429
Ita2B3,B3,B,Ita2,2,3554,10,355.4
Ita2B3,B3,B,Ita2,3,3580,10,358
Ita2B3,B3,B,Ita2,4,4000,10,400
Ita2B3,B3,B,Ita2,5,4075,10,407.5
Ita2B3,B3,B,Ita2,6,4280,10,428
Ita2B3,B3,B,Ita2,7,4383,10,438.3
Ita2B3,B3,B,Ita2,8,4274,10,427.4
Ita2B3,B3,B,Ita2,9,4268,10,426.8
Ita2B4,B4,B,Ita2,0,2231,10,223.1
Ita2B4,B4,B,Ita2,1,2584,10,258.4
Ita2B4,B4,B,Ita2,10,5048,10,504.8
Ita2B4,B4,B,Ita2,11,5130,10,513
Ita2B4,B4,B,Ita2,12,5136,10,513.6
Ita2B4,B4,B,Ita2,13,5331,10,533.1
Ita2B4,B4,B,Ita2,14,5266,9,585.1111111111111
Ita2B4,B4,B,Ita2,2,3106,10,310.6
Ita2B4,B4,B,Ita2,3,3302,10,330.2
Ita2B4,B4,B,Ita2,4,3798,10,379.8
Ita2B4,B4,B,Ita2,5,3727,10,372.7
Ita2B4,B4,B,Ita2,6,3836,10,383.6
Ita2B4,B4,B,Ita2,7,3793,10,379.3
Ita2B4,B4,B,Ita2,8,4259,10,425.9
Ita2B4,B4,B,Ita2,9,4348,10,434.8
Ita2B5,B5,B,Ita2,0,2500,10,250
Ita2B5,B5,B,Ita2,1,2928,10,292.8
Ita2B5,B5,B,Ita2,10,5400,10,540
Ita2B5,B5,B,Ita2,11,5568,10,556.8
Ita2B5,B5,B,Ita2,12,5875,10,587.5
Ita2B5,B5,B,Ita2,13,5483,9,609.2222222222222
Ita2B5,B5,B,Ita2,14,5696,9,632.8888888888889
Ita2B5,B5,B,Ita2,2,3462,10,346.2
Ita2B5,B5,B,Ita2,3,3781,10,378.1
Ita2B5,B5,B,Ita2,4,3574,10,357.4
Ita2B5,B5,B,Ita2,5,4041,10,404.1
Ita2B5,B5,B,Ita2,6,4314,10,431.4
Ita2B5,B5,B,Ita2,7,4207,10,420.7
Ita2B5,B5,B,Ita2,8,4500,10,450
Ita2B5,B5,B,Ita2,9,4726,10,472.6
Ita2B6,B6,B,Ita2,0,1902,10,190.2
Ita2B6,B6,B,Ita2,1,2166,8,270.75
Ita2B6,B6,B,Ita2,10,3803,8,475.375
Ita2B6,B6,B,Ita2,11,3863,8,482.875
Ita2B6,B6,B,Ita2,12,3984,8,498
Ita2B6,B6,B,Ita2,13,4129,8,516.125
Ita2B6,B6,B,Ita2,14,4256,8,532
Ita2B6,B6,B,Ita2,2,2399,8,299.875
Ita2B6,B6,B,Ita2,3,2500,8,312.5
Ita2B6,B6,B,Ita2,4,2664,8,333
Ita2B6,B6,B,Ita2,5,2706,8,338.25
Ita2B6,B6,B,Ita2,6,2765,8,345.625
Ita2B6,B6,B,Ita2,7,3087,8,385.875
Ita2B6,B6,B,Ita2,8,3529,8,441.125
Ita2B6,B6,B,Ita2,9,3602,8,450.25
Ita2B7,B7,B,Ita2,0,2266,10,226.6
Ita2B7,B7,B,Ita2,1,2277,8,284.625
Ita2B7,B7,B,Ita2,10,3874,8,484.25
Ita2B7,B7,B,Ita2,11,3906,8,488.25
Ita2B7,B7,B,Ita2,12,4681,8,585.125
Ita2B7,B7,B,Ita2,13,4879,8,609.875
Ita2B7,B7,B,Ita2,14,4975,8,621.875
Ita2B7,B7,B,Ita2,2,2579,8,322.375
Ita2B7,B7,B,Ita2,3,2767,8,345.875
Ita2B7,B7,B,Ita2,4,3073,8,384.125
Ita2B7,B7,B,Ita2,5,3178,8,397.25
Ita2B7,B7,B,Ita2,6,3311,8,413.875
Ita2B7,B7,B,Ita2,7,3246,8,405.75
Ita2B7,B7,B,Ita2,8,3256,8,407
Ita2B7,B7,B,Ita2,9,3660,8,457.5
Ita2B8,B8,B,Ita2,0,2940,10,294
Ita2B8,B8,B,Ita2,1,2405,8,300.625
Ita2B8,B8,B,Ita2,10,3751,7,535.8571428571429
Ita2B8,B8,B,Ita2,11,3484,6,580.6666666666666
Ita2B8,B8,B,Ita2,12,3484,6,580.6666666666666
Ita2B8,B8,B,Ita2,13,3327,5,665.4
Ita2B8,B8,B,Ita2,14,3373,5,674.6
Ita2B8,B8,B,Ita2,2,2701,8,337.625
Ita2B8,B8,B,Ita2,3,2924,8,365.5
Ita2B8,B8,B,Ita2,4,2881,8,360.125
Ita2B8,B8,B,Ita2,5,3022,8,377.75
Ita2B8,B8,B,Ita2,6,3258,8,407.25
Ita2B8,B8,B,Ita2,7,3471,8,433.875
Ita2B8,B8,B,Ita2,8,3121,7,445.85714285714283
Ita2B8,B8,B,Ita2,9,3291,7,470.14285714285717
Ita2B9,B9,B,Ita2,0,2414,10,241.4
Ita2B9,B9,B,Ita2,1,2358,10,235.8
Ita2B9,B9,B,Ita2,10,4740,10,474
Ita2B9,B9,B,Ita2,11,4866,10,486.6
Ita2B9,B9,B,Ita2,12,4900,10,490
Ita2B9,B9,B,Ita2,13,5138,10,513.8
Ita2B9,B9,B,Ita2,14,4625,8,578.125
Ita2B9,B9,B,Ita2,2,3220,10,322
Ita2B9,B9,B,Ita2,3,3291,10,329.1
Ita2B9,B9,B,Ita2,4,3379,10,337.9
Ita2B9,B9,B,Ita2,5,3524,10,352.4
Ita2B9,B9,B,Ita2,6,3611,10,361.1
Ita2B9,B9,B,Ita2,7,3825,10,382.5
Ita2B9,B9,B,Ita2,8,4206,10,420.6
Ita2B9,B9,B,Ita2,9,4374,10,437.4
Ita2C1,B1,C,Ita2,0,2574,10,257.4
Ita2C1,B1,C,Ita2,1,2604,10,260.4
Ita2C1,B1,C,Ita2,10,6366,10,636.6
Ita2C1,B1,C,Ita2,11,7206,10,720.6
Ita2C1,B1,C,Ita2,12,7718,10,771.8
Ita2C1,B1,C,Ita2,13,8085,10,808.5
Ita2C1,B1,C,Ita2,14,8170,10,817
Ita2C1,B1,C,Ita2,2,3450,10,345
Ita2C1,B1,C,Ita2,3,3734,10,373.4
Ita2C1,B1,C,Ita2,4,4044,10,404.4
Ita2C1,B1,C,Ita2,5,4535,10,453.5
Ita2C1,B1,C,Ita2,6,4787,10,478.7
Ita2C1,B1,C,Ita2,7,4638,10,463.8
Ita2C1,B1,C,Ita2,8,5168,10,516.8
Ita2C1,B1,C,Ita2,9,5119,10,511.9
Ita2C10,B10,C,Ita2,0,2358,10,235.8
Ita2C10,B10,C,Ita2,1,2731,10,273.1
Ita2C10,B10,C,Ita2,10,5081,10,508.1
Ita2C10,B10,C,Ita2,11,5181,10,518.1
Ita2C10,B10,C,Ita2,12,5161,10,516.1
Ita2C10,B10,C,Ita2,13,4960,10,496
Ita2C10,B10,C,Ita2,14,5258,10,525.8
Ita2C10,B10,C,Ita2,2,3269,10,326.9
Ita2C10,B10,C,Ita2,3,3331,10,333.1
Ita2C10,B10,C,Ita2,4,3439,10,343.9
Ita2C10,B10,C,Ita2,5,3506,10,350.6
Ita2C10,B10,C,Ita2,6,3764,10,376.4
Ita2C10,B10,C,Ita2,7,4059,10,405.9
Ita2C10,B10,C,Ita2,8,4380,10,438
Ita2C10,B10,C,Ita2,9,4400,10,440
Ita2C2,B2,C,Ita2,0,2425,10,242.5
Ita2C2,B2,C,Ita2,1,2799,10,279.9
Ita2C2,B2,C,Ita2,10,5444,10,544.4
Ita2C2,B2,C,Ita2,11,5681,10,568.1
Ita2C2,B2,C,Ita2,12,6163,10,616.3
Ita2C2,B2,C,Ita2,13,6734,10,673.4
Ita2C2,B2,C,Ita2,14,6787,10,678.7
Ita2C2,B2,C,Ita2,2,3265,10,326.5
Ita2C2,B2,C,Ita2,3,3493,10,349.3
Ita2C2,B2,C,Ita2,4,3886,10,388.6
Ita2C2,B2,C,Ita2,5,4454,10,445.4
Ita2C2,B2,C,Ita2,6,4357,10,435.7
Ita2C2,B2,C,Ita2,7,4484,10,448.4
Ita2C2,B2,C,Ita2,8,4534,10,453.4
Ita2C2,B2,C,Ita2,9,4891,10,489.1
Ita2C3,B3,C,Ita2,0,2318,10,231.8
Ita2C3,B3,C,Ita2,1,2984,10,298.4
Ita2C3,B3,C,Ita2,10,5457,9,606.3333333333334
Ita2C3,B3,C,Ita2,11,5866,9,651.7777777777778
Ita2C3,B3,C,Ita2,12,5915,9,657.2222222222222
Ita2C3,B3,C,Ita2,13,5575,8,696.875
Ita2C3,B3,C,Ita2,14,5675,8,709.375
Ita2C3,B3,C,Ita2,2,3686,10,368.6
Ita2C3,B3,C,Ita2,3,3576,10,357.6
Ita2C3,B3,C,Ita2,4,4169,10,416.9
Ita2C3,B3,C,Ita2,5,4181,10,418.1
Ita2C3,B3,C,Ita2,6,4416,10,441.6
Ita2C3,B3,C,Ita2,7,4651,10,465.1
Ita2C3,B3,C,Ita2,8,4924,10,492.4
Ita2C3,B3,C,Ita2,9,5055,9,561.6666666666666
Ita2C4,B4,C,Ita2,0,2300,10,230
Ita2C4,B4,C,Ita2,1,3053,10,305.3
Ita2C4,B4,C,Ita2,10,5442,10,544.2
Ita2C4,B4,C,Ita2,11,5776,10,577.6
Ita2C4,B4,C,Ita2,12,6157,10,615.7
Ita2C4,B4,C,Ita2,13,6469,10,646.9
Ita2C4,B4,C,Ita2,14,6953,10,695.3
Ita2C4,B4,C,Ita2,2,3489,10,348.9
Ita2C4,B4,C,Ita2,3,3549,10,354.9
Ita2C4,B4,C,Ita2,4,4130,10,413
Ita2C4,B4,C,Ita2,5,4036,10,403.6
Ita2C4,B4,C,Ita2,6,4136,10,413.6
Ita2C4,B4,C,Ita2,7,4040,10,404
Ita2C4,B4,C,Ita2,8,4546,10,454.6
Ita2C4,B4,C,Ita2,9,4729,10,472.9
Ita2C5,B5,C,Ita2,0,2358,10,235.8
Ita2C5,B5,C,Ita2,1,2640,10,264
Ita2C5,B5,C,Ita2,10,5661,10,566.1
Ita2C5,B5,C,Ita2,11,5653,10,565.3
Ita2C5,B5,C,Ita2,12,6222,10,622.2
Ita2C5,B5,C,Ita2,13,6210,10,621
Ita2C5,B5,C,Ita2,14,6606,10,660.6
Ita2C5,B5,C,Ita2,2,3320,10,332
Ita2C5,B5,C,Ita2,3,3504,10,350.4
Ita2C5,B5,C,Ita2,4,3626,10,362.6
Ita2C5,B5,C,Ita2,5,4106,10,410.6
Ita2C5,B5,C,Ita2,6,4018,10,401.8
Ita2C5,B5,C,Ita2,7,4061,10,406.1
Ita2C5,B5,C,Ita2,8,4150,10,415
Ita2C5,B5,C,Ita2,9,4868,10,486.8
Ita2C6,B6,C,Ita2,0,2108,10,210.8
Ita2C6,B6,C,Ita2,1,2656,10,265.6
Ita2C6,B6,C,Ita2,10,4702,10,470.2
Ita2C6,B6,C,Ita2,11,4929,10,492.9
Ita2C6,B6,C,Ita2,12,5801,10,580.1
Ita2C6,B6,C,Ita2,13,5945,10,594.5
Ita2C6,B6,C,Ita2,14,6154,10,615.4
Ita2C6,B6,C,Ita2,2,2983,10,298.3
Ita2C6,B6,C,Ita2,3,3326,10,332.6
Ita2C6,B6,C,Ita2,4,3521,10,352.1
Ita2C6,B6,C,Ita2,5,3579,10,357.9
Ita2C6,B6,C,Ita2,6,3740,10,374
Ita2C6,B6,C,Ita2,7,4055,10,405.5
Ita2C6,B6,C,Ita2,8,4432,10,443.2
Ita2C6,B6,C,Ita2,9,4457,10,445.7
Ita2C7,B7,C,Ita2,0,2083,10,208.3
Ita2C7,B7,C,Ita2,1,2846,10,284.6
Ita2C7,B7,C,Ita2,10,4921,10,492.1
Ita2C7,B7,C,Ita2,11,5738,10,573.8
Ita2C7,B7,C,Ita2,12,5917,10,591.7
Ita2C7,B7,C,Ita2,13,6483,10,648.3
Ita2C7,B7,C,Ita2,14,6882,10,688.2
Ita2C7,B7,C,Ita2,2,3210,10,321
Ita2C7,B7,C,Ita2,3,3273,10,327.3
Ita2C7,B7,C,Ita2,4,3500,10,350
Ita2C7,B7,C,Ita2,5,3711,10,371.1
Ita2C7,B7,C,Ita2,6,3908,10,390.8
Ita2C7,B7,C,Ita2,7,4023,10,402.3
Ita2C7,B7,C,Ita2,8,4400,10,440
Ita2C7,B7,C,Ita2,9,4631,10,463.1
Ita2C8,B8,C,Ita2,0,2264,10,226.4
Ita2C8,B8,C,Ita2,1,2908,10,290.8
Ita2C8,B8,C,Ita2,10,4806,10,480.6
Ita2C8,B8,C,Ita2,11,5008,10,500.8
Ita2C8,B8,C,Ita2,12,5124,10,512.4
Ita2C8,B8,C,Ita2,13,5110,10,511
Ita2C8,B8,C,Ita2,14,5121,10,512.1
Ita2C8,B8,C,Ita2,2,3127,10,312.7
Ita2C8,B8,C,Ita2,3,3344,10,334.4
Ita2C8,B8,C,Ita2,4,3395,10,339.5
Ita2C8,B8,C,Ita2,5,3651,10,365.1
Ita2C8,B8,C,Ita2,6,3834,10,383.4
Ita2C8,B8,C,Ita2,7,3877,10,387.7
Ita2C8,B8,C,Ita2,8,4109,10,410.9
Ita2C8,B8,C,Ita2,9,3969,10,396.9
Ita2C9,B9,C,Ita2,0,2681,10,268.1
Ita2C9,B9,C,Ita2,1,3412,10,341.2
Ita2C9,B9,C,Ita2,10,6105,10,610.5
Ita2C9,B9,C,Ita2,11,6529,10,652.9
Ita2C9,B9,C,Ita2,12,6562,9,729.1111111111111
Ita2C9,B9,C,Ita2,13,6759,9,751
Ita2C9,B9,C,Ita2,14,7023,9,780.3333333333334
Ita2C9,B9,C,Ita2,2,3840,10,384
Ita2C9,B9,C,Ita2,3,4027,10,402.7
Ita2C9,B9,C,Ita2,4,4264,10,426.4
Ita2C9,B9,C,Ita2,5,4510,10,451
Ita2C9,B9,C,Ita2,6,4564,10,456.4
Ita2C9,B9,C,Ita2,7,4750,10,475
Ita2C9,B9,C,Ita2,8,4995,10,499.5
Ita2C9,B9,C,Ita2,9,5393,10,539.3
TurB1,B1,B,Tur,0,2701,10,270.1
TurB1,B1,B,Tur,1,2899,9,322.1111111111111
TurB1,B1,B,Tur,10,4349,8,543.625
TurB1,B1,B,Tur,11,4325,8,540.625
TurB1,B1,B,Tur,12,4406,8,550.75
TurB1,B1,B,Tur,13,4617,7,659.5714285714286
TurB1,B1,B,Tur,14,4683,7,669
TurB1,B1,B,Tur,2,3037,9,337.44444444444446
TurB1,B1,B,Tur,3,3174,9,352.6666666666667
TurB1,B1,B,Tur,4,3476,9,386.22222222222223
TurB1,B1,B,Tur,5,3575,9,397.22222222222223
TurB1,B1,B,Tur,6,3491,9,387.8888888888889
TurB1,B1,B,Tur,7,3553,9,394.77777777777777
TurB1,B1,B,Tur,8,3954,9,439.3333333333333
TurB1,B1,B,Tur,9,4136,9,459.55555555555554
TurB10,B10,B,Tur,0,3063,10,306.3
TurB10,B10,B,Tur,1,3192,9,354.6666666666667
TurB10,B10,B,Tur,10,5466,9,607.3333333333334
TurB10,B10,B,Tur,11,5552,8,694
TurB10,B10,B,Tur,12,5602,8,700.25
TurB10,B10,B,Tur,13,5688,8,711
TurB10,B10,B,Tur,14,6329,8,791.125
TurB10,B10,B,Tur,2,3795,9,421.6666666666667
TurB10,B10,B,Tur,3,4070,9,452.22222222222223
TurB10,B10,B,Tur,4,4143,9,460.3333333333333
TurB10,B10,B,Tur,5,4289,9,476.55555555555554
TurB10,B10,B,Tur,6,4527,9,503
TurB10,B10,B,Tur,7,4494,9,499.3333333333333
TurB10,B10,B,Tur,8,4612,9,512.4444444444445
TurB10,B10,B,Tur,9,4955,9,550.5555555555555
TurB2,B2,B,Tur,0,2621,10,262.1
TurB2,B2,B,Tur,1,2589,7,369.85714285714283
TurB2,B2,B,Tur,10,4180,7,597.1428571428571
TurB2,B2,B,Tur,11,4139,7,591.2857142857143
TurB2,B2,B,Tur,12,4710,7,672.8571428571429
TurB2,B2,B,Tur,13,4568,6,761.3333333333334
TurB2,B2,B,Tur,14,4614,6,769
TurB2,B2,B,Tur,2,2810,7,401.42857142857144
TurB2,B2,B,Tur,3,3017,7,431
TurB2,B2,B,Tur,4,3223,7,460.42857142857144
TurB2,B2,B,Tur,5,3458,7,494
TurB2,B2,B,Tur,6,3550,7,507.14285714285717
TurB2,B2,B,Tur,7,3582,7,511.7142857142857
TurB2,B2,B,Tur,8,3873,7,553.2857142857143
TurB2,B2,B,Tur,9,3724,7,532
TurB3,B3,B,Tur,0,2720,10,272
TurB3,B3,B,Tur,1,2800,10,280
TurB3,B3,B,Tur,10,4186,10,418.6
TurB3,B3,B,Tur,11,4055,9,450.55555555555554
TurB3,B3,B,Tur,12,4081,8,510.125
TurB3,B3,B,Tur,13,4458,8,557.25
TurB3,B3,B,Tur,14,4467,8,558.375
TurB3,B3,B,Tur,2,2956,10,295.6
TurB3,B3,B,Tur,3,2661,10,266.1
TurB3,B3,B,Tur,4,3348,10,334.8
TurB3,B3,B,Tur,5,3418,10,341.8
TurB3,B3,B,Tur,6,3782,10,378.2
TurB3,B3,B,Tur,7,3772,10,377.2
TurB3,B3,B,Tur,8,3761,10,376.1
TurB3,B3,B,Tur,9,3957,10,395.7
TurB4,B4,B,Tur,0,3227,10,322.7
TurB4,B4,B,Tur,1,2755,8,344.375
TurB4,B4,B,Tur,10,4229,7,604.1428571428571
TurB4,B4,B,Tur,11,4362,7,623.1428571428571
TurB4,B4,B,Tur,12,4395,7,627.8571428571429
TurB4,B4,B,Tur,13,4877,7,696.7142857142857
TurB4,B4,B,Tur,14,5198,7,742.5714285714286
TurB4,B4,B,Tur,2,3352,8,419
TurB4,B4,B,Tur,3,3292,8,411.5
TurB4,B4,B,Tur,4,3626,8,453.25
TurB4,B4,B,Tur,5,3623,8,452.875
TurB4,B4,B,Tur,6,3680,8,460
TurB4,B4,B,Tur,7,3676,8,459.5
TurB4,B4,B,Tur,8,3928,8,491
TurB4,B4,B,Tur,9,3732,7,533.1428571428571
TurB5,B5,B,Tur,0,2992,10,299.2
TurB5,B5,B,Tur,1,3103,9,344.77777777777777
TurB5,B5,B,Tur,10,5589,9,621
TurB5,B5,B,Tur,11,5991,9,665.6666666666666
TurB5,B5,B,Tur,12,6096,9,677.3333333333334
TurB5,B5,B,Tur,13,6716,9,746.2222222222222
TurB5,B5,B,Tur,14,6655,9,739.4444444444445
TurB5,B5,B,Tur,2,3512,9,390.22222222222223
TurB5,B5,B,Tur,3,3760,9,417.77777777777777
TurB5,B5,B,Tur,4,4007,9,445.22222222222223
TurB5,B5,B,Tur,5,4020,9,446.6666666666667
TurB5,B5,B,Tur,6,4107,9,456.3333333333333
TurB5,B5,B,Tur,7,4405,9,489.44444444444446
TurB5,B5,B,Tur,8,4790,9,532.2222222222222
TurB5,B5,B,Tur,9,5010,9,556.6666666666666
TurB6,B6,B,Tur,0,2705,10,270.5
TurB6,B6,B,Tur,1,3086,10,308.6
TurB6,B6,B,Tur,10,4558,10,455.8
TurB6,B6,B,Tur,11,4567,10,456.7
TurB6,B6,B,Tur,12,4856,10,485.6
TurB6,B6,B,Tur,13,5140,10,514
TurB6,B6,B,Tur,14,5592,10,559.2
TurB6,B6,B,Tur,2,3401,10,340.1
TurB6,B6,B,Tur,3,3466,10,346.6
TurB6,B6,B,Tur,4,3650,10,365
TurB6,B6,B,Tur,5,3618,10,361.8
TurB6,B6,B,Tur,6,3767,10,376.7
TurB6,B6,B,Tur,7,3890,10,389
TurB6,B6,B,Tur,8,4141,10,414.1
TurB6,B6,B,Tur,9,4626,10,462.6
TurB7,B7,B,Tur,0,2561,10,256.1
TurB7,B7,B,Tur,1,2911,10,291.1
TurB7,B7,B,Tur,10,5557,10,555.7
TurB7,B7,B,Tur,11,5969,10,596.9
TurB7,B7,B,Tur,12,5623,10,562.3
TurB7,B7,B,Tur,13,5320,9,591.1111111111111
TurB7,B7,B,Tur,14,5337,9,593
TurB7,B7,B,Tur,2,3502,10,350.2
TurB7,B7,B,Tur,3,3739,10,373.9
TurB7,B7,B,Tur,4,4051,10,405.1
TurB7,B7,B,Tur,5,4301,10,430.1
TurB7,B7,B,Tur,6,4213,10,421.3
TurB7,B7,B,Tur,7,4189,10,418.9
TurB7,B7,B,Tur,8,4588,10,458.8
TurB7,B7,B,Tur,9,4873,10,487.3
TurB8,B8,B,Tur,0,2567,10,256.7
TurB8,B8,B,Tur,1,2704,10,270.4
TurB8,B8,B,Tur,10,4170,10,417
TurB8,B8,B,Tur,11,4269,10,426.9
TurB8,B8,B,Tur,12,4147,9,460.77777777777777
TurB8,B8,B,Tur,13,4335,9,481.6666666666667
TurB8,B8,B,Tur,14,4438,9,493.1111111111111
TurB8,B8,B,Tur,2,3443,10,344.3
TurB8,B8,B,Tur,3,3373,10,337.3
TurB8,B8,B,Tur,4,3509,10,350.9
TurB8,B8,B,Tur,5,3614,10,361.4
TurB8,B8,B,Tur,6,3938,10,393.8
TurB8,B8,B,Tur,7,3682,10,368.2
TurB8,B8,B,Tur,8,3708,10,370.8
TurB8,B8,B,Tur,9,3993,10,399.3
TurB9,B9,B,Tur,0,2270,10,227
TurB9,B9,B,Tur,1,2988,10,298.8
TurB9,B9,B,Tur,10,5017,10,501.7
TurB9,B9,B,Tur,11,5129,10,512.9
TurB9,B9,B,Tur,12,5232,10,523.2
TurB9,B9,B,Tur,13,5233,10,523.3
TurB9,B9,B,Tur,14,5468,10,546.8
TurB9,B9,B,Tur,2,3395,10,339.5
TurB9,B9,B,Tur,3,3430,10,343
TurB9,B9,B,Tur,4,3558,10,355.8
TurB9,B9,B,Tur,5,3712,10,371.2
TurB9,B9,B,Tur,6,3990,10,399
TurB9,B9,B,Tur,7,4210,10,421
TurB9,B9,B,Tur,8,4649,10,464.9
TurB9,B9,B,Tur,9,4519,10,451.9
TurC1,B1,C,Tur,0,2403,10,240.3
TurC1,B1,C,Tur,1,3084,10,308.4
TurC1,B1,C,Tur,10,5409,10,540.9
TurC1,B1,C,Tur,11,5941,10,594.1
TurC1,B1,C,Tur,12,6508,10,650.8
TurC1,B1,C,Tur,13,6843,10,684.3
TurC1,B1,C,Tur,14,6681,10,668.1
TurC1,B1,C,Tur,2,3668,10,366.8
TurC1,B1,C,Tur,3,3834,10,383.4
TurC1,B1,C,Tur,4,4089,10,408.9
TurC1,B1,C,Tur,5,4385,10,438.5
TurC1,B1,C,Tur,6,4582,10,458.2
TurC1,B1,C,Tur,7,4511,10,451.1
TurC1,B1,C,Tur,8,4735,10,473.5
TurC1,B1,C,Tur,9,4897,10,489.7
TurC10,B10,C,Tur,0,2550,10,255
TurC10,B10,C,Tur,1,3111,10,311.1
TurC10,B10,C,Tur,10,5270,9,585.5555555555555
TurC10,B10,C,Tur,11,5738,9,637.5555555555555
TurC10,B10,C,Tur,12,6110,9,678.8888888888889
TurC10,B10,C,Tur,13,6124,9,680.4444444444445
TurC10,B10,C,Tur,14,6347,9,705.2222222222222
TurC10,B10,C,Tur,2,3346,9,371.77777777777777
TurC10,B10,C,Tur,3,3577,9,397.44444444444446
TurC10,B10,C,Tur,4,3800,9,422.22222222222223
TurC10,B10,C,Tur,5,3992,9,443.55555555555554
TurC10,B10,C,Tur,6,3897,9,433
TurC10,B10,C,Tur,7,4041,9,449
TurC10,B10,C,Tur,8,4500,9,500
TurC10,B10,C,Tur,9,4672,9,519.1111111111111
TurC2,B2,C,Tur,0,2654,10,265.4
TurC2,B2,C,Tur,1,2832,10,283.2
TurC2,B2,C,Tur,10,5752,10,575.2
TurC2,B2,C,Tur,11,6002,10,600.2
TurC2,B2,C,Tur,12,6590,10,659
TurC2,B2,C,Tur,13,6953,10,695.3
TurC2,B2,C,Tur,14,7592,10,759.2
TurC2,B2,C,Tur,2,3619,10,361.9
TurC2,B2,C,Tur,3,3920,10,392
TurC2,B2,C,Tur,4,4064,10,406.4
TurC2,B2,C,Tur,5,4433,10,443.3
TurC2,B2,C,Tur,6,4516,10,451.6
TurC2,B2,C,Tur,7,4626,10,462.6
TurC2,B2,C,Tur,8,4670,10,467
TurC2,B2,C,Tur,9,5090,10,509
TurC3,B3,C,Tur,0,2566,10,256.6
TurC3,B3,C,Tur,1,2926,10,292.6
TurC3,B3,C,Tur,10,5773,10,577.3
TurC3,B3,C,Tur,11,6164,10,616.4
TurC3,B3,C,Tur,12,6688,10,668.8
TurC3,B3,C,Tur,13,6523,10,652.3
TurC3,B3,C,Tur,14,6653,10,665.3
TurC3,B3,C,Tur,2,3453,10,345.3
TurC3,B3,C,Tur,3,3912,10,391.2
TurC3,B3,C,Tur,4,4010,10,401
TurC3,B3,C,Tur,5,4096,10,409.6
TurC3,B3,C,Tur,6,4413,10,441.3
TurC3,B3,C,Tur,7,4696,10,469.6
TurC3,B3,C,Tur,8,4579,10,457.9
TurC3,B3,C,Tur,9,5066,10,506.6
TurC4,B4,C,Tur,0,2237,10,223.7
TurC4,B4,C,Tur,1,2969,10,296.9
TurC4,B4,C,Tur,10,4897,9,544.1111111111111
TurC4,B4,C,Tur,11,4903,9,544.7777777777778
TurC4,B4,C,Tur,12,5385,9,598.3333333333334
TurC4,B4,C,Tur,13,5946,9,660.6666666666666
TurC4,B4,C,Tur,14,5946,9,660.6666666666666
TurC4,B4,C,Tur,2,3640,10,364
TurC4,B4,C,Tur,3,3562,10,356.2
TurC4,B4,C,Tur,4,4038,10,403.8
TurC4,B4,C,Tur,5,4171,10,417.1
TurC4,B4,C,Tur,6,3882,9,431.3333333333333
TurC4,B4,C,Tur,7,4263,9,473.6666666666667
TurC4,B4,C,Tur,8,4499,9,499.8888888888889
TurC4,B4,C,Tur,9,4522,9,502.44444444444446
TurC5,B5,C,Tur,0,3027,10,302.7
TurC5,B5,C,Tur,1,2781,9,309
TurC5,B5,C,Tur,10,5026,9,558.4444444444445
TurC5,B5,C,Tur,11,5205,9,578.3333333333334
TurC5,B5,C,Tur,12,5912,9,656.8888888888889
