Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean
AllB1,B1,B,All,0,2528,10,252.8
AllB1,B1,B,All,1,3194,9,354.8888888888889
AllB1,B1,B,All,10,4817,9,535.2222222222222
AllB1,B1,B,All,11,5363,9,595.8888888888889
AllB1,B1,B,All,12,5468,9,607.5555555555555
AllB1,B1,B,All,13,5966,9,662.8888888888889
AllB1,B1,B,All,14,6103,9,678.1111111111111
AllB1,B1,B,All,2,3676,9,408.44444444444446
AllB1,B1,B,All,3,3876,9,430.6666666666667
AllB1,B1,B,All,4,4245,9,471.6666666666667
AllB1,B1,B,All,5,4275,9,475
AllB1,B1,B,All,6,4487,9,498.55555555555554
AllB1,B1,B,All,7,4674,9,519.3333333333334
AllB1,B1,B,All,8,4690,9,521.1111111111111
AllB1,B1,B,All,9,4857,9,539.6666666666666
AllB10,B10,B,All,0,2759,10,275.9
AllB10,B10,B,All,1,3314,10,331.4
AllB10,B10,B,All,10,5130,9,570
AllB10,B10,B,All,11,5680,9,631.1111111111111
AllB10,B10,B,All,12,5775,9,641.6666666666666
AllB10,B10,B,All,13,6436,9,715.1111111111111
AllB10,B10,B,All,14,6508,9,723.1111111111111
AllB10,B10,B,All,2,3884,10,388.4
AllB10,B10,B,All,3,4037,10,403.7
AllB10,B10,B,All,4,4049,9,449.8888888888889
AllB10,B10,B,All,5,4360,9,484.44444444444446
AllB10,B10,B,All,6,4290,9,476.6666666666667
AllB10,B10,B,All,7,4431,9,492.3333333333333
AllB10,B10,B,All,8,4366,9,485.1111111111111
AllB10,B10,B,All,9,4589,9,509.8888888888889
AllB2,B2,B,All,0,2601,10,260.1
AllB2,B2,B,All,1,2460,9,273.3333333333333
AllB2,B2,B,All,10,4743,9,527
AllB2,B2,B,All,11,5078,9,564.2222222222222
AllB2,B2,B,All,12,4730,8,591.25
AllB2,B2,B,All,13,5003,8,625.375
AllB2,B2,B,All,14,5330,8,666.25
AllB2,B2,B,All,2,3589,9,398.77777777777777
AllB2,B2,B,All,3,3845,9,427.22222222222223
AllB2,B2,B,All,4,3979,9,442.1111111111111
AllB2,B2,B,All,5,4175,9,463.8888888888889
AllB2,B2,B,All,6,4565,9,507.22222222222223
AllB2,B2,B,All,7,4664,9,518.2222222222222
AllB2,B2,B,All,8,4668,9,518.6666666666666
AllB2,B2,B,All,9,4705,9,522.7777777777778
AllB3,B3,B,All,0,3306,10,330.6
AllB3,B3,B,All,1,3620,10,362
AllB3,B3,B,All,10,5024,9,558.2222222222222
AllB3,B3,B,All,11,5209,9,578.7777777777778
AllB3,B3,B,All,12,5385,9,598.3333333333334
AllB3,B3,B,All,13,5769,9,641
AllB3,B3,B,All,14,5610,9,623.3333333333334
AllB3,B3,B,All,2,4381,10,438.1
AllB3,B3,B,All,3,3986,9,442.8888888888889
AllB3,B3,B,All,4,4211,9,467.8888888888889
AllB3,B3,B,All,5,4395,9,488.3333333333333
AllB3,B3,B,All,6,4462,9,495.77777777777777
AllB3,B3,B,All,7,4779,9,531
AllB3,B3,B,All,8,5066,9,562.8888888888889
AllB3,B3,B,All,9,5090,9,565.5555555555555
AllB4,B4,B,All,0,3744,10,374.4
AllB4,B4,B,All,1,3147,9,349.6666666666667
AllB4,B4,B,All,10,5295,9,588.3333333333334
AllB4,B4,B,All,11,5299,9,588.7777777777778
AllB4,B4,B,All,12,5619,9,624.3333333333334
AllB4,B4,B,All,13,5176,8,647
AllB4,B4,B,All,14,5536,8,692
AllB4,B4,B,All,2,4037,9,448.55555555555554
AllB4,B4,B,All,3,4370,9,485.55555555555554
AllB4,B4,B,All,4,4750,9,527.7777777777778
AllB4,B4,B,All,5,4697,9,521.8888888888889
AllB4,B4,B,All,6,4672,9,519.1111111111111
AllB4,B4,B,All,7,4978,9,553.1111111111111
AllB4,B4,B,All,8,5093,9,565.8888888888889
AllB4,B4,B,All,9,4995,9,555
AllB5,B5,B,All,0,3343,10,334.3
AllB5,B5,B,All,1,3495,10,349.5
AllB5,B5,B,All,10,5463,10,546.3
AllB5,B5,B,All,11,5889,10,588.9
AllB5,B5,B,All,12,5980,10,598
AllB5,B5,B,All,13,6262,10,626.2
AllB5,B5,B,All,14,6463,10,646.3
AllB5,B5,B,All,2,4961,10,496.1
AllB5,B5,B,All,3,4231,10,423.1
AllB5,B5,B,All,4,4648,10,464.8
AllB5,B5,B,All,5,4739,10,473.9
AllB5,B5,B,All,6,4777,10,477.7
AllB5,B5,B,All,7,5037,10,503.7
AllB5,B5,B,All,8,5076,10,507.6
AllB5,B5,B,All,9,5324,10,532.4
AllB6,B6,B,All,0,2698,10,269.8
AllB6,B6,B,All,1,2605,9,289.44444444444446
AllB6,B6,B,All,10,4005,8,500.625
AllB6,B6,B,All,11,3973,8,496.625
AllB6,B6,B,All,12,4142,8,517.75
AllB6,B6,B,All,13,4527,8,565.875
AllB6,B6,B,All,14,4555,8,569.375
AllB6,B6,B,All,2,3067,9,340.77777777777777
AllB6,B6,B,All,3,3162,9,351.3333333333333
AllB6,B6,B,All,4,3404,9,378.22222222222223
AllB6,B6,B,All,5,3552,9,394.6666666666667
AllB6,B6,B,All,6,3381,8,422.625
AllB6,B6,B,All,7,3610,8,451.25
AllB6,B6,B,All,8,3626,8,453.25
AllB6,B6,B,All,9,3653,8,456.625
AllB7,B7,B,All,0,2434,10,243.4
AllB7,B7,B,All,1,3540,10,354
AllB7,B7,B,All,10,4734,9,526
AllB7,B7,B,All,11,4775,9,530.5555555555555
AllB7,B7,B,All,12,5343,9,593.6666666666666
AllB7,B7,B,All,13,4580,8,572.5
AllB7,B7,B,All,14,4616,8,577
AllB7,B7,B,All,2,3986,10,398.6
AllB7,B7,B,All,3,3877,10,387.7
AllB7,B7,B,All,4,4108,10,410.8
AllB7,B7,B,All,5,4537,10,453.7
AllB7,B7,B,All,6,4263,10,426.3
AllB7,B7,B,All,7,4686,10,468.6
AllB7,B7,B,All,8,4623,10,462.3
AllB7,B7,B,All,9,4758,10,475.8
AllB8,B8,B,All,0,3233,10,323.3
AllB8,B8,B,All,1,3412,9,379.1111111111111
AllB8,B8,B,All,10,3659,7,522.7142857142857
AllB8,B8,B,All,11,3556,6,592.6666666666666
AllB8,B8,B,All,12,3650,6,608.3333333333334
AllB8,B8,B,All,13,3749,6,624.8333333333334
AllB8,B8,B,All,14,3860,6,643.3333333333334
AllB8,B8,B,All,2,3193,8,399.125
AllB8,B8,B,All,3,3240,8,405
AllB8,B8,B,All,4,3290,8,411.25
AllB8,B8,B,All,5,3422,8,427.75
AllB8,B8,B,All,6,3570,8,446.25
AllB8,B8,B,All,7,3696,8,462
AllB8,B8,B,All,8,3772,8,471.5
AllB8,B8,B,All,9,3872,8,484
AllB9,B9,B,All,0,3161,10,316.1
AllB9,B9,B,All,1,2882,10,288.2
AllB9,B9,B,All,10,4241,9,471.22222222222223
AllB9,B9,B,All,11,4391,9,487.8888888888889
AllB9,B9,B,All,12,3840,8,480
AllB9,B9,B,All,13,4155,8,519.375
AllB9,B9,B,All,14,4660,8,582.5
AllB9,B9,B,All,2,3418,10,341.8
AllB9,B9,B,All,3,3369,10,336.9
AllB9,B9,B,All,4,3449,10,344.9
AllB9,B9,B,All,5,3562,10,356.2
AllB9,B9,B,All,6,3595,10,359.5
AllB9,B9,B,All,7,3787,10,378.7
AllB9,B9,B,All,8,4017,10,401.7
AllB9,B9,B,All,9,4104,10,410.4
AllC1,B1,C,All,0,3080,10,308
AllC1,B1,C,All,1,3052,10,305.2
AllC1,B1,C,All,10,6042,10,604.2
AllC1,B1,C,All,11,6350,10,635
AllC1,B1,C,All,12,6741,10,674.1
AllC1,B1,C,All,13,7127,10,712.7
AllC1,B1,C,All,14,7191,10,719.1
AllC1,B1,C,All,2,3866,10,386.6
AllC1,B1,C,All,3,4096,10,409.6
AllC1,B1,C,All,4,4696,10,469.6
AllC1,B1,C,All,5,4769,10,476.9
AllC1,B1,C,All,6,4591,10,459.1
AllC1,B1,C,All,7,5313,10,531.3
AllC1,B1,C,All,8,5376,10,537.6
AllC1,B1,C,All,9,5494,10,549.4
AllC10,B10,C,All,0,2460,10,246
AllC10,B10,C,All,1,3580,10,358
AllC10,B10,C,All,10,5401,9,600.1111111111111
AllC10,B10,C,All,11,6040,9,671.1111111111111
AllC10,B10,C,All,12,6814,9,757.1111111111111
AllC10,B10,C,All,13,6469,9,718.7777777777778
AllC10,B10,C,All,14,6580,9,731.1111111111111
AllC10,B10,C,All,2,4469,10,446.9
AllC10,B10,C,All,3,4781,10,478.1
AllC10,B10,C,All,4,5002,10,500.2
AllC10,B10,C,All,5,5115,10,511.5
AllC10,B10,C,All,6,5212,10,521.2
AllC10,B10,C,All,7,5151,10,515.1
AllC10,B10,C,All,8,5640,10,564
AllC10,B10,C,All,9,5223,9,580.3333333333334
AllC2,B2,C,All,0,2992,10,299.2
AllC2,B2,C,All,1,3197,10,319.7
AllC2,B2,C,All,10,6023,10,602.3
AllC2,B2,C,All,11,6644,10,664.4
AllC2,B2,C,All,12,6922,10,692.2
AllC2,B2,C,All,13,7384,10,738.4
AllC2,B2,C,All,14,7516,10,751.6
AllC2,B2,C,All,2,4303,10,430.3
AllC2,B2,C,All,3,4545,10,454.5
AllC2,B2,C,All,4,4650,10,465
AllC2,B2,C,All,5,5078,10,507.8
AllC2,B2,C,All,6,5125,10,512.5
AllC2,B2,C,All,7,5210,10,521
AllC2,B2,C,All,8,5570,10,557
AllC2,B2,C,All,9,5551,10,555.1
AllC3,B3,C,All,0,3141,10,314.1
AllC3,B3,C,All,1,3415,10,341.5
AllC3,B3,C,All,10,5639,10,563.9
AllC3,B3,C,All,11,6056,10,605.6
AllC3,B3,C,All,12,6622,10,662.2
AllC3,B3,C,All,13,6795,10,679.5
AllC3,B3,C,All,14,6958,10,695.8
AllC3,B3,C,All,2,4029,10,402.9
AllC3,B3,C,All,3,4375,10,437.5
AllC3,B3,C,All,4,4738,10,473.8
AllC3,B3,C,All,5,4932,10,493.2
AllC3,B3,C,All,6,5019,10,501.9
AllC3,B3,C,All,7,4934,10,493.4
AllC3,B3,C,All,8,5144,10,514.4
AllC3,B3,C,All,9,5134,10,513.4
AllC4,B4,C,All,0,2432,10,243.2
AllC4,B4,C,All,1,2619,10,261.9
AllC4,B4,C,All,10,4160,10,416
AllC4,B4,C,All,11,4630,10,463
AllC4,B4,C,All,12,5501,10,550.1
AllC4,B4,C,All,13,4808,9,534.2222222222222
AllC4,B4,C,All,14,5400,9,600
AllC4,B4,C,All,2,3829,10,382.9
AllC4,B4,C,All,3,3389,10,338.9
AllC4,B4,C,All,4,3674,10,367.4
AllC4,B4,C,All,5,3926,10,392.6
AllC4,B4,C,All,6,3864,10,386.4
AllC4,B4,C,All,7,4007,10,400.7
AllC4,B4,C,All,8,3987,10,398.7
AllC4,B4,C,All,9,3994,10,399.4
AllC5,B5,C,All,0,2619,10,261.9
AllC5,B5,C,All,1,3201,10,320.1
AllC5,B5,C,All,10,5511,10,551.1
AllC5,B5,C,All,11,5753,10,575.3
AllC5,B5,C,All,12,5793,10,579.3
AllC5,B5,C,All,13,6258,10,625.8
AllC5,B5,C,All,14,6196,10,619.6
AllC5,B5,C,All,2,3649,10,364.9
AllC5,B5,C,All,3,3737,10,373.7
AllC5,B5,C,All,4,4015,10,401.5
AllC5,B5,C,All,5,4606,10,460.6
AllC5,B5,C,All,6,4428,10,442.8
AllC5,B5,C,All,7,4479,10,447.9
AllC5,B5,C,All,8,4817,10,481.7
AllC5,B5,C,All,9,5107,10,510.7
AllC6,B6,C,All,0,3424,10,342.4
AllC6,B6,C,All,1,3626,10,362.6
AllC6,B6,C,All,10,5226,8,653.25
AllC6,B6,C,All,11,5435,8,679.375
AllC6,B6,C,All,12,5700,8,712.5
AllC6,B6,C,All,13,6050,8,756.25
AllC6,B6,C,All,14,5953,8,744.125
AllC6,B6,C,All,2,4470,10,447
AllC6,B6,C,All,3,5056,10,505.6
AllC6,B6,C,All,4,5398,10,539.8
AllC6,B6,C,All,5,5426,10,542.6
AllC6,B6,C,All,6,5772,10,577.2
AllC6,B6,C,All,7,5842,10,584.2
AllC6,B6,C,All,8,6076,10,607.6
AllC6,B6,C,All,9,6364,10,636.4
AllC7,B7,C,All,0,2975,10,297.5
AllC7,B7,C,All,1,3292,10,329.2
AllC7,B7,C,All,10,5224,9,580.4444444444445
AllC7,B7,C,All,11,5350,9,594.4444444444445
AllC7,B7,C,All,12,5616,9,624
AllC7,B7,C,All,13,5844,9,649.3333333333334
AllC7,B7,C,All,14,5894,9,654.8888888888889
AllC7,B7,C,All,2,4248,10,424.8
AllC7,B7,C,All,3,4056,10,405.6
AllC7,B7,C,All,4,4350,10,435
AllC7,B7,C,All,5,4638,10,463.8
AllC7,B7,C,All,6,4577,10,457.7
AllC7,B7,C,All,7,4667,10,466.7
AllC7,B7,C,All,8,4582,9,509.1111111111111
AllC7,B7,C,All,9,4876,9,541.7777777777778
AllC8,B8,C,All,0,2650,10,265
AllC8,B8,C,All,1,3295,9,366.1111111111111
AllC8,B8,C,All,10,5492,9,610.2222222222222
AllC8,B8,C,All,11,5004,8,625.5
AllC8,B8,C,All,12,5922,8,740.25
AllC8,B8,C,All,13,5999,8,749.875
AllC8,B8,C,All,14,6240,8,780
AllC8,B8,C,All,2,3917,9,435.22222222222223
AllC8,B8,C,All,3,4179,9,464.3333333333333
AllC8,B8,C,All,4,4361,9,484.55555555555554
AllC8,B8,C,All,5,4625,9,513.8888888888889
AllC8,B8,C,All,6,4621,9,513.4444444444445
AllC8,B8,C,All,7,4805,9,533.8888888888889
AllC8,B8,C,All,8,5090,9,565.5555555555555
AllC8,B8,C,All,9,5209,9,578.7777777777778
AllC9,B9,C,All,0,3065,10,306.5
AllC9,B9,C,All,1,3031,10,303.1
AllC9,B9,C,All,10,5493,10,549.3
AllC9,B9,C,All,11,5741,10,574.1
AllC9,B9,C,All,12,6162,10,616.2
AllC9,B9,C,All,13,6484,10,648.4
AllC9,B9,C,All,14,6403,10,640.3
AllC9,B9,C,All,2,3784,10,378.4
AllC9,B9,C,All,3,3776,10,377.6
AllC9,B9,C,All,4,3900,10,390
AllC9,B9,C,All,5,4088,10,408.8
AllC9,B9,C,All,6,4257,10,425.7
AllC9,B9,C,All,7,4288,10,428.8
AllC9,B9,C,All,8,4781,10,478.1
AllC9,B9,C,All,9,5108,10,510.8
EspB1,B1,B,Esp,0,2290,10,229
EspB1,B1,B,Esp,1,2304,10,230.4
EspB1,B1,B,Esp,10,4296,9,477.3333333333333
EspB1,B1,B,Esp,11,4720,9,524.4444444444445
EspB1,B1,B,Esp,12,5105,9,567.2222222222222
EspB1,B1,B,Esp,13,5329,9,592.1111111111111
EspB1,B1,B,Esp,14,5643,9,627
EspB1,B1,B,Esp,2,2911,10,291.1
EspB1,B1,B,Esp,3,3154,9,350.44444444444446
EspB1,B1,B,Esp,4,3264,9,362.6666666666667
EspB1,B1,B,Esp,5,3203,9,355.8888888888889
EspB1,B1,B,Esp,6,3486,9,387.3333333333333
EspB1,B1,B,Esp,7,3670,9,407.77777777777777
EspB1,B1,B,Esp,8,3823,9,424.77777777777777
EspB1,B1,B,Esp,9,4005,9,445
EspB10,B10,B,Esp,0,2165,10,216.5
EspB10,B10,B,Esp,1,2631,9,292.3333333333333
EspB10,B10,B,Esp,10,3750,8,468.75
EspB10,B10,B,Esp,11,4160,8,520
EspB10,B10,B,Esp,12,4332,8,541.5
EspB10,B10,B,Esp,13,4452,8,556.5
EspB10,B10,B,Esp,14,4642,8,580.25
EspB10,B10,B,Esp,2,2871,9,319
EspB10,B10,B,Esp,3,2890,9,321.1111111111111
EspB10,B10,B,Esp,4,3075,9,341.6666666666667
EspB10,B10,B,Esp,5,3254,9,361.55555555555554
EspB10,B10,B,Esp,6,3530,9,392.22222222222223
EspB10,B10,B,Esp,7,3640,9,404.44444444444446
EspB10,B10,B,Esp,8,3579,9,397.6666666666667
EspB10,B10,B,Esp,9,3750,9,416.6666666666667
EspB2,B2,B,Esp,0,2321,10,232.1
EspB2,B2,B,Esp,1,2764,10,276.4
EspB2,B2,B,Esp,10,3724,9,413.77777777777777
EspB2,B2,B,Esp,11,3943,9,438.1111111111111
EspB2,B2,B,Esp,12,4040,9,448.8888888888889
EspB2,B2,B,Esp,13,3713,8,464.125
EspB2,B2,B,Esp,14,3722,8,465.25
EspB2,B2,B,Esp,2,3028,10,302.8
EspB2,B2,B,Esp,3,3013,10,301.3
EspB2,B2,B,Esp,4,3229,10,322.9
EspB2,B2,B,Esp,5,3288,10,328.8
EspB2,B2,B,Esp,6,3335,10,333.5
EspB2,B2,B,Esp,7,2889,9,321
EspB2,B2,B,Esp,8,3259,9,362.1111111111111
EspB2,B2,B,Esp,9,3472,9,385.77777777777777
EspB3,B3,B,Esp,0,2830,10,283
EspB3,B3,B,Esp,1,2654,8,331.75
EspB3,B3,B,Esp,10,3497,6,582.8333333333334
EspB3,B3,B,Esp,11,3588,6,598
EspB3,B3,B,Esp,12,3417,6,569.5
EspB3,B3,B,Esp,13,3479,6,579.8333333333334
EspB3,B3,B,Esp,14,3429,6,571.5
EspB3,B3,B,Esp,2,2856,8,357
EspB3,B3,B,Esp,3,3047,8,380.875
EspB3,B3,B,Esp,4,3060,8,382.5
EspB3,B3,B,Esp,5,3182,8,397.75
EspB3,B3,B,Esp,6,3243,8,405.375
EspB3,B3,B,Esp,7,3238,8,404.75
EspB3,B3,B,Esp,8,3440,8,430
EspB3,B3,B,Esp,9,3466,7,495.14285714285717
EspB4,B4,B,Esp,0,2351,10,235.1
EspB4,B4,B,Esp,1,2461,9,273.44444444444446
EspB4,B4,B,Esp,10,4015,8,501.875
EspB4,B4,B,Esp,11,4034,8,504.25
EspB4,B4,B,Esp,12,4770,8,596.25
EspB4,B4,B,Esp,13,5104,8,638
EspB4,B4,B,Esp,14,5263,8,657.875
EspB4,B4,B,Esp,2,2669,9,296.55555555555554
EspB4,B4,B,Esp,3,2774,9,308.22222222222223
EspB4,B4,B,Esp,4,2845,8,355.625
EspB4,B4,B,Esp,5,3064,8,383
EspB4,B4,B,Esp,6,3101,8,387.625
EspB4,B4,B,Esp,7,3193,8,399.125
EspB4,B4,B,Esp,8,3615,8,451.875
EspB4,B4,B,Esp,9,3672,8,459
EspB5,B5,B,Esp,0,2160,10,216
EspB5,B5,B,Esp,1,2405,9,267.22222222222223
EspB5,B5,B,Esp,10,4089,9,454.3333333333333
EspB5,B5,B,Esp,11,3651,8,456.375
EspB5,B5,B,Esp,12,3715,8,464.375
EspB5,B5,B,Esp,13,3711,7,530.1428571428571
EspB5,B5,B,Esp,14,3708,7,529.7142857142857
EspB5,B5,B,Esp,2,2629,9,292.1111111111111
EspB5,B5,B,Esp,3,2766,9,307.3333333333333
EspB5,B5,B,Esp,4,2892,9,321.3333333333333
EspB5,B5,B,Esp,5,3103,9,344.77777777777777
EspB5,B5,B,Esp,6,3068,9,340.8888888888889
EspB5,B5,B,Esp,7,3162,9,351.3333333333333
EspB5,B5,B,Esp,8,3547,9,394.1111111111111
EspB5,B5,B,Esp,9,3784,9,420.44444444444446
EspB6,B6,B,Esp,0,2600,10,260
EspB6,B6,B,Esp,1,2852,10,285.2
EspB6,B6,B,Esp,10,4892,10,489.2
EspB6,B6,B,Esp,11,5064,10,506.4
EspB6,B6,B,Esp,12,5125,10,512.5
EspB6,B6,B,Esp,13,5240,10,524
EspB6,B6,B,Esp,14,5567,10,556.7
EspB6,B6,B,Esp,2,3136,10,313.6
EspB6,B6,B,Esp,3,3316,10,331.6
EspB6,B6,B,Esp,4,3475,10,347.5
EspB6,B6,B,Esp,5,3596,10,359.6
EspB6,B6,B,Esp,6,3749,10,374.9
EspB6,B6,B,Esp,7,3972,10,397.2
EspB6,B6,B,Esp,8,4425,10,442.5
EspB6,B6,B,Esp,9,4804,10,480.4
EspB7,B7,B,Esp,0,2544,10,254.4
EspB7,B7,B,Esp,1,2779,9,308.77777777777777
EspB7,B7,B,Esp,10,3719,8,464.875
EspB7,B7,B,Esp,11,3784,8,473
EspB7,B7,B,Esp,12,4194,8,524.25
EspB7,B7,B,Esp,13,4238,8,529.75
EspB7,B7,B,Esp,14,4431,8,553.875
EspB7,B7,B,Esp,2,2916,9,324
EspB7,B7,B,Esp,3,2817,8,352.125
EspB7,B7,B,Esp,4,2896,8,362
EspB7,B7,B,Esp,5,3165,8,395.625
EspB7,B7,B,Esp,6,3168,8,396
EspB7,B7,B,Esp,7,3533,8,441.625
EspB7,B7,B,Esp,8,3694,8,461.75
EspB7,B7,B,Esp,9,3525,8,440.625
EspB8,B8,B,Esp,0,2547,10,254.7
EspB8,B8,B,Esp,1,2542,8,317.75
EspB8,B8,B,Esp,10,2148,3,716
EspB8,B8,B,Esp,11,2391,3,797
EspB8,B8,B,Esp,12,2354,3,784.6666666666666
EspB8,B8,B,Esp,13,2481,3,827
EspB8,B8,B,Esp,14,2562,3,854
EspB8,B8,B,Esp,2,2614,7,373.42857142857144
EspB8,B8,B,Esp,3,2707,7,386.7142857142857
EspB8,B8,B,Esp,4,2750,7,392.85714285714283
EspB8,B8,B,Esp,5,2921,7,417.2857142857143
EspB8,B8,B,Esp,6,2762,6,460.3333333333333
EspB8,B8,B,Esp,7,2890,6,481.6666666666667
EspB8,B8,B,Esp,8,2984,6,497.3333333333333
EspB8,B8,B,Esp,9,2589,5,517.8
EspB9,B9,B,Esp,0,2347,10,234.7
EspB9,B9,B,Esp,1,1803,6,300.5
EspB9,B9,B,Esp,10,2319,5,463.8
EspB9,B9,B,Esp,11,1845,4,461.25
EspB9,B9,B,Esp,12,1579,3,526.3333333333334
EspB9,B9,B,Esp,13,1554,3,518
EspB9,B9,B,Esp,14,1527,3,509
EspB9,B9,B,Esp,2,1925,6,320.8333333333333
EspB9,B9,B,Esp,3,2027,6,337.8333333333333
EspB9,B9,B,Esp,4,1938,5,387.6
EspB9,B9,B,Esp,5,1970,5,394
EspB9,B9,B,Esp,6,2107,5,421.4
EspB9,B9,B,Esp,7,2066,5,413.2
EspB9,B9,B,Esp,8,2273,5,454.6
EspB9,B9,B,Esp,9,2335,5,467
EspC1,B1,C,Esp,0,2079,10,207.9
EspC1,B1,C,Esp,1,2188,10,218.8
EspC1,B1,C,Esp,10,4540,10,454
EspC1,B1,C,Esp,11,4787,10,478.7
EspC1,B1,C,Esp,12,5079,10,507.9
EspC1,B1,C,Esp,13,5053,10,505.3
EspC1,B1,C,Esp,14,5476,10,547.6
EspC1,B1,C,Esp,2,2760,10,276
EspC1,B1,C,Esp,3,3046,10,304.6
EspC1,B1,C,Esp,4,3181,10,318.1
EspC1,B1,C,Esp,5,3246,10,324.6
EspC1,B1,C,Esp,6,3431,10,343.1
EspC1,B1,C,Esp,7,3652,10,365.2
EspC1,B1,C,Esp,8,3997,10,399.7
EspC1,B1,C,Esp,9,3987,10,398.7
EspC10,B10,C,Esp,0,2400,10,240
EspC10,B10,C,Esp,1,2553,10,255.3
EspC10,B10,C,Esp,10,4028,9,447.55555555555554
EspC10,B10,C,Esp,11,4455,9,495
EspC10,B10,C,Esp,12,4220,8,527.5
EspC10,B10,C,Esp,13,4237,8,529.625
EspC10,B10,C,Esp,14,4315,7,616.4285714285714
EspC10,B10,C,Esp,2,2972,10,297.2
EspC10,B10,C,Esp,3,3168,10,316.8
EspC10,B10,C,Esp,4,3340,10,334
EspC10,B10,C,Esp,5,3555,10,355.5
EspC10,B10,C,Esp,6,3632,10,363.2
EspC10,B10,C,Esp,7,3760,10,376
EspC10,B10,C,Esp,8,4070,10,407
EspC10,B10,C,Esp,9,4379,10,437.9
EspC2,B2,C,Esp,0,2275,10,227.5
EspC2,B2,C,Esp,1,2892,10,289.2
EspC2,B2,C,Esp,10,4896,10,489.6
EspC2,B2,C,Esp,11,5434,10,543.4
EspC2,B2,C,Esp,12,6101,10,610.1
EspC2,B2,C,Esp,13,6060,10,606
EspC2,B2,C,Esp,14,6467,10,646.7
EspC2,B2,C,Esp,2,3022,10,302.2
EspC2,B2,C,Esp,3,3415,10,341.5
EspC2,B2,C,Esp,4,3548,10,354.8
EspC2,B2,C,Esp,5,3829,10,382.9
EspC2,B2,C,Esp,6,3749,10,374.9
EspC2,B2,C,Esp,7,3837,10,383.7
EspC2,B2,C,Esp,8,4137,10,413.7
EspC2,B2,C,Esp,9,4161,10,416.1
EspC3,B3,C,Esp,0,2097,10,209.7
EspC3,B3,C,Esp,1,2089,9,232.11111111111111
EspC3,B3,C,Esp,10,3706,8,463.25
EspC3,B3,C,Esp,11,4035,8,504.375
EspC3,B3,C,Esp,12,4167,8,520.875
EspC3,B3,C,Esp,13,4211,8,526.375
EspC3,B3,C,Esp,14,4344,8,543
EspC3,B3,C,Esp,2,2417,9,268.55555555555554
EspC3,B3,C,Esp,3,2626,9,291.77777777777777
EspC3,B3,C,Esp,4,2717,9,301.8888888888889
EspC3,B3,C,Esp,5,2650,8,331.25
EspC3,B3,C,Esp,6,2832,8,354
EspC3,B3,C,Esp,7,2702,8,337.75
EspC3,B3,C,Esp,8,3048,8,381
EspC3,B3,C,Esp,9,3413,8,426.625
EspC4,B4,C,Esp,0,2395,10,239.5
EspC4,B4,C,Esp,1,2884,10,288.4
EspC4,B4,C,Esp,10,5202,9,578
EspC4,B4,C,Esp,11,5181,9,575.6666666666666
EspC4,B4,C,Esp,12,5367,9,596.3333333333334
EspC4,B4,C,Esp,13,5910,9,656.6666666666666
EspC4,B4,C,Esp,14,6345,9,705
EspC4,B4,C,Esp,2,3440,10,344
EspC4,B4,C,Esp,3,3259,10,325.9
EspC4,B4,C,Esp,4,3730,10,373
EspC4,B4,C,Esp,5,3902,10,390.2
EspC4,B4,C,Esp,6,4136,10,413.6
EspC4,B4,C,Esp,7,4166,10,416.6
EspC4,B4,C,Esp,8,4503,9,500.3333333333333
EspC4,B4,C,Esp,9,4641,9,515.6666666666666
EspC5,B5,C,Esp,0,2082,10,208.2
EspC5,B5,C,Esp,1,2395,10,239.5
EspC5,B5,C,Esp,10,4988,10,498.8
EspC5,B5,C,Esp,11,5171,10,517.1
EspC5,B5,C,Esp,12,5655,10,565.5
EspC5,B5,C,Esp,13,6260,10,626
EspC5,B5,C,Esp,14,6838,10,683.8
EspC5,B5,C,Esp,2,2823,10,282.3
EspC5,B5,C,Esp,3,2998,10,299.8
EspC5,B5,C,Esp,4,3270,10,327
EspC5,B5,C,Esp,5,3562,10,356.2
EspC5,B5,C,Esp,6,3698,10,369.8
EspC5,B5,C,Esp,7,3848,10,384.8
EspC5,B5,C,Esp,8,4116,10,411.6
EspC5,B5,C,Esp,9,4506,10,450.6
EspC6,B6,C,Esp,0,2590,10,259
EspC6,B6,C,Esp,1,3144,10,314.4
EspC6,B6,C,Esp,10,5577,10,557.7
EspC6,B6,C,Esp,11,5715,10,571.5
EspC6,B6,C,Esp,12,6114,10,611.4
EspC6,B6,C,Esp,13,6565,10,656.5
EspC6,B6,C,Esp,14,6941,10,694.1
EspC6,B6,C,Esp,2,3697,10,369.7
EspC6,B6,C,Esp,3,3470,10,347
EspC6,B6,C,Esp,4,3692,10,369.2
EspC6,B6,C,Esp,5,3796,10,379.6
EspC6,B6,C,Esp,6,3929,10,392.9
EspC6,B6,C,Esp,7,4308,10,430.8
EspC6,B6,C,Esp,8,4516,10,451.6
EspC6,B6,C,Esp,9,4959,10,495.9
EspC7,B7,C,Esp,0,2570,10,257
EspC7,B7,C,Esp,1,2663,9,295.8888888888889
EspC7,B7,C,Esp,10,4390,8,548.75
EspC7,B7,C,Esp,11,4518,8,564.75
EspC7,B7,C,Esp,12,4845,8,605.625
EspC7,B7,C,Esp,13,5269,8,658.625
EspC7,B7,C,Esp,14,5310,8,663.75
EspC7,B7,C,Esp,2,2856,9,317.3333333333333
