Rep,Bloc,Trt,Strain,initial_mean,final_mean,final_growth,Time,Growth
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,12,432.98888888888894
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,13,467.1
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,14,483.4333333333334
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,2,104.87777777777777
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,3,125.76666666666668
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,4,165.9888888888889
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,5,155.76666666666668
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,6,198.1
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,7,280.76666666666665
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,8,286.65555555555557
FraC7,B7,C,Fra,223.9,707.3333333333334,483.4333333333334,9,315.1
FraC8,B8,C,Fra,208,510.1,302.1,0,0
FraC8,B8,C,Fra,208,510.1,302.1,1,17.30000000000001
FraC8,B8,C,Fra,208,510.1,302.1,10,215.7
FraC8,B8,C,Fra,208,510.1,302.1,11,225.3
FraC8,B8,C,Fra,208,510.1,302.1,12,243
FraC8,B8,C,Fra,208,510.1,302.1,13,272.8
FraC8,B8,C,Fra,208,510.1,302.1,14,302.1
FraC8,B8,C,Fra,208,510.1,302.1,2,51.30000000000001
FraC8,B8,C,Fra,208,510.1,302.1,3,56
FraC8,B8,C,Fra,208,510.1,302.1,4,69.30000000000001
FraC8,B8,C,Fra,208,510.1,302.1,5,95.89999999999998
FraC8,B8,C,Fra,208,510.1,302.1,6,136.5
FraC8,B8,C,Fra,208,510.1,302.1,7,121.89999999999998
FraC8,B8,C,Fra,208,510.1,302.1,8,161.60000000000002
FraC8,B8,C,Fra,208,510.1,302.1,9,186.5
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,0,0
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,1,33.94444444444446
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,10,278.6111111111111
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,11,294.27777777777783
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,12,324.5
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,13,361.5
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,14,402.6111111111111
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,2,86.72222222222223
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,3,79.05555555555554
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,4,103.05555555555554
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,5,137.6111111111111
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,6,134.05555555555554
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,7,175.94444444444446
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,8,193.72222222222223
FraC9,B9,C,Fra,226.5,629.1111111111111,402.6111111111111,9,221.16666666666669
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,0,0
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,1,40.30000000000001
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,10,276.05555555555554
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,11,284.6111111111111
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,12,312.27777777777783
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,13,336.6111111111111
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,14,349.16666666666663
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,2,54.60000000000002
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,3,84.5
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,4,101.5
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,5,115.10000000000002
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,6,118.80000000000001
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,7,128.10000000000002
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,8,162.10000000000002
GreB1,B1,B,Gre,229.5,578.6666666666666,349.16666666666663,9,183.3
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,0,0
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,1,16.72222222222223
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,10,215.66666666666669
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,11,254
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,12,381.16666666666663
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,13,449.5
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,14,461.16666666666663
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,2,45.875
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,3,54.25
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,4,67.875
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,5,96.125
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,6,98.875
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,7,131.5
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,8,145.83333333333331
GreB10,B10,B,Gre,255.5,716.6666666666666,461.16666666666663,9,155.5
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,0,0
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,1,54.099999999999966
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,10,289.03333333333336
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,11,304.92222222222216
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,12,340.92222222222216
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,13,364.7
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,14,394.25555555555553
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,2,95.39999999999998
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,3,109
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,4,126.80000000000001
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,5,164.8
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,6,165.59999999999997
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,7,157.7
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,8,185.89999999999998
GreB2,B2,B,Gre,235.3,629.5555555555555,394.25555555555553,9,226.8
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,0,0
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,1,31.80000000000001
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,10,266.99999999999994
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,11,293.09999999999997
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,12,362.92222222222216
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,13,379.3666666666666
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,14,415.5888888888889
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,2,57.89999999999998
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,3,87.09999999999997
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,4,110.80000000000001
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,5,119.5
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,6,131
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,7,168.39999999999998
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,8,192.5
GreB3,B3,B,Gre,248.3,663.8888888888889,415.5888888888889,9,244.89999999999998
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,0,0
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,1,-53.17777777777775
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,10,135.04444444444448
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,11,140.82222222222225
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,12,177.7111111111111
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,13,172.15555555555557
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,14,246.47500000000002
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,2,-24.622222222222206
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,3,-14.733333333333292
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,4,-4.288888888888891
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,5,-2.1777777777777487
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,6,15.04444444444448
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,7,49.26666666666671
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,8,66.71111111111111
GreB4,B4,B,Gre,289.4,535.875,246.47500000000002,9,94.26666666666671
GreB5,B5,B,Gre,238.7,612,373.3,0,0
GreB5,B5,B,Gre,238.7,612,373.3,1,62
GreB5,B5,B,Gre,238.7,612,373.3,10,304.1571428571429
GreB5,B5,B,Gre,238.7,612,373.3,11,335.58571428571435
GreB5,B5,B,Gre,238.7,612,373.3,12,362.58571428571435
GreB5,B5,B,Gre,238.7,612,373.3,13,372.72857142857146
GreB5,B5,B,Gre,238.7,612,373.3,14,373.3
GreB5,B5,B,Gre,238.7,612,373.3,2,92.07777777777778
GreB5,B5,B,Gre,238.7,612,373.3,3,109.52222222222224
GreB5,B5,B,Gre,238.7,612,373.3,4,140.63333333333333
GreB5,B5,B,Gre,238.7,612,373.3,5,135.4111111111111
GreB5,B5,B,Gre,238.7,612,373.3,6,164.3
GreB5,B5,B,Gre,238.7,612,373.3,7,196.925
GreB5,B5,B,Gre,238.7,612,373.3,8,207.55
GreB5,B5,B,Gre,238.7,612,373.3,9,274.3
GreB6,B6,B,Gre,283.9,662.25,378.35,0,0
GreB6,B6,B,Gre,283.9,662.25,378.35,1,39.877777777777794
GreB6,B6,B,Gre,283.9,662.25,378.35,10,212.65555555555557
GreB6,B6,B,Gre,283.9,662.25,378.35,11,239.76666666666665
GreB6,B6,B,Gre,283.9,662.25,378.35,12,282.76666666666665
GreB6,B6,B,Gre,283.9,662.25,378.35,13,295.3222222222222
GreB6,B6,B,Gre,283.9,662.25,378.35,14,378.35
GreB6,B6,B,Gre,283.9,662.25,378.35,2,59.98888888888894
GreB6,B6,B,Gre,283.9,662.25,378.35,3,79.32222222222225
GreB6,B6,B,Gre,283.9,662.25,378.35,4,102.43333333333334
GreB6,B6,B,Gre,283.9,662.25,378.35,5,102.43333333333334
GreB6,B6,B,Gre,283.9,662.25,378.35,6,125.21111111111111
GreB6,B6,B,Gre,283.9,662.25,378.35,7,139.10000000000002
GreB6,B6,B,Gre,283.9,662.25,378.35,8,179.2111111111111
GreB6,B6,B,Gre,283.9,662.25,378.35,9,171.8777777777778
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,0,0
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,1,50.80000000000001
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,10,283.575
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,11,322.45
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,12,388.8428571428571
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,13,447.27142857142854
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,14,486.41428571428565
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,2,77.5888888888889
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,3,107.47777777777776
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,4,151.81111111111107
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,5,163.36666666666667
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,6,185.14444444444445
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,7,212.81111111111107
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,8,231.25555555555553
GreB7,B7,B,Gre,227.3,713.7142857142857,486.41428571428565,9,239.075
GreB8,B8,B,Gre,240.7,561.5,320.8,0,0
GreB8,B8,B,Gre,240.7,561.5,320.8,1,31.55000000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,10,238.9666666666667
GreB8,B8,B,Gre,240.7,561.5,320.8,11,238.8
GreB8,B8,B,Gre,240.7,561.5,320.8,12,286.3
GreB8,B8,B,Gre,240.7,561.5,320.8,13,292.6333333333334
GreB8,B8,B,Gre,240.7,561.5,320.8,14,320.8
GreB8,B8,B,Gre,240.7,561.5,320.8,2,62.92500000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,3,75.55000000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,4,95.67500000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,5,103.67500000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,6,119.80000000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,7,119.92500000000001
GreB8,B8,B,Gre,240.7,561.5,320.8,8,151.5857142857143
GreB8,B8,B,Gre,240.7,561.5,320.8,9,284.1571428571429
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,0,0
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,1,68.09999999999997
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,10,279.9142857142857
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,11,337.77142857142854
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,12,327.4857142857143
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,13,368.3428571428571
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,14,409.0571428571429
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,2,79.42222222222222
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,3,88.19999999999999
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,4,109.75555555555553
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,5,129.86666666666667
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,6,138.86666666666667
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,7,137.75555555555553
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,8,165.31111111111107
GreB9,B9,B,Gre,200.8,609.8571428571429,409.0571428571429,9,192.42222222222222
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,0,0
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,1,28.5
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,10,257.2111111111111
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,11,306.4333333333333
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,12,327.1
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,13,341.76666666666665
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,14,360.98888888888894
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,2,79.70000000000002
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,3,63.69999999999999
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,4,116.6
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,5,119.70000000000002
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,6,129.79999999999998
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,7,146.49999999999997
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,8,196.29999999999998
GreC1,B1,C,Gre,183.9,544.8888888888889,360.98888888888894,9,203.29999999999998
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,0,0
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,1,31.399999999999977
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,10,320.90000000000003
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,11,332.8
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,12,388.59999999999997
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,13,400.49999999999994
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,14,429.59999999999997
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,2,103.30000000000001
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,3,115
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,4,132.5
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,5,162.2
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,6,143.09999999999997
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,7,152.89999999999998
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,8,212.8
GreC10,B10,C,Gre,253.3,682.9,429.59999999999997,9,276.3
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,0,0
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,1,16
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,10,268.4666666666667
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,11,320.0222222222222
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,12,370.6888888888889
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,13,385.35555555555555
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,14,376.57777777777784
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,2,51.80000000000001
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,3,97.40000000000003
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,4,118.90000000000003
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,5,132.7
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,6,126.5
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,7,131.8
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,8,152.3
GreC2,B2,C,Gre,197.2,573.7777777777778,376.57777777777784,9,190.7
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,0,0
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,1,-16.599999999999994
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,10,352.74444444444447
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,11,400.1888888888889
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,12,433.1888888888889
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,13,447.3
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,14,457.1888888888889
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,2,53
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,3,91.40000000000003
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,4,139.7
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,5,138.40000000000003
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,6,132.2
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,7,132.10000000000002
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,8,230.63333333333333
GreC3,B3,C,Gre,266.7,723.8888888888889,457.1888888888889,9,277.07777777777784
GreC4,B4,C,Gre,260.5,718.5,458,0,0
GreC4,B4,C,Gre,260.5,718.5,458,1,16.5
GreC4,B4,C,Gre,260.5,718.5,458,10,310.70000000000005
GreC4,B4,C,Gre,260.5,718.5,458,11,377.9
GreC4,B4,C,Gre,260.5,718.5,458,12,434
GreC4,B4,C,Gre,260.5,718.5,458,13,453.70000000000005
GreC4,B4,C,Gre,260.5,718.5,458,14,458
GreC4,B4,C,Gre,260.5,718.5,458,2,91
GreC4,B4,C,Gre,260.5,718.5,458,3,127.60000000000002
GreC4,B4,C,Gre,260.5,718.5,458,4,160.39999999999998
GreC4,B4,C,Gre,260.5,718.5,458,5,184.7
GreC4,B4,C,Gre,260.5,718.5,458,6,174.10000000000002
GreC4,B4,C,Gre,260.5,718.5,458,7,183.3
GreC4,B4,C,Gre,260.5,718.5,458,8,194.3
GreC4,B4,C,Gre,260.5,718.5,458,9,235
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,0,0
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,1,43.60000000000002
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,10,341.00000000000006
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,11,362.2
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,12,370.50000000000006
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,13,349.40000000000003
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,14,401.09999999999997
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,2,87.19999999999999
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,3,112.60000000000002
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,4,130.3
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,5,127.80000000000001
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,6,138
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,7,181.60000000000002
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,8,226.10000000000002
GreC5,B5,C,Gre,244.7,645.8,401.09999999999997,9,302.90000000000003
GreC6,B6,C,Gre,196,513,317,0,0
GreC6,B6,C,Gre,196,513,317,1,58.80000000000001
GreC6,B6,C,Gre,196,513,317,10,284.2
GreC6,B6,C,Gre,196,513,317,11,280.6
GreC6,B6,C,Gre,196,513,317,12,306.1
GreC6,B6,C,Gre,196,513,317,13,308.4
GreC6,B6,C,Gre,196,513,317,14,317
GreC6,B6,C,Gre,196,513,317,2,96
GreC6,B6,C,Gre,196,513,317,3,112.89999999999998
GreC6,B6,C,Gre,196,513,317,4,128.5
GreC6,B6,C,Gre,196,513,317,5,126.80000000000001
GreC6,B6,C,Gre,196,513,317,6,127.30000000000001
GreC6,B6,C,Gre,196,513,317,7,152.5
GreC6,B6,C,Gre,196,513,317,8,219
GreC6,B6,C,Gre,196,513,317,9,234.10000000000002
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,0,0
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,1,69.80000000000001
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,10,322.59999999999997
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,11,336.00000000000006
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,12,390.59999999999997
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,13,423.07777777777784
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,14,449.96666666666664
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,2,111.10000000000002
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,3,140.10000000000002
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,4,140.5
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,5,142.8
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,6,179.40000000000003
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,7,243.3
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,8,244.5
GreC7,B7,C,Gre,209.7,659.6666666666666,449.96666666666664,9,283.2
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,0,0
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,1,33.10000000000002
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,10,341.3
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,11,330.2
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,12,352.7
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,13,403.09999999999997
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,14,424.59999999999997
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,2,97
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,3,119.40000000000003
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,4,132.10000000000002
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,5,128.2
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,6,196.40000000000003
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,7,203.3
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,8,238.7
GreC8,B8,C,Gre,226.7,651.3,424.59999999999997,9,289.59999999999997
GreC9,B9,C,Gre,234.5,773.3,538.8,0,0
GreC9,B9,C,Gre,234.5,773.3,538.8,1,78.19999999999999
GreC9,B9,C,Gre,234.5,773.3,538.8,10,396.29999999999995
GreC9,B9,C,Gre,234.5,773.3,538.8,11,424.70000000000005
GreC9,B9,C,Gre,234.5,773.3,538.8,12,487.6
GreC9,B9,C,Gre,234.5,773.3,538.8,13,482.29999999999995
GreC9,B9,C,Gre,234.5,773.3,538.8,14,538.8
GreC9,B9,C,Gre,234.5,773.3,538.8,2,116.30000000000001
GreC9,B9,C,Gre,234.5,773.3,538.8,3,128.8
GreC9,B9,C,Gre,234.5,773.3,538.8,4,150.2
GreC9,B9,C,Gre,234.5,773.3,538.8,5,185.5
GreC9,B9,C,Gre,234.5,773.3,538.8,6,197.2
GreC9,B9,C,Gre,234.5,773.3,538.8,7,226
GreC9,B9,C,Gre,234.5,773.3,538.8,8,276.3
GreC9,B9,C,Gre,234.5,773.3,538.8,9,309.1
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,0,0
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,1,51.099999999999966
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,10,269.825
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,11,319.325
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,12,360.325
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,13,372.575
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,14,397.77142857142854
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,2,82.39999999999998
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,3,120.19999999999999
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,4,138.7
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,5,151.5
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,6,144.2
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,7,155
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,8,181.45
Inv1B1,B1,B,Inv1,237.8,635.5714285714286,397.77142857142854,9,200.7
Inv1B10,B10,B,Inv1,222.4,560.7142857142857,338.3142857142857,0,0
Inv1B10,B10,B,Inv1,222.4,560.7142857142857,338.3142857142857,1,84.82222222222222
Inv1B10,B10,B,Inv1,222.4,560.7142857142857,338.3142857142857,10,338.3142857142857
